#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.505;987333;5664934;74.1;0.288;;Cpd 1: 5.505;
2;6.594;1440374;7480270;74.1;0.355;;Cpd 2: 6.594;
3;7.303;845164;4024397;74.1;0.283;;Cpd 3: 7.303;
4;8.106;2040012;8785293;74.1;0.312;;Cpd 4: 8.106;
5;8.979;1185879;4578937;74.1;0.262;;Cpd 5: 8.979;
6;9.891;2808336;9772598;74.1;0.246;;Cpd 6: 9.891;
7;10.569;1322716;4554556;55.1;0.247;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 10.569";
8;10.827;1521814;4963431;74.1;0.214;;Cpd 8: 10.827;
9;11.514;1449268;4782778;55.1;0.218;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 11.514";
10;11.762;5096125;15985898;74.1;0.223;;Cpd 10: 11.763;
11;12.323;1549078;4985699;55.1;0.231;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 12.323";
12;12.682;1761590;5503446;74.1;0.239;;Cpd 12: 12.682;
13;13.242;1660795;5238691;55.1;0.218;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 13.242";
14;13.592;3826234;11898104;74.1;0.218;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 13.592";
15;13.904;1751199;5482646;55.1;0.159;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.904";
16;14.066;3622413;11480883;55.1;0.214;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 14.066";
17;14.471;4104246;16945385;74.1;0.259;;Cpd 17: 14.471;
18;14.788;1534191;4825165;67.1;0.21;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.788";
19;15.324;4818180;17494017;74.1;0.231;;Cpd 19: 15.324;
20;15.621;1250308;3649219;79.1;0.134;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.621";
21;15.769;1862287;5803013;55.1;0.21;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 15.769";
22;16.144;2103281;6574987;74.1;0.212;;Cpd 22: 16.144;
23;16.462;1609592;5181364;67.1;0.212;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 16.462";
24;16.952;5674947;18390626;74.1;0.223;;Cpd 24: 16.952;
25;17.245;1417765;3787623;79.1;0.078;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.245";
26;17.307;1458689;4046606;79.1;0.058;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 17.307";
27;17.372;2105132;7441707;55.1;0.181;;Cpd 27: 17.373;
28;17.715;2043302;6651237;74.1;0.21;;Cpd 28: 17.715;
29;18.027;1624215;4772924;67.1;0.104;C15 H26 O2;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.027";
30;18.11;1275699;4602801;79.1;0.213;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 18.110";
31;18.473;3978085;13307441;74.1;0.223;;Cpd 31: 18.473;
32;18.873;1768929;6330610;55.1;0.239;;Cpd 32: 18.873;
33;19.289;74149;238960;149;0.137;;Cpd 33: 19.289;
34;20.068;825460;3540749;79.1;0.293;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 20.068";

