#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.308;841677;5416568;74.1;0.257;;Cpd 1: 5.308;
2;6.301;1244183;7945333;74.1;0.433;;Cpd 2: 6.301;
3;7.006;693904;4343544;74.1;0.47;;Cpd 3: 7.006;
4;7.853;1581938;9301314;74.1;0.399;;Cpd 4: 7.853;
5;8.82;907049;4846010;74.1;0.391;;Cpd 5: 8.820;
6;9.896;2152944;10483928;74.1;0.334;;Cpd 6: 9.896;
7;10.72;1029527;4792474;55.1;0.296;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 10.720";
8;11.041;1177254;5115829;74.1;0.247;;Cpd 8: 11.041;
9;11.903;1155582;5011842;55.1;0.299;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 11.903";
10;12.233;4059980;16986069;74.1;0.289;;Cpd 10: 12.233;
11;12.95;1219286;5309456;55.1;0.301;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 12.950";
12;13.436;1415081;5804202;74.1;0.284;;Cpd 12: 13.436;
13;14.166;1340403;5381255;55.1;0.255;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 14.166";
14;14.648;3123151;12665495;74.1;0.28;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 14.648";
15;15.061;1443123;5795071;55.1;0.213;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.061";
16;15.271;2977698;12259510;55.1;0.28;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.271";
17;15.761;1321302;4101395;67.1;0.107;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.761";
18;15.84;3271740;13887478;74.1;0.251;;Cpd 18: 15.840;
19;16.239;1253759;5145869;67.1;0.297;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.239";
20;16.928;1090907;3461734;79.1;0.111;C19 H34 O2;"Cpd 20: Methyl 7,8-octadecadienoate; C19 H34 O2; 16.928";
21;17.01;3533556;15141866;74.1;0.256;;Cpd 21: 17.010;
22;17.369;1063068;4196049;79.1;0.225;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.369";
23;17.606;1541096;6228858;55.1;0.276;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.606";
24;18.146;1726576;6985882;74.1;0.276;;Cpd 24: 18.146;
25;18.548;1325394;5384328;67.1;0.27;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.548";
26;19.269;3674529;19391902;74.1;0.309;;Cpd 26: 19.269;
27;19.624;1188717;3659372;79.1;0.09;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.624";
28;19.685;1241898;5277588;79.1;0.115;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 19.685";
29;19.83;1608114;7115548;55.1;0.28;;Cpd 29: 19.830;
30;20.332;1696834;7159118;74.1;0.284;;Cpd 30: 20.333;
31;20.728;1353232;4234502;67.1;0.105;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 20.728";
32;20.79;1154658;5074048;79.1;0.234;C19 H34 O2;"Cpd 32: Methyl 7,8-octadecadienoate; C19 H34 O2; 20.790";
33;21.392;3255882;14233803;74.1;0.288;;Cpd 33: 21.392;
34;21.928;1489546;6616608;55.1;0.284;;Cpd 34: 21.928;
35;22.274;71611;290356;149;0.181;;Cpd 35: 22.274;
36;23.387;799191;3673591;79.1;0.309;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 23.387";

