#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;8.644;478222;2687885;91.1;0.351;C8 H10;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 8.644";
2;12.09;146458;683890;74.09;0.317;;Cpd 2: 12.090;
3;15.87;721017;3040774;74.1;0.293;;Cpd 3: 15.870;
4;17.7;464523;1875080;74.1;0.301;;Cpd 4: 17.700;
5;19.467;1127147;4408233;74.1;0.251;;Cpd 5: 19.467;
6;21.146;635884;2433411;74.1;0.271;;Cpd 6: 21.146;
7;22.757;1486429;5436717;74.1;0.26;;Cpd 7: 22.757;
8;23.792;657427;2490762;55.1;0.266;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 23.792";
9;24.278;759815;2800365;74.1;0.271;;Cpd 9: 24.278;
10;25.288;721354;2685265;55.1;0.275;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 25.288";
11;25.758;2433943;8972773;74.1;0.247;;Cpd 11: 25.758;
12;26.537;735068;2771067;55.1;0.275;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 26.537";
13;27.131;855551;3057450;74.1;0.242;;Cpd 13: 27.131;
14;27.906;815613;3065660;55.1;0.247;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 27.906";
15;28.483;1761800;6604163;74.1;0.256;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 28.483";
16;28.903;825526;3091259;55.1;0.217;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 28.903";
17;29.118;1655866;6211049;55.1;0.256;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 29.118";
18;29.641;758242;2792412;67.1;0.247;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 29.641";
19;30.132;710074;2649036;67.1;0.234;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.132";
20;30.836;636413;2314129;79.1;0.144;C19 H34 O2;"Cpd 20: Methyl 7,8-octadecadienoate; C19 H34 O2; 30.836";
21;30.981;1748362;6778692;74.09;0.276;;Cpd 21: 30.981;
22;31.294;597249;2142563;79.1;0.209;C12 H20;"Cpd 22: Cyclododecyne; C12 H20; 31.294";
23;31.57;806274;3004410;55.1;0.245;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 31.570";
24;32.143;894950;3309605;74.09;0.247;;Cpd 24: 32.143;
25;32.535;693124;2631283;67.1;0.247;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 32.535";
26;33.194;624922;2083115;79.1;0.115;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 33.194";
27;33.301;1754491;7025264;74.1;0.218;C23 H46 O2;"Cpd 27: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 33.301";
28;33.623;613558;1874888;79.1;0.093;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 33.623";
29;33.685;623980;2417907;79.1;0.132;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 33.685";
30;33.85;814223;3115176;55.1;0.26;C23 H44 O2;"Cpd 30: Methyl 11-docosenoate; C23 H44 O2; 33.850";
31;34.369;884943;3349824;74.1;0.249;;Cpd 31: 34.369;
32;34.761;747006;4622272;67.1;0.367;C19 H34 O2;"Cpd 32: Methyl 8,9-octadecadienoate; C19 H34 O2; 34.761";
33;35.449;1671004;6867416;74.1;0.268;C25 H50 O2;"Cpd 33: Tetracosanoic acid, methyl ester; C25 H50 O2; 35.449";
34;35.972;808994;3178312;55.1;0.251;;Cpd 34: 35.972;
35;37.419;424170;1710763;79.1;0.262;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 37.419";

