#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.972;812160;4154594;74.09;0.286;;Cpd 1: 5.972;
2;7.36;1151896;5260325;74.09;0.288;;Cpd 2: 7.360;
3;8.218;700520;2846910;74.09;0.291;;Cpd 3: 8.218;
4;9.157;1698413;6225742;74.09;0.256;;Cpd 4: 9.157;
5;10.139;995306;3328409;74.09;0.21;;Cpd 5: 10.139;
6;11.137;2358447;7299034;74.1;0.213;;Cpd 6: 11.137;
7;11.85;1071908;3431370;55.1;0.216;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 11.850";
8;12.131;1259781;3773606;74.09;0.21;;Cpd 8: 12.131;
9;12.844;1187601;3604452;55.1;0.218;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 12.844";
10;13.111;4173913;12306446;74.1;0.214;;Cpd 10: 13.111;
11;13.684;1261555;3839038;55.1;0.212;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 13.684";
12;14.063;1436428;4299980;74.1;0.21;;Cpd 12: 14.063;
13;14.628;1391599;4097417;55.1;0.21;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 14.628";
14;14.991;3225194;9539833;74.1;0.214;C19 H38 O2;"Cpd 14: Methyl stearate; C19 H38 O2; 14.991";
15;15.304;1460807;4187361;55.1;0.149;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.304";
16;15.468;3002564;8797395;55.1;0.202;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.468";
17;15.827;1378864;2922620;67.1;0.073;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.827";
18;15.881;3374871;10766103;74.1;0.19;;Cpd 18: 15.881;
19;16.194;1298373;3914042;67.1;0.221;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.194";
20;16.742;3868210;14307229;74.1;0.268;;Cpd 20: 16.742;
21;17.035;1093918;3058082;79.1;0.135;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.035";
22;17.192;1585220;4720423;55.1;0.201;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.192";
23;17.573;1759899;5332476;74.09;0.206;;Cpd 23: 17.573;
24;17.888;1389373;4353597;67.1;0.204;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 17.888";
25;18.379;4728271;15076167;74.1;0.212;;Cpd 25: 18.379;
26;18.676;1254974;3219154;79.1;0.076;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.676";
27;18.733;1137200;3085420;79.1;0.062;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 18.733";
28;18.803;1607280;5085604;55.1;0.179;;Cpd 28: 18.803;
29;19.146;1698828;5447112;74.09;0.235;;Cpd 29: 19.146;
30;19.459;1399200;3951503;67.1;0.099;C15 H26 O2;"Cpd 30: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.459";
31;19.541;1157465;4078837;79.1;0.21;C13 H20 N2;"Cpd 31: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 19.541";
32;19.908;3352620;11033799;74.1;0.223;;Cpd 32: 19.908;
33;20.308;1466602;5211261;55.1;0.231;;Cpd 33: 20.308;
34;20.712;59044;185632;149;0.113;;Cpd 34: 20.712;
35;21.503;744896;3085766;79.1;0.289;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 21.503";

