#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.259;43630;347413;84;0.293;;Cpd 1: 6.259;
2;6.786;667616;3453494;74.1;0.31;;Cpd 2: 6.786;
3;8.773;1334275;5214336;74.1;0.274;;Cpd 3: 8.773;
4;11.024;2042743;6758400;74.1;0.231;;Cpd 4: 11.024;
5;12.143;1172185;3709965;74.1;0.235;;Cpd 5: 12.143;
6;13.224;2662593;8043893;74.1;0.218;;Cpd 6: 13.224;
7;14.26;1437412;4255164;74.1;0.206;;Cpd 7: 14.260;
8;15.253;3185450;9283664;74.1;0.214;;Cpd 8: 15.253;
9;15.923;1438515;4265799;55.1;0.207;C15 H28 O2;"Cpd 9: Methyl myristoleate; C15 H28 O2; 15.923";
10;16.197;1686357;4788398;74.1;0.202;;Cpd 10: 16.197;
11;16.852;1572153;4521568;55.1;0.206;C16 H30 O2;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 16.852";
12;17.108;5453635;15424263;74.1;0.193;;Cpd 12: 17.108;
13;17.623;1640371;4845664;55.1;0.209;C17 H32 O2;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 17.623";
14;17.961;1944001;5465647;74.1;0.197;;Cpd 14: 17.961;
15;18.468;1810725;5164820;55.1;0.208;C18 H34 O2;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 18.468";
16;18.798;4251722;11816208;74.1;0.182;C37 H77 N O2;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 18.798";
17;19.075;1976541;5513222;55.1;0.14;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 19.075";
18;19.218;3979736;11626903;55.1;0.206;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 19.218";
19;19.585;4638330;17619679;74.1;0.226;;Cpd 19: 19.585;
20;19.865;1694602;5040503;67.1;0.202;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.865";
21;20.348;5733953;18608936;74.1;0.208;;Cpd 21: 20.348;
22;20.611;1348056;3477963;79.1;0.111;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.611";
23;20.739;2179858;6139726;55.1;0.2;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 20.739";
24;21.069;2546685;7357356;74.1;0.206;;Cpd 24: 21.069;
25;21.357;1830132;5358456;67.1;0.172;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 21.357";
26;21.782;6812231;20613805;74.1;0.214;;Cpd 26: 21.782;
27;22.05;1665222;4162554;79.1;0.082;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.050";
28;22.108;1715736;3913693;79.1;0.045;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 22.108";
29;22.149;2655168;8589680;55.1;0.197;;Cpd 29: 22.149;
30;22.446;2503885;7333509;74.1;0.197;;Cpd 30: 22.446;
31;22.734;1943196;5346149;67.1;0.099;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 22.734";
32;22.821;1374259;4503365;79.1;0.158;C13 H20 N2;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 22.821";
33;23.134;4583293;14578796;74.1;0.185;;Cpd 33: 23.134;
34;23.512;2006043;7254646;55.1;0.222;;Cpd 34: 23.512;
35;23.942;69036;225933;149;0.119;;Cpd 35: 23.942;
36;24.655;872830;3781611;79.1;0.289;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 24.655";

