#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.108;910011;5385547;74.09;0.334;;Cpd 1: 6.108;
2;7.663;1311467;6741647;74.1;0.361;;Cpd 2: 7.663;
3;8.639;785635;3540443;74.09;0.309;;Cpd 3: 8.639;
4;9.71;1888851;7597539;74.1;0.297;;Cpd 4: 9.710;
5;10.843;1078963;3955727;74.09;0.25;;Cpd 5: 10.843;
6;11.998;2469899;8481759;74.1;0.247;;Cpd 6: 11.998;
7;12.818;1129862;3953672;55.1;0.245;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 12.818";
8;13.155;1290020;4299691;74.1;0.223;;Cpd 8: 13.155;
9;13.972;1219662;4123500;55.1;0.231;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.973";
10;14.298;4164469;13791505;74.1;0.239;;Cpd 10: 14.298;
11;14.956;1268443;4294291;55.1;0.223;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 14.956";
12;15.403;1439924;4716242;74.1;0.235;;Cpd 12: 15.403;
13;16.056;1356752;4445834;55.1;0.222;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 16.056";
14;16.491;3114797;10338281;74.1;0.223;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.491";
15;16.85;1441421;4817116;55.1;0.189;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.850";
16;17.035;2954411;10054239;55.1;0.243;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.035";
17;17.46;1329635;3635987;67.1;0.099;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.460";
18;17.534;3201313;11133755;74.1;0.198;;Cpd 18: 17.534;
19;17.88;1250768;4170002;67.1;0.208;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.880";
20;18.474;1125842;3042009;79.1;0.095;C19 H34 O2;"Cpd 20: Methyl 7,8-octadecadienoate; C19 H34 O2; 18.474";
21;18.54;3511404;12398504;74.1;0.218;;Cpd 21: 18.540;
22;18.853;1097050;3640226;79.1;0.193;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.853";
23;19.051;1507216;5259300;55.1;0.239;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 19.051";
24;19.504;1683829;5765407;74.09;0.231;;Cpd 24: 19.504;
25;19.855;1317902;4534675;67.1;0.231;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.855";
26;20.452;3923352;16541347;74.1;0.277;;Cpd 26: 20.452;
27;20.77;1213106;3537096;79.1;0.094;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.770";
28;20.831;1162464;3744507;79.1;0.087;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 20.831";
29;20.936;1544389;5457618;55.1;0.221;;Cpd 29: 20.936;
30;21.35;1618469;5856853;74.09;0.223;;Cpd 30: 21.350;
31;21.697;1322938;3840659;67.1;0.089;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.697";
32;21.767;1157394;4592706;79.1;0.239;C13 H20 N2;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 21.767";
33;22.237;3242442;12059856;74.1;0.243;;Cpd 33: 22.237;
34;22.694;1468655;5599621;55.1;0.238;;Cpd 34: 22.694;
35;23.053;73676;281236;149;0.182;;Cpd 35: 23.053;
36;23.96;801147;3292757;79.1;0.283;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 23.960";

