#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.198;830218;6835579;74.1;0.383;;Cpd 1: 5.198;
2;6.201;966642;7588966;74.1;0.404;;Cpd 2: 6.201;
3;6.984;503873;4176339;74.1;0.584;;Cpd 3: 6.984;
4;8.011;1090883;8906992;74.1;0.598;;Cpd 4: 8.011;
5;9.309;574965;4612780;74.1;0.576;;Cpd 5: 9.309;
6;10.908;1227101;9870619;74.1;0.546;;Cpd 6: 10.909;
7;12.207;562275;4515033;55.1;0.531;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 12.207";
8;12.78;626437;4940083;74.1;0.564;;Cpd 8: 12.780;
9;14.276;580186;4664144;55.1;0.543;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.276";
10;14.932;2037850;15962937;74.1;0.528;;Cpd 10: 14.932;
11;16.255;606963;4840888;55.1;0.536;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.255";
12;17.285;683981;5377573;74.1;0.527;;Cpd 12: 17.285;
13;18.699;640525;5239028;55.1;0.548;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 18.699";
14;19.804;1492314;11879421;74.1;0.523;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 19.804";
15;20.64;667968;5043767;55.1;0.388;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 20.640";
16;21.053;1348824;10429274;55.1;0.429;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 21.053";
17;22.166;583210;4288346;67.1;0.255;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 22.166";
18;22.417;1496824;12422411;74.1;0.499;;Cpd 18: 22.417;
19;23.118;560845;4630431;67.1;0.503;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 23.118";
20;24.585;473588;3880948;79.1;0.451;C15 H24;"Cpd 20: Cycloheptane, 4-methylene-1-methyl-2-(2-methyl-1-propen-1-yl)-1-vinyl-; C15 H24; 24.585";
21;25.08;1600431;12658062;74.1;0.522;;Cpd 21: 25.080;
22;25.587;453842;3542997;79.1;0.364;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 25.587";
23;26.325;704203;5902920;55.1;0.532;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 26.325";
24;27.734;778660;6493302;74.1;0.551;;Cpd 24: 27.734;
25;28.443;580091;5081339;67.1;0.585;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 28.443";
26;29.898;496597;4165199;79.1;0.453;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 29.898";
27;30.418;1591905;13400100;74.1;0.513;;Cpd 27: 30.418;
28;30.95;898242;8650255;79.1;0.598;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 30.950";
29;31.634;713789;6269773;55.1;0.556;;Cpd 29: 31.634;
30;33.011;765251;6494012;74.1;0.514;;Cpd 30: 33.011;
31;33.522;404845;2877780;79.1;0.223;C18 H28 O2;"Cpd 31: Methyl 10,12-heptadecadiynoate; C18 H28 O2; 33.522";
32;33.707;658081;6318318;67.1;0.548;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 33.707";
33;35.614;1526174;13980406;74.1;0.581;;Cpd 33: 35.614;
34;36.778;695939;6466472;55.1;0.592;;Cpd 34: 36.778;
35;39.849;340543;3304317;79.1;0.61;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 39.849";

