#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.299;30905;288115;84;0.325;;Cpd 1: 6.299;
2;6.934;413568;2870797;74.1;0.371;;Cpd 2: 6.934;
3;9.737;679455;4157115;74.1;0.404;;Cpd 3: 9.737;
4;13.533;928357;5130042;74.1;0.374;;Cpd 4: 13.533;
5;15.59;508777;2691040;74.1;0.34;;Cpd 5: 15.590;
6;17.648;1151103;5862887;74.1;0.338;;Cpd 6: 17.648;
7;19.662;610544;3089778;74.1;0.359;;Cpd 7: 19.662;
8;21.624;1369322;6830726;74.1;0.336;;Cpd 8: 21.625;
9;22.886;610241;3085930;55.1;0.363;C12 H22 O2;"Cpd 9: 10-Undecenoic acid, methyl ester; C12 H22 O2; 22.886";
10;23.504;735470;3581803;74.1;0.322;;Cpd 10: 23.504;
11;24.745;671509;3347483;55.1;0.332;C16 H30 O2;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 24.745";
12;25.322;2515935;12228382;74.1;0.322;;Cpd 12: 25.322;
13;26.286;714051;3588844;55.1;0.333;C17 H32 O2;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 26.286";
14;27.045;883217;4289302;74.1;0.334;;Cpd 14: 27.045;
15;27.993;802592;4092872;55.1;0.338;C18 H34 O2;"Cpd 15: Methyl 8-heptadecenoate; C18 H34 O2; 27.993";
16;28.723;2028829;9852480;74.1;0.322;C19 H38 O2;"Cpd 16: Methyl stearate; C19 H38 O2; 28.723";
17;29.238;873162;4107600;55.1;0.234;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 29.238";
18;29.502;1817478;8937635;55.1;0.313;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 29.502";
19;30.161;779502;3469424;67.1;0.156;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.161";
20;30.305;2105728;10679134;74.1;0.313;;Cpd 20: 30.305;
21;30.751;755218;3805455;67.1;0.334;C19 H34 O2;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.751";
22;31.624;622929;2853071;79.1;0.216;C17 H28 O2;"Cpd 22: Methyl 6,9,12-hexadecatrienoate; C17 H28 O2; 31.624";
23;31.847;2307334;11064953;74.1;0.313;;Cpd 23: 31.847;
24;32.206;622343;3112359;79.1;0.306;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 32.206";
25;32.57;1009315;5167304;55.1;0.338;C21 H40 O2;"Cpd 25: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 32.570";
26;33.302;1162049;5938397;74.1;0.35;;Cpd 26: 33.302;
27;33.76;840561;4337204;67.1;0.327;C15 H26 O2;"Cpd 27: Methyl 12,13-tetradecadienoate; C15 H26 O2; 33.760";
28;34.576;709140;3322138;79.1;0.165;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 34.576";
29;34.741;2549946;13629466;74.1;0.313;C23 H46 O2;"Cpd 29: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 34.741";
30;35.161;844311;5959409;79.1;0.235;C19 H30 O2;"Cpd 30: (6Z,9Z,12Z,15Z)-Methyl octadeca-6,9,12,15-tetraenoate; C19 H30 O2; 35.161";
31;35.425;1058293;5196637;55.1;0.318;C23 H44 O2;"Cpd 31: Methyl 11-docosenoate; C23 H44 O2; 35.425";
32;36.088;1190559;6332910;74.1;0.363;;Cpd 32: 36.088;
33;36.546;1466257;8187913;67.1;0.383;C19 H34 O2;"Cpd 33: Methyl 9,10-octadecadienoate; C19 H34 O2; 36.546";
34;37.432;2434108;13272541;74.1;0.359;;Cpd 34: 37.432;
35;38.079;1066568;5824006;55.1;0.258;;Cpd 35: 38.079;
36;38.277;98072;673134;149;0.289;;Cpd 36: 38.277;
37;39.839;493574;2888190;79.1;0.363;C13 H18 O;"Cpd 37: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 39.839";

