#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.299;36438;288688;84;0.218;C D Cl3;"Cpd 1: Methane-d, trichloro-; C D Cl3; 6.299";
2;9.007;380556;3122745;91.1;0.476;C8 H10;"Cpd 2: 1-Cycloocten-5-yne, (Z)-; C8 H10; 9.007";
3;14.596;94073;726371;74.09;0.387;;Cpd 3: 14.596;
4;22.366;420553;3361719;74.1;0.532;;Cpd 4: 22.366;
5;26.558;247073;1945006;74.09;0.494;;Cpd 5: 26.558;
6;30.742;586174;4379266;74.1;0.434;;Cpd 6: 30.742;
7;34.823;322692;2387278;74.1;0.474;;Cpd 7: 34.823;
8;38.78;712664;5340120;74.1;0.486;;Cpd 8: 38.780;
9;41.158;317215;2427467;55.1;0.532;C15 H28 O2;"Cpd 9: Methyl myristoleate; C15 H28 O2; 41.158";
10;42.564;349135;2597774;74.09;0.494;C16 H32 O2;"Cpd 10: Methyl 13-methyltetradecanoate; C16 H32 O2; 42.564";
11;44.897;326387;2474564;55.1;0.482;C16 H30 O2;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 44.897";
12;46.232;1061232;8059399;74.1;0.482;;Cpd 12: 46.232;
13;47.997;322945;2434400;55.1;0.508;C17 H32 O2;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 47.997";
14;49.687;359983;2530693;74.09;0.447;;Cpd 14: 49.687;
15;51.426;333862;2482721;55.1;0.47;C18 H34 O2;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 51.426";
16;53.063;740887;5588000;74.1;0.486;C37 H77 N O2;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 53.063";
17;53.994;335799;2450485;55.1;0.396;;Cpd 17: 53.994;
18;54.452;686756;5245056;55.1;0.495;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 54.452";
19;55.816;293967;2212870;67.1;0.523;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 55.816";
20;56.847;278769;2092686;67.1;0.481;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 56.847";
21;58.504;239452;1822810;79.1;0.502;C13 H20 N2;"Cpd 21: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 58.504";
22;59.344;768414;5760002;74.09;0.375;;Cpd 22: 59.344;
23;59.654;207879;1382879;79.1;0.285;C12 H20;"Cpd 23: Cyclododecyne; C12 H20; 59.654";
24;60.618;345520;2648641;55.1;0.511;C21 H40 O2;"Cpd 24: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 60.618";
25;62.259;398724;2974473;74.09;0.51;;Cpd 25: 62.259;
26;62.906;281949;2200840;67.1;0.495;C19 H34 O2;"Cpd 26: Methyl 11,12-octadecadienoate; C19 H34 O2; 62.906";
27;64.427;245546;1915434;79.1;0.528;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 64.427";
28;65.161;786134;6285683;74.1;0.416;C23 H46 O2;"Cpd 28: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 65.161";
29;65.532;470356;3900338;79.1;0.523;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 65.532";
30;66.364;360618;2837633;55.1;0.507;;Cpd 30: 66.364;
31;67.869;391271;2810214;74.09;0.358;;Cpd 31: 67.869;
32;68.231;178165;1248957;79.09;0.269;C13 H20 N2;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 68.231";
33;68.508;284638;2169193;67.1;0.404;C15 H26 O2;"Cpd 33: Methyl 12,13-tetradecadienoate; C15 H26 O2; 68.508";
34;70.573;762503;6419193;74.1;0.51;;Cpd 34: 70.573;
35;71.723;364869;2972489;55.1;0.528;;Cpd 35: 71.723;
36;74.773;165244;1347798;79.09;0.54;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 74.773";

