#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.488;685178;4602024;74.08;0.35;;Cpd 1: 5.488;
2;6.753;844320;6025197;74.1;0.399;;Cpd 2: 6.753;
3;7.685;450069;3278560;74.08;0.548;;Cpd 3: 7.685;
4;8.851;1015848;7051232;74.09;0.515;;Cpd 4: 8.851;
5;10.245;556298;3672207;74.09;0.458;;Cpd 5: 10.245;
6;11.836;1267700;7952976;74.09;0.431;;Cpd 6: 11.836;
7;13.048;590594;3693165;55.1;0.421;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 13.048";
8;13.588;674260;4045331;74.09;0.412;;Cpd 8: 13.588;
9;14.89;643048;3847674;55.1;0.379;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.890";
10;15.451;2272328;13082450;74.1;0.386;;Cpd 10: 15.451;
11;16.543;671641;3973638;55.1;0.399;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.543";
12;17.376;778898;4437092;74.08;0.375;;Cpd 12: 17.376;
13;18.493;742737;4330604;55.1;0.387;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 18.493";
14;19.334;1726249;9829377;74.1;0.383;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 19.334";
15;19.972;780107;4330686;55.1;0.29;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 19.972";
16;20.286;1579156;9060241;55.1;0.398;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 20.286";
17;21.106;707458;3693098;67.1;0.189;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.106";
18;21.279;1735791;10254271;74.09;0.363;;Cpd 18: 21.279;
19;21.827;676090;4018477;67.1;0.404;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.827";
20;22.916;575209;3215649;79.1;0.261;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.916";
21;23.208;1868967;10575427;74.1;0.375;;Cpd 21: 23.208;
22;23.641;577389;3294346;79.1;0.312;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 23.641";
23;24.123;817979;4947346;55.1;0.432;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 24.123";
24;25.088;911176;5340706;74.09;0.391;;Cpd 24: 25.088;
25;25.644;704096;4296256;67.1;0.383;C19 H34 O2;"Cpd 25: Methyl 11,12-octadecadienoate; C19 H34 O2; 25.644";
26;26.683;603834;3307350;79.1;0.246;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 26.683";
27;26.951;1860047;10846187;74.09;0.383;C23 H46 O2;"Cpd 27: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 26.951";
28;27.425;876590;7460739;79.1;0.391;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 27.425";
29;27.825;831413;5156846;55.1;0.425;;Cpd 29: 27.825;
30;28.728;893189;5423136;74.08;0.391;;Cpd 30: 28.728;
31;29.263;1147730;8149452;67.1;0.453;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 29.263";
32;30.496;1765878;11296800;74.1;0.412;;Cpd 32: 30.496;
33;31.328;814860;5614942;55.1;0.458;;Cpd 33: 31.328;
34;33.546;445042;2932524;79.09;0.422;C18 H28 O2;"Cpd 34: Methyl 10,12-heptadecadiynoate; C18 H28 O2; 33.546";

