#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.668;150680;584811;74.07;0.213;;Cpd 1: 6.668;
2;8.152;828925;2458298;74.1;0.204;;Cpd 2: 8.152;
3;8.952;567083;1478019;74.09;0.171;;Cpd 3: 8.952;
4;9.755;1403119;3321467;74.1;0.175;;Cpd 4: 9.755;
5;10.547;774497;1754496;74.1;0.154;;Cpd 5: 10.547;
6;11.314;1704715;3800032;74.1;0.169;;Cpd 6: 11.314;
7;11.854;785816;1776192;55.1;0.146;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 11.854";
8;12.056;886465;1911307;74.1;0.17;;Cpd 8: 12.056;
9;12.583;845569;1872463;55.1;0.148;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 12.583";
10;12.773;2845526;6219198;74.1;0.177;;Cpd 10: 12.773;
11;13.193;866983;1935361;55.1;0.151;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 13.193";
12;13.453;1017530;2119212;74.1;0.15;;Cpd 12: 13.453;
13;13.865;960772;2103919;55.1;0.153;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 13.865";
14;14.116;2165357;4743806;74.1;0.152;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 14.116";
15;14.339;1000235;2225562;55.1;0.124;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 14.339";
16;14.459;2010938;4487946;55.1;0.169;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 14.459";
17;14.706;949013;2032844;67.1;0.143;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.706";
18;14.978;894932;1956890;67.1;0.168;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.978";
19;15.349;3200546;7233873;74.1;0.177;;Cpd 19: 15.349;
20;15.576;806635;1746430;79.1;0.099;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.576";
21;15.67;1092075;2493061;55.1;0.148;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 15.670";
22;15.926;1224958;2651174;74.1;0.144;;Cpd 22: 15.926;
23;16.165;957964;2121975;67.1;0.161;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 16.165";
24;16.507;2817139;7824737;74.1;0.206;;Cpd 24: 16.507;
25;16.746;793794;1751829;79.1;0.07;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 16.746";
26;16.816;1444274;4586916;55.1;0.185;;Cpd 26: 16.816;
27;17.072;1146746;2850465;74.1;0.174;;Cpd 27: 17.072;
28;17.336;868021;2200181;67.1;0.109;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 17.336";
29;17.435;633780;1735705;79.1;0.157;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 17.435";
30;17.678;2102388;5935078;74.1;0.194;C25 H50 O2;"Cpd 30: Tetracosanoic acid, methyl ester; C25 H50 O2; 17.678";
31;18.02;938643;2875245;55.1;0.21;;Cpd 31: 18.020;
32;19.096;460095;1579528;79.1;0.223;C13 H18 O;"Cpd 32: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 19.096";

