#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.366;1116750;7748210;74.1;0.307;;Cpd 1: 5.366;
2;5.799;604823;4212342;74.1;0.337;;Cpd 2: 5.799;
3;6.351;1300416;8950305;74.1;0.361;;Cpd 3: 6.351;
4;7.035;708571;4732879;74.1;0.357;;Cpd 4: 7.035;
5;7.852;1564523;10000524;74.1;0.464;;Cpd 5: 7.852;
6;8.561;759083;4557561;55.1;0.248;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 8.561";
7;8.8;862154;5115543;74.1;0.375;;Cpd 7: 8.800;
8;9.595;836926;4550713;55.1;0.251;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 9.595";
9;9.867;2902931;15630996;74.1;0.362;;Cpd 9: 9.867;
10;10.576;900758;4918712;55.1;0.386;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 10.576";
11;11.025;1034808;5371547;74.1;0.363;;Cpd 11: 11.025;
12;11.788;1016306;5135112;55.1;0.341;C18 H34 O2;"Cpd 12: Methyl 8-heptadecenoate; C18 H34 O2; 11.788";
13;12.258;2322931;10915038;74.1;0.244;C37 H77 N O2;"Cpd 13: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 12.258";
14;12.711;1094709;5342334;55.1;0.234;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 12.711";
15;12.942;2260192;11376523;55.1;0.338;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 12.942";
16;13.536;2612816;16625398;74.1;0.399;;Cpd 16: 13.536;
17;14.01;968863;4768443;67.1;0.313;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 14.010";
18;14.842;2865017;17164551;74.1;0.379;;Cpd 18: 14.842;
19;15.271;819553;3925301;79.1;0.247;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.271";
20;15.535;1184429;5718999;55.1;0.317;C21 H40 O2;"Cpd 20: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 15.535";
21;16.149;1306720;6380801;74.1;0.338;;Cpd 21: 16.149;
22;16.627;1016125;5061326;67.1;0.326;C15 H26 O2;"Cpd 22: Methyl 12,13-tetradecadienoate; C15 H26 O2; 16.627";
23;17.464;2916698;18038454;74.1;0.395;;Cpd 23: 17.464;
24;17.897;916060;3275631;79.1;0.11;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.897";
25;17.971;1001836;5150378;79.1;0.144;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 17.971";
26;18.144;1249964;6715500;55.1;0.322;;Cpd 26: 18.144;
27;18.746;1294919;6602182;74.1;0.336;;Cpd 27: 18.746;
28;19.22;1076581;3944624;67.1;0.119;C19 H34 O2;"Cpd 28: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.220";
29;19.274;980844;4561878;79.1;0.239;C19 H34 O2;"Cpd 29: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.274";
30;20.036;2544953;13374245;74.1;0.334;;Cpd 30: 20.036;
31;20.684;1135845;5901453;55.1;0.328;;Cpd 31: 20.684;
32;21.001;45860;203332;149;0.153;;Cpd 32: 21.001;
33;22.431;603747;3367574;79.1;0.367;C13 H18 O;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 22.431";

