#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.278;661268;5242553;74.1;0.317;;Cpd 1: 5.278;
2;6.432;779574;6966015;74.1;0.382;;Cpd 2: 6.432;
3;7.363;401274;3903948;74.1;0.627;;Cpd 3: 7.363;
4;8.616;826446;8315533;74.1;0.741;;Cpd 4: 8.616;
5;10.286;412356;4277800;74.1;0.709;;Cpd 5: 10.286;
6;12.45;842313;8934930;74.1;0.697;;Cpd 6: 12.450;
7;14.239;366744;4077226;55.1;0.745;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 14.239";
8;15.133;402143;4414936;74.1;0.771;;Cpd 8: 15.133;
9;17.314;357060;4031330;55.1;0.721;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 17.314";
10;18.406;1244906;14013162;74.1;0.738;;Cpd 10: 18.406;
11;20.418;341357;4047273;55.1;0.739;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 20.418";
12;22.178;381398;4579645;74.1;0.812;;Cpd 12: 22.178;
13;24.428;344415;4295996;55.1;0.8;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 24.428";
14;26.427;812864;10195024;74.1;0.836;;Cpd 14: 26.427;
15;27.812;344290;4198849;55.1;0.573;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 27.812";
16;28.46;726283;9363843;55.1;0.836;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 28.460";
17;30.475;287292;3398073;67.1;0.505;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.475";
18;31.036;759942;9660829;74.1;0.8;;Cpd 18: 31.036;
19;32.029;265888;3151033;67.1;0.463;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 32.029";
20;34.564;227422;2874734;79.1;0.547;C19 H34 O2;"Cpd 20: Methyl 7,8-octadecadienoate; C19 H34 O2; 34.564";
21;35.891;790727;9617742;74.1;0.551;;Cpd 21: 35.891;
22;36.419;189988;2141332;79.1;0.456;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 36.419";
23;38.018;345156;4893366;55.1;0.886;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 38.018";
24;40.858;387462;5420334;74.1;0.857;;Cpd 24: 40.858;
25;41.852;281459;4125393;67.1;0.973;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 41.852";
26;44.473;237786;3588118;79.1;1.006;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 44.473";
27;45.974;736973;8768793;74.1;0.484;;Cpd 27: 45.974;
28;46.415;365598;4578265;79.1;0.471;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 46.415";
29;48.093;355203;5410518;55.1;1.007;;Cpd 29: 48.093;
30;50.994;404479;8697990;74.1;0.91;;Cpd 30: 50.994;
31;51.971;286881;4062099;67.1;0.692;C15 H26 O2;"Cpd 31: Methyl 12,13-tetradecadienoate; C15 H26 O2; 51.971";
32;56.081;767487;12183418;74.1;1.001;;Cpd 32: 56.081;
33;58.142;348609;5546787;55.1;1.018;;Cpd 33: 58.142;
34;63.451;149870;2504653;79.1;1.115;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 63.451";

