#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.552;1009194;5411711;74.1;0.299;;Cpd 1: 6.552;
2;8.268;1561416;6880650;74.1;0.317;;Cpd 2: 8.268;
3;9.268;933598;3626809;74.1;0.264;;Cpd 3: 9.268;
4;10.32;2195867;7716493;74.1;0.243;;Cpd 4: 10.320;
5;11.383;1203156;4035533;74.1;0.239;;Cpd 5: 11.383;
6;12.442;2708097;8683641;74.1;0.239;;Cpd 6: 12.442;
7;13.179;1226724;3986445;55.1;0.214;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 13.179";
8;13.478;1397071;4400334;74.1;0.21;;Cpd 8: 13.478;
9;14.206;1301920;4170371;55.1;0.213;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.206";
10;14.487;4572271;14202054;74.1;0.223;;Cpd 10: 14.487;
11;15.067;1361091;4406622;55.1;0.218;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.067";
12;15.451;1592221;4929951;74.1;0.239;;Cpd 12: 15.451;
13;16.024;1478703;4672686;55.1;0.214;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 16.024";
14;16.395;3502298;10819669;74.1;0.215;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.395";
15;16.709;1584432;4913969;55.1;0.156;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.709";
16;16.873;3249161;10485001;55.1;0.214;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.873";
17;17.236;1452626;3224052;67.1;0.077;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.236";
18;17.294;3729209;12416453;74.1;0.194;;Cpd 18: 17.294;
19;17.603;1344913;4244029;67.1;0.217;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.603";
20;18.16;4211482;16320211;74.1;0.268;;Cpd 20: 18.160;
21;18.449;1162398;3614712;79.1;0.152;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.449";
22;18.607;1720838;5673207;55.1;0.214;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 18.607";
23;18.988;1994166;6338876;74.1;0.214;;Cpd 23: 18.988;
24;19.301;1482774;4834421;67.1;0.232;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.301";
25;19.8;5295952;17762003;74.1;0.221;;Cpd 25: 19.800;
26;20.093;1328591;3489268;79.1;0.08;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.093";
27;20.15;1352917;3977535;79.1;0.062;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 20.150";
28;20.22;1969066;7197865;55.1;0.214;;Cpd 28: 20.220;
29;20.567;1958164;6476809;74.1;0.21;;Cpd 29: 20.567;
30;20.876;1543723;4471025;67.1;0.097;C15 H26 O2;"Cpd 30: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.876";
31;20.958;1183326;4434437;79.1;0.222;C13 H20 N2;"Cpd 31: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 20.958";
32;21.325;3980447;13631657;74.1;0.243;;Cpd 32: 21.325;
33;21.725;1725665;6350873;55.1;0.258;;Cpd 33: 21.725;
34;22.125;70393;245919;149;0.134;;Cpd 34: 22.125;
35;22.924;742122;3306483;79.1;0.288;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 22.925";

