#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.871;124564;739516;84;0.256;;Cpd 1: 6.871;
2;8.009;44524;404684;84;0.386;;Cpd 2: 8.009;
3;9.147;580390;3598285;74.1;0.416;;Cpd 3: 9.147;
4;13.331;951203;5461653;74.1;0.383;;Cpd 4: 13.331;
5;17.992;1233770;6706931;74.1;0.349;;Cpd 5: 17.992;
6;20.276;671366;3543623;74.1;0.338;C11 H22 O2;"Cpd 6: Methyl 8-methyl-nonanoate; C11 H22 O2; 20.276";
7;22.471;1526092;7790743;74.1;0.346;;Cpd 7: 22.471;
8;24.571;825579;4040963;74.1;0.313;;Cpd 8: 24.571;
9;26.574;1828403;8773804;74.1;0.338;;Cpd 9: 26.574;
10;27.856;813457;3990258;55.1;0.321;C15 H28 O2;"Cpd 10: Methyl myristoleate; C15 H28 O2; 27.856";
11;28.487;940520;4424046;74.1;0.313;C16 H32 O2;"Cpd 11: Methyl 13-methyltetradecanoate; C16 H32 O2; 28.487";
12;29.728;862215;4213975;55.1;0.342;C16 H30 O2;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 29.728";
13;30.317;3070334;14466482;74.1;0.322;;Cpd 13: 30.317;
14;31.282;891791;4376016;55.1;0.341;C17 H32 O2;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 31.282";
15;32.048;1050224;4911177;74.1;0.329;;Cpd 15: 32.048;
16;32.996;954605;4573826;55.1;0.333;C18 H34 O2;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 32.996";
17;33.731;2314810;11016937;74.1;0.322;C19 H38 O2;"Cpd 17: Methyl stearate; C19 H38 O2; 33.731";
18;34.249;1029108;4760597;55.1;0.245;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 34.249";
19;34.506;2152109;9983991;55.1;0.307;C19 H36 O2;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 34.506";
20;35.173;930963;4071547;67.1;0.157;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 35.173";
21;35.321;2389120;11505036;74.1;0.301;;Cpd 21: 35.321;
22;35.762;879971;4262814;67.1;0.295;C19 H34 O2;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 35.762";
23;36.636;760621;3451838;79.1;0.223;C19 H34 O2;"Cpd 23: Methyl 7,8-octadecadienoate; C19 H34 O2; 36.636";
24;36.861;2483430;11627877;74.1;0.289;C21 H42 O2;"Cpd 24: Methyl 18-methylnonadecanoate; C21 H42 O2; 36.861";
25;37.209;758282;3483218;79.1;0.237;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 37.209";
26;37.583;1121839;5527051;55.1;0.313;C21 H40 O2;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 37.583";
27;38.321;1239525;6118775;74.1;0.321;;Cpd 27: 38.321;
28;38.767;944698;4673383;67.1;0.348;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 38.767";
29;39.592;839673;3875788;79.1;0.173;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 39.592";
30;39.756;2670986;13764018;74.1;0.309;C23 H46 O2;"Cpd 30: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 39.756";
31;40.177;910374;5974581;79.1;0.197;C19 H34 O2;"Cpd 31: Methyl 7,8-octadecadienoate; C19 H34 O2; 40.177";
32;40.437;1082903;4898015;55.1;0.27;C23 H44 O2;"Cpd 32: Methyl 11-docosenoate; C23 H44 O2; 40.437";
33;41.108;1235391;6410874;74.1;0.346;;Cpd 33: 41.109;
34;41.564;1668516;9133375;67.1;0.338;C19 H34 O2;"Cpd 34: Methyl 9,10-octadecadienoate; C19 H34 O2; 41.564";
35;42.448;2484486;13104195;74.1;0.326;;Cpd 35: 42.448;
36;43.098;1100163;5856148;55.1;0.251;;Cpd 36: 43.098;
37;43.297;105537;694949;149;0.301;;Cpd 37: 43.297;
38;44.851;580218;3341960;79.1;0.392;C13 H18 O;"Cpd 38: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 44.851";

