#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.222;82053;309058;84;0.119;C D Cl3;"Cpd 1: Methane-d, trichloro-; C D Cl3; 6.222";
2;8.237;15901;245593;84;0.503;;Cpd 2: 8.237;
3;9.8;232399;2539625;74.1;0.565;;Cpd 3: 9.800;
4;17.809;209997;2714336;74.1;0.698;;Cpd 4: 17.809;
5;30.888;228983;3644914;74.1;1.022;;Cpd 5: 30.888;
6;38.567;117537;1902678;74.1;1.078;;Cpd 6: 38.567;
7;46.497;273331;4409108;74.1;1.03;;Cpd 7: 46.497;
8;54.408;143784;2333036;74.1;1.033;;Cpd 8: 54.408;
9;62.144;355960;5624408;74.1;1.034;;Cpd 9: 62.144;
10;66.621;139234;2185729;55.1;0.806;;Cpd 10: 66.621;
11;69.651;183277;2809088;74.1;0.941;;Cpd 11: 69.651;
12;74.016;157637;2497933;55.1;0.994;C16 H30 O2;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 74.016";
13;76.885;670174;10543276;74.1;0.972;;Cpd 13: 76.885;
14;80.149;170237;2653451;55.1;0.968;C17 H32 O2;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 80.149";
15;83.793;220101;3356260;74.1;0.985;;Cpd 15: 83.793;
16;86.988;188393;2885179;55.1;0.882;C18 H34 O2;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 86.988";
17;90.487;534288;8372211;74.1;0.989;;Cpd 17: 90.487;
18;92.214;201160;2630113;55.1;0.476;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 92.214";
19;92.985;443963;6274975;55.1;0.571;C19 H36 O2;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 92.985";
20;95.833;165866;2503940;67.1;0.832;C19 H34 O2;"Cpd 20: Methyl 11,12-octadecadienoate; C19 H34 O2; 95.833";
21;96.864;538060;7804272;74.1;0.733;;Cpd 21: 96.864;
22;97.622;161031;2332443;67.1;0.589;C19 H34 O2;"Cpd 22: Methyl 11,12-octadecadienoate; C19 H34 O2; 97.622";
23;100.78;125824;1980942;79.1;0.865;;Cpd 23: 100.780;
24;103.039;764718;12615034;74.1;1.088;;Cpd 24: 103.039;
25;105.339;241748;3503847;55.1;0.68;C21 H40 O2;"Cpd 25: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 105.339";
26;108.904;298003;4383918;74.1;0.749;;Cpd 26: 108.904;
27;109.737;174953;2787622;67.1;0.862;C15 H26 O2;"Cpd 27: Methyl 12,13-tetradecadienoate; C15 H26 O2; 109.737";
28;112.618;137232;2223072;79.1;0.918;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 112.618";
29;114.679;874175;17301261;74.1;1.397;;Cpd 29: 114.679;
30;116.851;268219;4412993;55.1;1.076;;Cpd 30: 116.851;
31;120.104;316037;5176987;74.1;0.659;;Cpd 31: 120.104;
32;120.977;193776;2988803;67.1;0.711;C15 H26 O2;"Cpd 32: Methyl 12,13-tetradecadienoate; C15 H26 O2; 120.977";
33;125.507;621630;9040539;74.1;0.626;;Cpd 33: 125.507;
34;127.581;249070;3727652;55.1;0.672;;Cpd 34: 127.581;
35;132.935;84589;1443837;79.09;0.972;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 132.935";

