#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.477;1147960;8707650;74.1;0.34;;Cpd 1: 5.477;
2;5.968;605859;4695237;74.1;0.361;;Cpd 2: 5.968;
3;6.59;1303938;10315164;74.1;0.392;;Cpd 3: 6.590;
4;7.378;681111;5602889;74.1;0.599;;Cpd 4: 7.378;
5;8.346;1474165;11717868;74.1;0.498;;Cpd 5: 8.346;
6;9.175;716229;5440082;55.1;0.309;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 9.175";
7;9.488;803781;6190855;74.1;0.528;;Cpd 7: 9.488;
8;10.444;772339;5462496;55.1;0.335;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 10.444";
9;10.795;2662706;18719259;74.1;0.457;;Cpd 9: 10.795;
10;11.656;837833;5845617;55.1;0.478;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 11.656";
11;12.229;941708;6314961;74.1;0.47;;Cpd 11: 12.229;
12;13.169;913970;5857819;55.1;0.361;C18 H34 O2;"Cpd 12: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 13.169";
13;13.796;2102074;13295115;74.1;0.445;;Cpd 13: 13.796;
14;14.352;950867;5667124;55.1;0.267;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 14.352";
15;14.643;1995291;12064773;55.1;0.367;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 14.643";
16;15.333;908775;3828301;67.1;0.136;C19 H34 O2;"Cpd 16: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.333";
17;15.432;2216800;14556832;74.1;0.367;;Cpd 17: 15.432;
18;15.993;867246;5405781;67.1;0.431;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.993";
19;16.974;766855;4117764;79.1;0.176;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 16.974";
20;17.126;2308560;14302151;74.1;0.363;;Cpd 20: 17.126;
21;17.612;738737;4496833;79.1;0.349;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.612";
22;17.995;994679;6030255;55.1;0.41;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.995";
23;18.834;1083608;6521464;74.1;0.4;;Cpd 23: 18.834;
24;19.401;856198;5373947;67.1;0.428;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.401";
25;20.395;733554;4038196;79.1;0.19;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 20.395";
26;20.564;2254266;14393462;74.1;0.371;;Cpd 26: 20.564;
27;21.12;940642;9203577;79.1;0.371;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 21.120";
28;21.421;998992;6565717;55.1;0.429;;Cpd 28: 21.421;
29;22.252;1030211;6484883;74.1;0.404;;Cpd 29: 22.252;
30;22.819;1469767;9817472;67.1;0.458;C19 H34 O2;"Cpd 30: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.819";
31;23.956;1997382;13262159;74.1;0.416;;Cpd 31: 23.956;
32;24.785;906901;6564996;55.1;0.433;;Cpd 32: 24.785;
33;26.994;474818;3316000;79.1;0.452;C13 H18 O;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 26.994";

