#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.737;869095;4840035;74.09;0.272;;Cpd 1: 5.737;
2;6.878;1386955;6121710;74.1;0.345;;Cpd 2: 6.878;
3;7.575;861570;3214629;74.08;0.238;;Cpd 3: 7.575;
4;8.324;2123869;6932205;74.1;0.218;;Cpd 4: 8.324;
5;9.096;1248171;3574340;74.09;0.21;;Cpd 5: 9.096;
6;9.879;2821445;7387623;74.1;0.185;;Cpd 6: 9.879;
7;10.448;1297478;3475567;55.1;0.185;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 10.448";
8;10.654;1438794;3605174;74.09;0.181;;Cpd 8: 10.654;
9;11.223;1406112;3512671;55.1;0.172;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 11.223";
10;11.421;4606009;11375643;74.1;0.177;;Cpd 10: 11.421;
11;11.878;1405088;3566748;55.1;0.173;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 11.878";
12;12.159;1556281;3819106;74.1;0.181;;Cpd 12: 12.159;
13;12.61;1491013;3734104;55.1;0.169;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 12.610";
14;12.88;3309170;8261226;74.1;0.181;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 12.880";
15;13.127;1550495;3841064;55.1;0.132;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.127";
16;13.259;3188719;7988975;55.1;0.177;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 13.259";
17;13.568;3540881;11665578;74.1;0.212;;Cpd 17: 13.568;
18;13.835;1343457;3414793;67.1;0.175;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 13.835";
19;14.24;4781402;12023083;74.1;0.184;;Cpd 19: 14.240;
20;14.493;1176465;2888807;79.1;0.115;C19 H34 O2;"Cpd 20: Methyl 8,9-octadecadienoate; C19 H34 O2; 14.493";
21;14.595;1599852;4184993;55.1;0.169;C21 H40 O2;"Cpd 21: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 14.595";
22;14.879;1721442;4445160;74.1;0.178;;Cpd 22: 14.879;
23;15.139;1406730;3597282;67.1;0.194;C15 H26 O2;"Cpd 23: Methyl 12,13-tetradecadienoate; C15 H26 O2; 15.139";
24;15.51;4024743;12702754;74.1;0.232;;Cpd 24: 15.510;
25;15.761;1225367;2774301;79.1;0.07;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.761";
26;15.839;2054982;7970516;55.1;0.227;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.839";
27;16.112;1563128;4437811;74.09;0.197;;Cpd 27: 16.112;
28;16.388;1266573;3454973;67.1;0.106;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 16.388";
29;16.486;1000596;3186344;79.1;0.19;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 16.486";
30;16.747;2894488;9162168;74.1;0.214;;Cpd 30: 16.747;
31;17.11;1239456;4400474;55.1;0.231;;Cpd 31: 17.110;
32;17.579;61194;190992;149;0.123;;Cpd 32: 17.579;
33;18.218;620695;2523046;79.1;0.263;C13 H18 O;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 18.218";

