#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.057;204708;1333959;84;0.251;;Cpd 1: 7.057;
2;7.885;90349;675736;83.99;0.262;;Cpd 2: 7.885;
3;10.024;35731;469141;83.98;0.585;;Cpd 3: 10.024;
4;12.362;343741;3864077;74.08;0.742;;Cpd 4: 12.362;
5;23.338;381886;5738286;74.09;0.95;;Cpd 5: 23.338;
6;38.99;406825;6058980;74.09;0.731;;Cpd 6: 38.990;
7;47.448;193995;3197887;74.09;1.039;;Cpd 7: 47.448;
8;55.861;422222;6763743;74.09;1.022;;Cpd 8: 55.861;
9;64.059;197872;3100030;74.09;0.915;;Cpd 9: 64.059;
10;71.953;418470;5793719;74.1;0.594;;Cpd 10: 71.953;
11;76.466;166286;2138003;55.1;0.454;;Cpd 11: 76.467;
12;79.533;207107;3110783;74.09;1.017;;Cpd 12: 79.533;
13;83.931;184672;2888971;55.1;0.989;C16 H30 O2;"Cpd 13: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 83.931";
14;86.829;703222;10711617;74.1;1.002;;Cpd 14: 86.829;
15;90.106;188540;2863349;55.1;1.02;;Cpd 15: 90.106;
16;93.779;207293;3101708;74.09;0.911;;Cpd 16: 93.779;
17;96.944;195451;2901121;55.1;0.907;C18 H34 O2;"Cpd 17: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 96.944";
18;100.469;473499;6257092;74.1;0.558;;Cpd 18: 100.469;
19;102.204;200513;2947558;55.1;0.7;;Cpd 19: 102.204;
20;102.979;463427;7100203;55.1;1.038;C19 H36 O2;"Cpd 20: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 102.979";
21;105.811;156267;2084293;67.1;0.511;C19 H34 O2;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 105.811";
22;106.87;481183;6983079;74.1;0.741;;Cpd 22: 106.870;
23;107.608;163508;2156282;67.1;0.486;C19 H34 O2;"Cpd 23: Methyl 9,10-octadecadienoate; C19 H34 O2; 107.608";
24;110.761;136676;2147172;79.09;0.992;C12 H20;"Cpd 24: Cyclododecyne; C12 H20; 110.761";
25;113.037;699136;11051990;74.09;1.059;;Cpd 25: 113.037;
26;115.345;214448;3329722;55.1;0.985;;Cpd 26: 115.345;
27;118.919;232666;3416442;74.08;0.752;;Cpd 27: 118.919;
28;119.747;166544;2602081;67.1;0.861;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 119.747";
29;122.633;121055;1626166;67.09;0.492;C12 H20;"Cpd 29: Cyclododecyne; C12 H20; 122.633";
30;124.685;744333;14566871;74.09;1.315;;Cpd 30: 124.685;
31;126.866;202721;2675437;55.1;0.517;;Cpd 31: 126.866;
32;130.122;148802;1526382;74.09;0.348;;Cpd 32: 130.122;
33;130.988;168494;2694185;67.1;0.862;C15 H26 O2;"Cpd 33: Methyl 12,13-tetradecadienoate; C15 H26 O2; 130.988";
34;135.51;495221;8166537;74.1;1.051;;Cpd 34: 135.510;
35;137.624;189303;3354900;55.1;1.068;;Cpd 35: 137.624;
36;142.929;62092;965330;79.08;0.668;C15 H22;"Cpd 36: 1,8-Cyclopentadecadiyne; C15 H22; 142.929";

