#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.74;871884;7048932;74.1;0.397;;Cpd 1: 5.740;
2;6.379;431931;3659567;74.09;0.41;;Cpd 2: 6.379;
3;7.232;884940;8144035;74.1;0.602;;Cpd 3: 7.232;
4;8.366;433913;4106136;74.09;0.482;;Cpd 4: 8.366;
5;9.854;885473;8913874;74.1;0.751;;Cpd 5: 9.854;
6;11.177;396729;4025510;55.1;0.482;;Cpd 6: 11.177;
7;11.754;431895;4356356;74.08;0.595;;Cpd 7: 11.754;
8;13.39;399543;4109411;55.1;0.541;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.390";
9;14.136;1337294;14226701;74.1;0.672;;Cpd 9: 14.136;
10;15.703;393618;4278794;55.1;0.73;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.703";
11;16.985;427389;4593215;74.08;0.669;;Cpd 11: 16.985;
12;18.811;396617;4380839;55.1;0.694;C18 H34 O2;"Cpd 12: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 18.811";
13;20.311;907587;10272489;74.09;0.753;;Cpd 13: 20.311;
14;21.482;401655;4436930;55.1;0.521;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 21.482";
15;22.05;839072;9659539;55.1;0.779;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 22.050";
16;23.683;347382;3788787;67.1;0.383;C19 H34 O2;"Cpd 16: Methyl 9,10-octadecadienoate; C19 H34 O2; 23.683";
17;24.083;872751;10475662;74.09;0.763;;Cpd 17: 24.083;
18;25.064;342885;4131707;67.1;0.796;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 25.064";
19;27.294;287430;3546520;79.1;0.741;C16 H28;"Cpd 19: 4-Hexadecen-6-yne, (Z)-; C16 H28; 27.294";
20;28.229;897482;10533301;74.1;0.649;;Cpd 20: 28.229;
21;28.876;268046;3098251;79.1;0.48;C12 H20;"Cpd 21: Cyclododecyne; C12 H20; 28.876";
22;30.175;361362;3977902;55.1;0.423;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 30.175";
23;32.627;413961;5128310;74.09;0.763;;Cpd 23: 32.627;
24;33.65;321481;4251375;67.1;0.886;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 33.650";
25;36.069;270336;3670454;79.09;0.855;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 36.069";
26;37.252;818550;10765275;74.09;0.635;;Cpd 26: 37.252;
27;37.842;481656;5635074;79.1;0.489;C19 H34 O2;"Cpd 27: Methyl 7,8-octadecadienoate; C19 H34 O2; 37.842";
28;39.309;358986;5055321;55.1;0.899;;Cpd 28: 39.309;
29;41.922;351225;4194813;74.08;0.391;;Cpd 29: 41.922;
30;42.289;160346;1734597;79.1;0.365;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 42.289";
31;42.945;292090;3763697;67.1;0.565;C15 H26 O2;"Cpd 31: Methyl 12,13-tetradecadienoate; C15 H26 O2; 42.945";
32;46.753;737935;11054163;74.09;0.923;;Cpd 32: 46.753;
33;48.786;310604;4820220;55.1;1.017;;Cpd 33: 48.786;
34;54.016;167616;2614260;79.09;1.026;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 54.016";

