#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.72;869747;5762571;74.1;0.309;;Cpd 1: 5.720;
2;7.061;1206197;7573139;74.1;0.474;;Cpd 2: 7.061;
3;7.966;697196;4070682;74.1;0.433;;Cpd 3: 7.966;
4;9.022;1654381;8621706;74.1;0.354;;Cpd 4: 9.022;
5;10.184;953460;4443089;74.1;0.297;;Cpd 5: 10.184;
6;11.421;2186277;9476532;74.1;0.309;;Cpd 6: 11.421;
7;12.323;1020420;4413629;55.1;0.305;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 12.323";
8;12.694;1144113;4749816;74.1;0.297;;Cpd 8: 12.694;
9;13.621;1088193;4512534;55.1;0.276;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.621";
10;13.992;3743852;15091646;74.1;0.284;;Cpd 10: 13.992;
11;14.743;1137059;4714905;55.1;0.301;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 14.743";
12;15.27;1264513;5113986;74.1;0.284;;Cpd 12: 15.270;
13;16.02;1185704;4987237;55.1;0.278;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 16.020";
14;16.536;2785268;11184518;74.1;0.276;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.536";
15;16.956;1286922;5127788;55.1;0.21;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.956";
16;17.17;2658088;10905342;55.1;0.28;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.170";
17;17.678;1163949;3737626;67.1;0.114;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.678";
18;17.764;2896956;12188667;74.1;0.251;;Cpd 18: 17.764;
19;18.162;1075546;4442771;67.1;0.264;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.162";
20;18.86;941699;3306965;79.1;0.124;C12 H18 O;"Cpd 20: (7R,8S)-cis-anti-cis-7,8-Epoxytricyclo[7.3.0.0(2,6)]dodecane; C12 H18 O; 18.860";
21;18.964;3158823;13240605;74.1;0.239;;Cpd 21: 18.964;
22;19.31;926942;3600070;79.1;0.21;C19 H34 O2;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.310";
23;19.56;1366083;5540198;55.1;0.273;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 19.560";
24;20.113;1558841;6380649;74.1;0.28;;Cpd 24: 20.113;
25;20.511;1184097;4948184;67.1;0.28;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.511";
26;21.247;3390819;17931204;74.1;0.346;;Cpd 26: 21.247;
27;21.597;1047736;3298477;79.1;0.09;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 21.597";
28;21.659;1120685;4717439;79.1;0.12;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 21.659";
29;21.812;1474851;6516875;55.1;0.268;;Cpd 29: 21.812;
30;22.315;1570842;6757675;74.1;0.301;;Cpd 30: 22.315;
31;22.715;1262495;3858997;67.1;0.098;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 22.715";
32;22.768;1148663;5162734;79.1;0.23;C19 H34 O2;"Cpd 32: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.768";
33;23.382;3115624;13713226;74.1;0.289;;Cpd 33: 23.382;
34;23.92;1426758;6433180;55.1;0.301;;Cpd 34: 23.920;
35;24.244;75884;376290;149;0.213;;Cpd 35: 24.244;
36;25.381;728056;3392866;79.1;0.292;C13 H18 O;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 25.381";

