#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.343;33648;339491;84;0.379;;Cpd 1: 7.343;
2;8.374;403488;2910085;74.1;0.47;;Cpd 2: 8.374;
3;10.88;9015;139244;83.98;0.569;;Cpd 3: 10.880;
4;12.673;634082;4484018;74.1;0.469;;Cpd 4: 12.673;
5;18.2;827836;5540387;74.1;0.449;;Cpd 5: 18.200;
6;21.082;441800;2866959;74.1;0.402;;Cpd 6: 21.082;
7;23.913;980230;6299059;74.1;0.429;;Cpd 7: 23.913;
8;26.659;511896;3184971;74.1;0.429;;Cpd 8: 26.659;
9;29.311;1130132;6953371;74.1;0.404;;Cpd 9: 29.311;
10;30.962;504918;3169743;55.1;0.416;C15 H28 O2;"Cpd 10: Methyl myristoleate; C15 H28 O2; 30.962";
11;31.844;583242;3553496;74.1;0.383;;Cpd 11: 31.844;
12;33.456;538514;3321613;55.1;0.403;C16 H30 O2;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 33.456";
13;34.278;1978185;11891598;74.1;0.408;;Cpd 13: 34.278;
14;35.525;563847;3478990;55.1;0.395;C17 H32 O2;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 35.525";
15;36.588;669319;4000833;74.1;0.404;;Cpd 15: 36.588;
16;37.809;616580;3818414;55.1;0.408;C18 H34 O2;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 37.809";
17;38.825;1532273;9238933;74.1;0.392;C19 H38 O2;"Cpd 17: Methyl stearate; C19 H38 O2; 38.825";
18;39.494;692804;4180002;55.1;0.322;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.494";
19;39.82;1432338;8961088;55.1;0.412;C19 H36 O2;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.820";
20;40.719;607670;3484963;67.1;0.231;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 40.719";
21;40.95;1592841;9715650;74.1;0.379;;Cpd 21: 40.950;
22;41.461;574441;3442200;67.1;0.319;C19 H34 O2;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 41.461";
23;42.607;504631;3083396;79.1;0.37;C19 H34 O2;"Cpd 23: Methyl 7,8-octadecadienoate; C19 H34 O2; 42.607";
24;43.002;1752839;10540758;74.1;0.378;;Cpd 24: 43.002;
25;43.373;463537;2622162;79.1;0.277;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 43.373";
26;43.93;758143;4774335;55.1;0.399;C21 H40 O2;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 43.930";
27;44.952;871182;5407718;74.1;0.424;;Cpd 27: 44.952;
28;45.488;647392;4095612;67.1;0.406;C19 H34 O2;"Cpd 28: Methyl 9,10-octadecadienoate; C19 H34 O2; 45.488";
29;46.547;548572;3241734;79.1;0.293;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 46.547";
30;46.869;1872070;11444870;74.1;0.396;C23 H46 O2;"Cpd 30: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 46.869";
31;47.301;902948;7183969;79.1;0.404;C19 H34 O2;"Cpd 31: Methyl 7,8-octadecadienoate; C19 H34 O2; 47.301";
32;47.743;824864;5351853;55.1;0.429;C23 H44 O2;"Cpd 32: Methyl 11-docosenoate; C23 H44 O2; 47.743";
33;48.678;883660;5668681;74.1;0.396;;Cpd 33: 48.678;
34;49.202;911304;7666435;67.1;0.505;C19 H34 O2;"Cpd 34: Methyl 9,10-octadecadienoate; C19 H34 O2; 49.202";
35;50.467;1808891;12153658;74.1;0.42;;Cpd 35: 50.467;
36;51.3;819923;5848202;55.1;0.458;;Cpd 36: 51.300;
37;53.522;403416;2831411;79.1;0.449;C13 H18 O;"Cpd 37: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 53.522";

