#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.312;86020;509734;74.07;0.228;;Cpd 1: 7.312;
2;9.922;447886;2380808;74.1;0.3;;Cpd 2: 9.922;
3;11.537;290593;1407488;74.1;0.267;;Cpd 3: 11.537;
4;13.277;727102;3310973;74.1;0.337;;Cpd 4: 13.277;
5;15.082;405353;1730044;74.09;0.28;;Cpd 5: 15.082;
6;16.9;896038;3788487;74.1;0.305;;Cpd 6: 16.900;
7;18.12;407030;1756165;55.1;0.279;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 18.120";
8;18.697;456532;1909028;74.1;0.289;;Cpd 8: 18.697;
9;19.905;437138;1818459;55.1;0.281;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 19.905";
10;20.46;1458273;6171628;74.1;0.292;;Cpd 10: 20.460;
11;21.41;453201;1885383;55.1;0.272;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 21.410";
12;22.152;509882;2100532;74.1;0.289;;Cpd 12: 22.152;
13;23.087;486316;2035580;55.1;0.274;C18 H34 O2;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 23.087";
14;23.804;1100555;4679974;74.1;0.284;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 23.804";
15;24.32;506617;2107734;55.1;0.229;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 24.320";
16;24.579;1020698;4260011;55.1;0.282;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 24.579";
17;25.235;477527;2008424;67.1;0.289;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 25.235";
18;25.82;456436;1900513;67.1;0.27;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 25.820";
19;26.69;415495;1721562;79.1;0.214;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 26.690";
20;26.917;1226007;5252161;74.1;0.301;;Cpd 20: 26.917;
21;27.263;387477;1619343;79.1;0.263;C16 H28;"Cpd 21: 4-Hexadecen-6-yne, (Z)-; C16 H28; 27.263";
22;27.63;558184;2351606;55.1;0.302;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 27.630";
23;28.372;663755;2724603;74.1;0.28;;Cpd 23: 28.372;
24;28.817;487150;2104362;67.1;0.313;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 28.817";
25;29.629;436087;1826591;79.1;0.172;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 29.629";
26;29.814;1298383;5934728;74.1;0.276;C23 H46 O2;"Cpd 26: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 29.814";
27;30.169;441304;1359222;79.1;0.082;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 30.169";
28;30.226;457511;1940078;79.1;0.159;C13 H20 N2;"Cpd 28: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 30.227";
29;30.486;589948;2446733;55.1;0.241;;Cpd 29: 30.486;
30;31.158;681756;2967754;74.1;0.293;;Cpd 30: 31.158;
31;31.603;894496;4037729;67.1;0.309;C19 H34 O2;"Cpd 31: Methyl 8,9-octadecadienoate; C19 H34 O2; 31.603";
32;32.506;1332832;6257185;74.1;0.309;;Cpd 32: 32.506;
33;33.145;634165;2886073;55.1;0.293;;Cpd 33: 33.145;
34;34.884;350671;1616346;79.1;0.301;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 34.884";

