#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.678;103559;706397;84;0.223;;Cpd 1: 5.678;
2;5.946;524336;4038262;74.1;0.379;;Cpd 2: 5.946;
3;8.094;732099;5767923;74.1;0.511;;Cpd 3: 8.094;
4;12.042;854730;7012129;74.1;0.572;;Cpd 4: 12.042;
5;14.738;437162;3616197;74.1;0.565;;Cpd 5: 14.738;
6;17.797;956829;7947838;74.1;0.532;;Cpd 6: 17.797;
7;21.103;489353;4089711;74.1;0.544;;Cpd 7: 21.103;
8;24.528;1073142;9118461;74.1;0.585;;Cpd 8: 24.528;
9;26.754;463338;4075887;55.1;0.584;C15 H28 O2;"Cpd 9: Methyl myristoleate; C15 H28 O2; 26.754";
10;27.99;552884;4675277;74.1;0.561;;Cpd 10: 27.990;
11;30.224;491201;4319848;55.1;0.585;C16 H30 O2;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 30.224";
12;31.436;1832613;15690318;74.1;0.556;;Cpd 12: 31.436;
13;33.172;517319;4514361;55.1;0.585;C17 H32 O2;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 33.172";
14;34.771;604262;5143793;74.1;0.573;;Cpd 14: 34.771;
15;36.49;551908;4842855;55.1;0.573;C18 H34 O2;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 36.490";
16;38.052;1355766;11851039;74.1;0.577;C19 H38 O2;"Cpd 16: Methyl stearate; C19 H38 O2; 38.052";
17;39;594546;4893583;55.1;0.404;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.000";
18;39.449;1228446;10698471;55.1;0.581;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.449";
19;40.806;504255;4000026;67.1;0.37;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 40.806";
20;41.197;1334998;11354205;74.1;0.561;;Cpd 20: 41.197;
21;41.84;496910;4300306;67.1;0.522;C19 H34 O2;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 41.840";
22;43.481;420493;3883458;79.1;0.622;C19 H32 O2;"Cpd 22: Methyl .gamma.-linolenate; C19 H32 O2; 43.481";
23;44.26;1471924;12429826;74.1;0.401;;Cpd 23: 44.260;
24;44.622;362374;2761086;79.1;0.317;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 44.623";
25;45.55;636445;5835298;55.1;0.602;C21 H40 O2;"Cpd 25: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 45.550";
26;47.174;712604;6318759;74.1;0.581;;Cpd 26: 47.174;
27;47.829;522610;4748434;67.1;0.594;C15 H26 O2;"Cpd 27: Methyl 12,13-tetradecadienoate; C15 H26 O2; 47.829";
28;49.363;440578;4126522;79.1;0.618;C19 H34 O2;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 49.363";
29;50.047;1504168;12975514;74.1;0.433;C23 H46 O2;"Cpd 29: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 50.047";
30;50.463;888060;7738412;79.1;0.377;C19 H34 O2;"Cpd 30: Methyl 7,8-octadecadienoate; C19 H34 O2; 50.463";
31;51.275;664208;6199878;55.1;0.573;C23 H44 O2;"Cpd 31: Methyl 11-docosenoate; C23 H44 O2; 51.275";
32;52.751;689477;5625498;74.1;0.395;;Cpd 32: 52.751;
33;53.155;341466;2720198;79.1;0.256;C13 H20 N2;"Cpd 33: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 53.155";
34;53.415;558398;5128746;67.1;0.486;C19 H34 O2;"Cpd 34: Methyl 9,10-octadecadienoate; C19 H34 O2; 53.415";
35;55.447;1404915;12836471;74.1;0.569;;Cpd 35: 55.447;
36;56.617;620348;6029818;55.1;0.572;;Cpd 36: 56.617;
37;59.692;278334;2882393;79.1;0.655;C13 H18 O;"Cpd 37: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 59.692";

