#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.806;323559;2077499;91.1;0.341;C8 H10;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 6.806";
2;9.122;104267;523736;74.08;0.284;;Cpd 2: 9.122;
3;12.263;544260;2279773;74.1;0.282;;Cpd 3: 12.263;
4;13.933;350891;1383266;74.1;0.279;;Cpd 4: 13.933;
5;15.602;836345;3201719;74.1;0.263;;Cpd 5: 15.602;
6;17.222;461389;1710997;74.1;0.251;;Cpd 6: 17.222;
7;18.796;1041892;3773911;74.1;0.26;;Cpd 7: 18.796;
8;19.827;472105;1732665;55.1;0.236;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 19.827";
9;20.301;534392;1921471;74.1;0.247;;Cpd 9: 20.301;
10;21.311;506864;1842715;55.1;0.247;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 21.311";
11;21.759;1706924;6239506;74.1;0.26;;Cpd 11: 21.759;
12;22.548;512349;1881601;55.1;0.247;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 22.548";
13;23.137;586172;2103851;74.1;0.254;;Cpd 13: 23.137;
14;23.908;565856;2099495;55.1;0.267;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 23.908";
15;24.477;1298864;4648866;74.1;0.243;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 24.477";
16;24.897;583154;2071525;55.1;0.192;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 24.897";
17;25.116;1170696;4113694;55.1;0.206;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 25.116";
18;25.639;542390;1961567;67.1;0.246;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 25.639";
19;26.125;507873;1852028;67.1;0.243;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 26.125";
20;26.834;444707;1604690;79.1;0.144;C13 H18 O2;"Cpd 20: Aureonitol; C13 H18 O2; 26.834";
21;26.974;1361389;5106737;74.1;0.247;;Cpd 21: 26.975;
22;27.292;421334;1520196;79.1;0.209;C16 H28;"Cpd 22: 4-Hexadecen-6-yne, (Z)-; C16 H28; 27.292";
23;27.564;620816;2251532;55.1;0.262;C21 H40 O2;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 27.564";
24;28.141;691851;2536521;74.1;0.235;;Cpd 24: 28.141;
25;28.528;520869;1947516;67.1;0.243;C15 H26 O2;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 28.528";
26;29.192;460982;1502535;79.1;0.107;C19 H34 O2;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 29.192";
27;29.291;1427812;5528311;74.1;0.206;C23 H46 O2;"Cpd 27: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 29.291";
28;29.621;466914;1427941;79.1;0.092;C19 H34 O2;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 29.621";
29;29.679;468158;1765441;79.1;0.128;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 29.679";
30;29.843;644639;2446747;55.1;0.268;C23 H44 O2;"Cpd 30: Methyl 11-docosenoate; C23 H44 O2; 29.843";
31;30.363;704681;2637624;74.09;0.25;;Cpd 31: 30.363;
32;30.754;581036;3536237;67.1;0.395;C19 H34 O2;"Cpd 32: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.754";
33;31.439;1369803;5420810;74.1;0.264;C25 H50 O2;"Cpd 33: Tetracosanoic acid, methyl ester; C25 H50 O2; 31.439";
34;31.966;636562;2499434;55.1;0.261;;Cpd 34: 31.966;
35;33.421;327033;1314527;79.1;0.262;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 33.421";

