#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.723;77110;464852;74.07;0.285;;Cpd 1: 5.723;
2;7.075;379268;2163566;74.09;0.33;;Cpd 2: 7.075;
3;7.986;247861;1299365;74.09;0.266;;Cpd 3: 7.986;
4;9.05;645571;3110493;74.1;0.321;;Cpd 4: 9.050;
5;10.216;393242;1668065;74.09;0.257;;Cpd 5: 10.216;
6;11.453;951640;3776848;74.1;0.301;;Cpd 6: 11.453;
7;12.355;452899;1736271;55.1;0.247;C15 H28 O2;"Cpd 7: Methyl myristoleate; C15 H28 O2; 12.355";
8;12.735;521140;1914836;74.1;0.247;;Cpd 8: 12.735;
9;13.658;511186;1859398;55.1;0.276;C16 H30 O2;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.658";
10;14.037;1737121;6098126;74.1;0.235;;Cpd 10: 14.037;
11;14.783;535305;1903913;55.1;0.272;C17 H32 O2;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 14.783";
12;15.315;590805;2038812;74.1;0.223;;Cpd 12: 15.315;
13;16.061;563880;1921156;55.1;0.186;C18 H34 O2;"Cpd 13: Methyl 8-heptadecenoate; C18 H34 O2; 16.061";
14;16.585;1279689;4467985;74.1;0.255;C37 H77 N O2;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.585";
15;17.001;593710;2090889;55.1;0.213;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.001";
16;17.219;1199349;4226560;55.1;0.223;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.219";
17;17.722;558341;1950862;67.1;0.254;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.722";
18;18.205;529683;1874725;67.1;0.247;C19 H34 O2;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.205";
19;18.901;474807;1553726;79.1;0.124;C19 H32 O2;"Cpd 19: Methyl .gamma.-linolenate; C19 H32 O2; 18.901";
20;19.017;1391879;5011920;74.1;0.218;;Cpd 20: 19.017;
21;19.35;453455;1574840;79.1;0.212;C12 H20;"Cpd 21: Cyclododecyne; C12 H20; 19.350";
22;19.61;624957;2189831;55.1;0.223;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 19.610";
23;20.167;694702;2439094;74.09;0.247;;Cpd 23: 20.167;
24;20.558;546401;1950160;67.1;0.238;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.558";
25;21.222;498885;1516999;79.1;0.103;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 21.222";
26;21.304;1425950;5516392;74.1;0.231;;Cpd 26: 21.304;
27;21.646;483975;1430914;79.1;0.082;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 21.646";
28;21.708;483840;1757785;79.1;0.124;C13 H20 N2;"Cpd 28: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 21.708";
29;21.865;656074;2338975;55.1;0.235;C23 H44 O2;"Cpd 29: Methyl 11-docosenoate; C23 H44 O2; 21.865";
30;22.376;703839;2526041;74.09;0.251;;Cpd 30: 22.376;
31;22.768;571742;1795646;67.1;0.09;C19 H34 O2;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 22.768";
32;22.809;449991;1346707;79.1;0.115;C13 H20 N2;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 22.809";
33;23.448;1336129;5098419;74.1;0.247;C25 H50 O2;"Cpd 33: Tetracosanoic acid, methyl ester; C25 H50 O2; 23.448";
34;23.975;637886;2413907;55.1;0.235;;Cpd 34: 23.975;
35;25.43;380071;1458443;79.1;0.247;C13 H18 O;"Cpd 35: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 25.430";

