#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.632;45229;201354;83.99;0.148;;Cpd 1: 5.632;
2;5.929;530167;2959609;74.09;0.285;;Cpd 2: 5.929;
3;7.586;930776;4733302;74.1;0.32;;Cpd 3: 7.586;
4;9.911;1437279;6019098;74.1;0.304;;Cpd 4: 9.911;
5;11.205;833389;3197669;74.09;0.268;;Cpd 5: 11.205;
6;12.524;1923131;6853585;74.1;0.251;;Cpd 6: 12.524;
7;13.831;1014291;3541528;74.1;0.246;;Cpd 7: 13.831;
8;15.109;2200371;7527609;74.1;0.235;;Cpd 8: 15.109;
9;15.975;1005803;3399208;55.1;0.22;C15 H28 O2;"Cpd 9: Methyl myristoleate; C15 H28 O2; 15.975";
10;16.349;1129003;3779768;74.09;0.223;;Cpd 10: 16.349;
11;17.194;1066748;3611217;55.1;0.243;C16 H30 O2;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 17.194";
12;17.545;3586328;12067849;74.1;0.247;;Cpd 12: 17.545;
13;18.212;1089437;3724654;55.1;0.235;C17 H32 O2;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 18.212";
14;18.687;1238123;4073313;74.1;0.214;;Cpd 14: 18.687;
15;19.343;1181326;3993921;55.1;0.247;C18 H34 O2;"Cpd 15: Methyl 8-heptadecenoate; C18 H34 O2; 19.343";
16;19.794;2705251;9036096;74.1;0.227;C37 H77 N O2;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 19.794";
17;20.154;1256439;4199562;55.1;0.181;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 20.154";
18;20.339;2583754;8779442;55.1;0.243;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 20.339";
19;20.768;1130520;3167902;67.1;0.095;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 20.768";
20;20.846;2833078;9884242;74.1;0.198;;Cpd 20: 20.846;
21;21.189;1067581;3499406;67.1;0.189;C19 H34 O2;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.189";
22;21.79;944534;2701264;79.1;0.099;C12 H20 O;"Cpd 22: Tricyclo[4.2.2.2(2,5)]dodecan-3-ol; C12 H20 O; 21.790";
23;21.865;3158644;11099873;74.1;0.223;;Cpd 23: 21.865;
24;22.174;930218;3169103;79.1;0.198;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 22.174";
25;22.372;1340976;4716971;55.1;0.264;C21 H40 O2;"Cpd 25: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 22.372";
26;22.833;1529956;5306184;74.1;0.242;;Cpd 26: 22.833;
27;23.179;1190834;4168149;67.1;0.256;C15 H26 O2;"Cpd 27: Methyl 12,13-tetradecadienoate; C15 H26 O2; 23.179";
28;23.781;3573803;15186857;74.1;0.279;;Cpd 28: 23.781;
29;24.099;1086400;3163377;79.1;0.092;C19 H34 O2;"Cpd 29: Methyl 8,9-octadecadienoate; C19 H34 O2; 24.099";
30;24.16;979388;3054530;79.1;0.087;C19 H34 O2;"Cpd 30: Methyl 7,8-octadecadienoate; C19 H34 O2; 24.160";
31;24.264;1409606;4748741;55.1;0.193;;Cpd 31: 24.264;
32;24.681;1567834;5650836;74.09;0.241;;Cpd 32: 24.681;
33;25.026;1239769;3714679;67.1;0.093;C15 H26 O2;"Cpd 33: Methyl 12,13-tetradecadienoate; C15 H26 O2; 25.026";
34;25.096;1045413;4205030;79.1;0.227;C13 H20 N2;"Cpd 34: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 25.096";
35;25.57;3160087;11526168;74.1;0.227;;Cpd 35: 25.570;
36;26.027;1433073;5462171;55.1;0.244;;Cpd 36: 26.027;
37;26.386;67593;246607;149;0.14;;Cpd 37: 26.386;
38;27.297;731232;3024352;79.1;0.266;C13 H18 O;"Cpd 38: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 27.297";

