#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.053;122553;909149;84;0.268;;Cpd 1: 6.053;
2;6.799;31572;249645;84;0.328;;Cpd 2: 6.799;
3;7.541;453625;3473303;74.1;0.335;;Cpd 3: 7.541;
4;10.484;802106;4135532;74.1;0.342;;Cpd 4: 10.484;
5;13.987;1117137;5196055;74.1;0.313;;Cpd 5: 13.987;
6;15.756;607865;2750101;74.1;0.296;;Cpd 6: 15.756;
7;17.479;1398209;6115782;74.1;0.309;;Cpd 7: 17.479;
8;19.14;754296;3237402;74.1;0.284;;Cpd 8: 19.140;
9;20.731;1734365;7136221;74.1;0.28;;Cpd 9: 20.731;
10;21.77;761291;3228664;55.1;0.275;C15 H28 O2;"Cpd 10: Methyl myristoleate; C15 H28 O2; 21.770";
11;22.244;896040;3720254;74.1;0.297;;Cpd 11: 22.244;
12;23.262;830567;3461055;55.1;0.271;C16 H30 O2;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 23.262";
13;23.707;3015787;12242104;74.1;0.284;;Cpd 13: 23.707;
14;24.499;865139;3680742;55.1;0.303;C17 H32 O2;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 24.499";
15;25.091;1028891;4193263;74.1;0.259;;Cpd 15: 25.091;
16;25.863;959980;4096939;55.1;0.301;C18 H34 O2;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 25.863";
17;26.428;2360630;9534279;74.1;0.283;C19 H38 O2;"Cpd 17: Methyl stearate; C19 H38 O2; 26.428";
18;26.854;1035161;4290724;55.1;0.214;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 26.854";
19;27.067;2170908;9157820;55.1;0.289;C19 H36 O2;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 27.067";
20;27.594;924766;3238471;67.1;0.12;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 27.594";
21;27.697;2422273;10367170;74.1;0.26;;Cpd 21: 27.697;
22;28.085;873457;3639077;67.1;0.264;C19 H34 O2;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 28.085";
23;28.798;759844;2912315;79.1;0.14;C19 H34 O2;"Cpd 23: Methyl 8,9-octadecadienoate; C19 H34 O2; 28.798";
24;28.926;2680405;11202531;74.1;0.247;;Cpd 24: 28.926;
25;29.255;748334;2994835;79.1;0.229;C19 H34 O2;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 29.255";
26;29.522;1138949;4776896;55.1;0.263;C21 H40 O2;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 29.522";
27;30.092;1324912;5442735;74.1;0.251;;Cpd 27: 30.092;
28;30.484;963409;4176444;67.1;0.295;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 30.484";
29;31.151;846276;2536358;79.1;0.107;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 31.151";
30;31.234;2899561;12976317;74.1;0.256;;Cpd 30: 31.234;
31;31.58;859541;2773250;79.1;0.088;C19 H34 O2;"Cpd 31: Methyl 8,9-octadecadienoate; C19 H34 O2; 31.580";
32;31.638;948614;3914884;79.1;0.128;C17 H28 O2;"Cpd 32: Methyl 6,9,12-hexadecatrienoate; C17 H28 O2; 31.638";
33;31.8;1258700;5495064;55.1;0.264;;Cpd 33: 31.800;
34;32.31;1322034;5844936;74.1;0.297;;Cpd 34: 32.310;
35;32.71;1064708;3195023;67.1;0.09;C19 H34 O2;"Cpd 35: Methyl 9,10-octadecadienoate; C19 H34 O2; 32.710";
36;32.747;1023462;4630223;79.1;0.317;C19 H34 O2;"Cpd 36: Methyl 8,9-octadecadienoate; C19 H34 O2; 32.747";
37;33.381;2658492;11949843;74.1;0.289;;Cpd 37: 33.381;
38;33.919;1182051;5400736;55.1;0.305;;Cpd 38: 33.919;
39;34.231;49160;188756;149;0.138;;Cpd 39: 34.231;
40;35.381;583225;2820598;79.1;0.314;C13 H18 O;"Cpd 40: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 35.381";

