#Compound List: 6163 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;5.279;880226;5929726;74.09;0.258;;Cpd 1: 5.279;
2;5.675;479166;3340152;74.08;0.287;;Cpd 2: 5.675;
3;6.166;1076839;7372547;74.09;0.358;;Cpd 3: 6.166;
4;6.767;595182;3850834;74.1;0.324;;Cpd 4: 6.767;
5;7.472;1361457;8186510;74.1;0.474;;Cpd 5: 7.472;
6;8.086;671621;3723599;55.1;0.214;C15 H28 O2;"Cpd 6: Methyl myristoleate; C15 H28 O2; 8.086";
7;8.284;752919;4170072;74.1;0.271;;Cpd 7: 8.284;
8;8.969;756280;3942432;55.1;0.214;C16 H30 O2;"Cpd 8: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 8.969";
9;9.187;2594006;13217091;74.1;0.354;;Cpd 9: 9.187;
10;9.793;819023;3992982;55.1;0.283;C17 H32 O2;"Cpd 10: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 9.793";
11;10.147;948610;4364641;74.09;0.305;;Cpd 11: 10.147;
12;10.79;953521;4311079;55.1;0.323;C18 H34 O2;"Cpd 12: Methyl 8-heptadecenoate; C18 H34 O2; 10.790";
13;11.17;2213543;9608919;74.1;0.308;C37 H77 N O2;"Cpd 13: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 11.170";
14;11.547;1048156;4415668;55.1;0.197;C19 H36 O2;"Cpd 14: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 11.547";
15;11.743;2178759;9307528;55.1;0.28;C19 H36 O2;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 11.743";
16;12.213;2673098;13595908;74.1;0.326;;Cpd 16: 12.213;
17;12.621;953361;3927558;67.1;0.291;C19 H34 O2;"Cpd 17: Methyl 9,10-octadecadienoate; C19 H34 O2; 12.621";
18;13.273;3274929;14079296;74.1;0.289;;Cpd 18: 13.273;
19;13.659;856236;3391333;79.1;0.187;C19 H34 O2;"Cpd 19: Methyl 8,9-octadecadienoate; C19 H34 O2; 13.659";
20;13.849;1161240;4848877;55.1;0.293;C21 H40 O2;"Cpd 20: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 13.849";
21;14.336;1269383;5175482;74.1;0.272;;Cpd 21: 14.336;
22;14.743;1030212;4215878;67.1;0.292;C19 H34 O2;"Cpd 22: Methyl 10,11-octadecadienoate; C19 H34 O2; 14.743";
23;15.391;3491625;14866658;74.1;0.284;;Cpd 23: 15.391;
24;15.778;943444;3059918;79.1;0.103;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 15.778";
25;15.848;993902;3932733;79.1;0.095;C19 H34 O2;"Cpd 25: Methyl 7,8-octadecadienoate; C19 H34 O2; 15.848";
26;15.956;1263225;5544714;55.1;0.251;;Cpd 26: 15.956;
27;16.426;1213889;5244124;74.1;0.284;;Cpd 27: 16.426;
28;16.83;1023038;3495008;67.1;0.11;C19 H34 O2;"Cpd 28: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.830";
29;16.916;877636;3806920;79.1;0.227;C13 H20 N2;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 16.916";
30;17.455;2421550;10758261;74.1;0.288;;Cpd 30: 17.455;
31;17.994;1069961;5055335;55.1;0.301;;Cpd 31: 17.994;
32;18.379;54427;217086;149;0.155;;Cpd 32: 18.379;
33;19.442;649575;3020767;79.1;0.313;C13 H18 O;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 19.442";

