#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.752;156700;827189;84;0.185;;Cpd 1: 6.752;
2;7.457;62818;390913;83.98;0.215;;Cpd 2: 7.457;
3;9.143;27757;362217;83.96;0.486;;Cpd 3: 9.143;
4;10.857;307448;2675112;74.08;0.474;;Cpd 4: 10.857;
5;17.951;444461;4278414;74.08;0.639;;Cpd 5: 17.951;
6;26.71;557201;5281931;74.08;0.6;;Cpd 6: 26.710;
7;31.158;289203;2742144;74.08;0.587;;Cpd 7: 31.158;
8;35.478;648397;5918921;74.09;0.61;;Cpd 8: 35.478;
9;39.649;330541;2987323;74.08;0.581;;Cpd 9: 39.649;
10;43.648;744225;6487722;74.09;0.573;;Cpd 10: 43.648;
11;46.051;322722;2912263;55.1;0.585;C15 H28 O2;"Cpd 11: Methyl myristoleate; C15 H28 O2; 46.051";
12;47.469;372172;3222075;74.08;0.51;C16 H32 O2;"Cpd 12: Methyl 13-methyltetradecanoate; C16 H32 O2; 47.469";
13;49.802;337685;2961119;55.1;0.565;C16 H30 O2;"Cpd 13: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 49.802";
14;51.121;1252941;10719965;74.1;0.573;;Cpd 14: 51.121;
15;52.91;348155;3078905;55.1;0.56;C17 H32 O2;"Cpd 15: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 52.910";
16;54.604;396555;3274279;74.08;0.476;;Cpd 16: 54.604;
17;56.343;367535;3248381;55.1;0.56;C18 H34 O2;"Cpd 17: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 56.343";
18;57.955;913414;7698229;74.09;0.539;;Cpd 18: 57.955;
19;58.907;389351;3221788;55.1;0.434;;Cpd 19: 58.907;
20;59.36;831136;7176434;55.1;0.536;C19 H36 O2;"Cpd 20: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 59.361";
21;60.741;326646;2567669;67.1;0.369;C19 H34 O2;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 60.741";
22;61.149;889476;7147131;74.09;0.472;;Cpd 22: 61.149;
23;61.768;329135;2872974;67.1;0.565;C19 H34 O2;"Cpd 23: Methyl 11,12-octadecadienoate; C19 H34 O2; 61.768";
24;63.437;264566;2379205;79.09;0.564;C19 H34 O2;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 63.437";
25;64.233;1001083;8249040;74.1;0.4;;Cpd 25: 64.233;
26;64.587;266080;2212595;79.09;0.387;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 64.587";
27;65.539;414746;3725863;55.1;0.563;C21 H40 O2;"Cpd 27: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 65.539";
28;67.172;470896;4046735;74.09;0.559;;Cpd 28: 67.172;
29;67.819;327497;2938373;67.1;0.597;C15 H26 O2;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 67.819";
30;69.356;266070;2440284;67.1;0.552;C19 H34 O2;"Cpd 30: Methyl 7,8-octadecadienoate; C19 H34 O2; 69.356";
31;70.045;1033795;8268476;74.09;0.427;;Cpd 31: 70.045;
32;70.457;572355;4748705;79.1;0.395;C19 H34 O2;"Cpd 32: Methyl 7,8-octadecadienoate; C19 H34 O2; 70.457";
33;71.285;427101;3818271;55.1;0.534;;Cpd 33: 71.285;
34;72.761;450142;3634293;74.08;0.394;;Cpd 34: 72.761;
35;73.157;196972;1469849;79.1;0.241;C13 H20 N2;"Cpd 35: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 73.157";
36;73.425;337707;2794499;67.1;0.355;C15 H26 O2;"Cpd 36: Methyl 12,13-tetradecadienoate; C15 H26 O2; 73.425";
37;75.449;985143;8661653;74.09;0.573;;Cpd 37: 75.449;
38;76.632;398583;3915479;55.1;0.601;;Cpd 38: 76.632;
39;79.711;157433;1576771;79.1;0.639;C13 H18 O;"Cpd 39: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 79.711";

