#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;6.42;30143;249506;84;0.363;C D Cl3;"Cpd 1: Methane-d, trichloro-; C D Cl3; 6.420";
2;7.038;35972;319032;84;0.362;;Cpd 2: 7.038;
3;7.904;447054;2854720;74.1;0.383;;Cpd 3: 7.904;
4;11.407;759040;4419337;74.1;0.4;;Cpd 4: 11.407;
5;15.698;1017430;5445048;74.1;0.346;;Cpd 5: 15.698;
6;17.891;553771;2833271;74.1;0.33;;Cpd 6: 17.891;
7;20.037;1217243;6063756;74.1;0.338;;Cpd 7: 20.037;
8;22.104;634868;3114557;74.1;0.325;;Cpd 8: 22.104;
9;24.097;1397359;6739541;74.1;0.322;;Cpd 9: 24.097;
10;25.369;618058;3087716;55.1;0.333;C15 H28 O2;"Cpd 10: Methyl myristoleate; C15 H28 O2; 25.369";
11;25.999;720951;3445188;74.1;0.326;C16 H32 O2;"Cpd 11: Methyl 13-methyltetradecanoate; C16 H32 O2; 25.999";
12;27.236;667945;3260531;55.1;0.333;C16 H30 O2;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 27.236";
13;27.821;2429303;11402258;74.1;0.322;;Cpd 13: 27.821;
14;28.79;696937;3390498;55.1;0.308;C17 H32 O2;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 28.790";
15;29.552;821027;3916088;74.1;0.338;;Cpd 15: 29.552;
16;30.5;762467;3656348;55.1;0.305;C18 H34 O2;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 30.500";
17;31.23;1906460;9029698;74.1;0.322;C19 H38 O2;"Cpd 17: Methyl stearate; C19 H38 O2; 31.230";
18;31.745;851974;4092496;55.1;0.256;C19 H36 O2;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 31.745";
19;32.005;1773353;8701819;55.1;0.334;C19 H36 O2;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 32.005";
20;32.673;757343;3314113;67.1;0.157;C19 H34 O2;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 32.673";
21;32.817;1979251;9747518;74.1;0.322;;Cpd 21: 32.817;
22;33.258;725000;3461695;67.1;0.322;C19 H34 O2;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 33.258";
23;34.136;631987;3086804;79.1;0.231;C19 H34 O2;"Cpd 23: Methyl 8,9-octadecadienoate; C19 H34 O2; 34.136";
24;34.357;2255504;10614561;74.1;0.293;;Cpd 24: 34.357;
25;34.709;623527;2972735;79.1;0.28;C19 H32 O2;"Cpd 25: 17-Octadecen-14-ynoic acid, methyl ester; C19 H32 O2; 34.709";
26;35.08;966387;4715564;55.1;0.329;C21 H40 O2;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 35.080";
27;35.819;1117908;5508308;74.1;0.334;;Cpd 27: 35.819;
28;36.267;822225;4153176;67.1;0.35;C15 H26 O2;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 36.267";
29;37.087;713958;3285060;79.1;0.177;C19 H34 O2;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 37.087";
30;37.252;2437996;12242342;74.1;0.301;C23 H46 O2;"Cpd 30: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 37.252";
31;37.673;920131;7087419;79.1;0.3;C19 H34 O2;"Cpd 31: Methyl 7,8-octadecadienoate; C19 H34 O2; 37.673";
32;37.936;1055365;5404076;55.1;0.33;C23 H44 O2;"Cpd 32: Methyl 11-docosenoate; C23 H44 O2; 37.936";
33;38.604;1149657;5921121;74.1;0.337;;Cpd 33: 38.604;
34;39.062;1480619;7902068;67.1;0.354;C19 H34 O2;"Cpd 34: Methyl 9,10-octadecadienoate; C19 H34 O2; 39.062";
35;39.945;2325880;12357158;74.1;0.35;;Cpd 35: 39.945;
36;40.596;1025944;5864620;55.1;0.354;;Cpd 36: 40.596;
37;42.351;518948;2981969;79.1;0.37;C13 H18 O;"Cpd 37: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 42.351";

