#Compound List: 4326 found
#
Cpd;RT;Height;Area;Base Peak;Width;Formula;Label
1;7.061;845016;3279326;74.1;0.258;;Cpd 1: 7.061;
2;8.912;1640620;5006104;74.1;0.235;;Cpd 2: 8.912;
3;10.837;2252443;6127486;74.1;0.19;;Cpd 3: 10.837;
4;11.756;1263684;3226350;74.1;0.181;;Cpd 4: 11.756;
5;12.634;2726772;6822395;74.1;0.185;;Cpd 5: 12.634;
6;13.466;1440253;3487666;74.1;0.177;;Cpd 6: 13.467;
7;14.262;3122881;7413700;74.1;0.177;;Cpd 7: 14.262;
8;14.81;1401547;3426133;55.1;0.173;C15 H28 O2;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.810";
9;15.02;1574725;3688138;74.1;0.174;;Cpd 9: 15.020;
10;15.552;1466749;3554651;55.1;0.184;C16 H30 O2;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.552";
11;15.746;4960351;11797717;74.1;0.161;;Cpd 11: 15.746;
12;16.166;1521254;3610948;55.1;0.177;C17 H32 O2;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.166";
13;16.43;1691981;3920009;74.1;0.153;;Cpd 13: 16.430;
14;16.843;1592184;3797198;55.1;0.171;C18 H34 O2;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 16.843";
15;17.09;3694935;8607869;74.1;0.175;C37 H77 N O2;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.090";
16;17.316;1670310;3897860;55.1;0.115;C19 H36 O2;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.316";
17;17.436;3442969;8290101;55.1;0.173;C19 H36 O2;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.436";
18;17.716;3918659;12302526;74.1;0.222;;Cpd 18: 17.716;
19;17.959;1462535;3594062;67.1;0.194;C19 H34 O2;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.959";
20;18.326;5246233;12906181;74.1;0.177;;Cpd 20: 18.326;
21;18.561;1249817;2999753;79.1;0.107;C19 H34 O2;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.561";
22;18.652;1773999;4645789;55.1;0.169;C21 H40 O2;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 18.652";
23;18.903;1957283;4823300;74.1;0.167;;Cpd 23: 18.903;
24;19.147;1484726;3757807;67.1;0.163;C15 H26 O2;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.147";
25;19.48;4223697;14153851;74.1;0.247;;Cpd 25: 19.480;
26;19.728;1244643;2727791;79.1;0.068;C19 H34 O2;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.728";
27;19.794;2546006;8378708;55.1;0.176;C19 H34 O2;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.794";
28;20.05;1662982;4814795;74.1;0.169;;Cpd 28: 20.050;
29;20.316;1304720;3746695;67.1;0.109;C15 H26 O2;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.316";
30;20.416;1005178;3191730;79.1;0.175;C13 H20 N2;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 20.416";
31;20.643;3277281;10616241;74.1;0.222;;Cpd 31: 20.643;
32;20.993;1353360;4895501;55.1;0.232;;Cpd 32: 20.993;
33;21.484;60095;183065;149;0.12;;Cpd 33: 21.484;
34;22.073;582747;2554687;79.1;0.276;C13 H18 O;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 22.073";

