OnsetTemperature,TemperatureStep,FattyAcid,EquivalentChainLength
120.0,1.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.04228191899425
120.0,1.0,"{20,[{11,1,1}]}",20.40455434975983
120.0,1.0,"{21,[]}",21.0
120.0,1.0,"{20,[{11,1,1}, {14,1,1}]}",21.158901334604387
120.0,1.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.659675881792182
120.0,1.0,"{22,[]}",22.0
120.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.025321995748403
120.0,1.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.04645492059522
120.0,1.0,"{22,[{13,1,1}]}",22.40602726022258
120.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",22.980742778541952
120.0,1.0,"{23,[]}",23.0
120.0,1.0,"{22,[{13,1,1}, {16,1,1}]}",23.168838456262858
120.0,1.0,"{24,[]}",24.0
120.0,1.0,"{24,[{15,1,1}]}",
120.0,1.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,2.0,"{8,[]}",8.0
120.0,2.0,"{10,[]}",10.0
120.0,2.0,"{11,[]}",11.0
120.0,2.0,"{12,[]}",12.0
120.0,2.0,"{13,[]}",13.0
120.0,2.0,"{14,[]}",14.0
120.0,2.0,"{14,[{9,1,1}]}",14.682284202403263
120.0,2.0,"{15,[]}",15.0
120.0,2.0,"{15,[{10,1,1}]}",15.664317673378076
120.0,2.0,"{16,[]}",16.0
120.0,2.0,"{16,[{9,1,1}]}",16.5353155742235
120.0,2.0,"{17,[]}",17.0
120.0,2.0,"{17,[{10,1,1}]}",17.535963382737577
120.0,2.0,"{18,[]}",18.0
120.0,2.0,"{18,[{9,-1,1}]}",18.309971382077325
120.0,2.0,"{18,[{9,1,1}]}",18.459345715728634
120.0,2.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.893328096066437
120.0,2.0,"{19,[]}",19.0
120.0,2.0,"{18,[{9,1,1}, {12,1,1}]}",19.231703918399198
120.0,2.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.76846329636029
120.0,2.0,"{20,[]}",20.0
120.0,2.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.14546936873981
120.0,2.0,"{20,[{11,1,1}]}",20.451781970649893
120.0,2.0,"{21,[]}",21.0
120.0,2.0,"{20,[{11,1,1}, {14,1,1}]}",21.237539766702014
120.0,2.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.77176858725109
120.0,2.0,"{22,[]}",22.0
120.0,2.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.16110628798214
120.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.167183430484936
120.0,2.0,"{22,[{13,1,1}]}",22.456529827607593
120.0,2.0,"{23,[]}",23.0
120.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.160249221183804
120.0,2.0,"{22,[{13,1,1}, {16,1,1}]}",23.25109034267913
120.0,2.0,"{24,[]}",24.0
120.0,2.0,"{24,[{15,1,1}]}",
120.0,2.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,3.0,"{8,[]}",8.0
120.0,3.0,"{10,[]}",10.0
120.0,3.0,"{11,[]}",11.0
120.0,3.0,"{12,[]}",12.0
120.0,3.0,"{13,[]}",13.0
120.0,3.0,"{14,[]}",14.0
120.0,3.0,"{14,[{9,1,1}]}",14.68033735736729
120.0,3.0,"{15,[]}",15.0
120.0,3.0,"{15,[{10,1,1}]}",15.685938500960923
120.0,3.0,"{16,[]}",16.0
120.0,3.0,"{16,[{9,1,1}]}",16.55787111253607
120.0,3.0,"{17,[]}",17.0
120.0,3.0,"{17,[{10,1,1}]}",17.560569691150587
120.0,3.0,"{18,[]}",18.0
120.0,3.0,"{18,[{9,-1,1}]}",18.325249169435217
120.0,3.0,"{18,[{9,1,1}]}",18.485880398671096
120.0,3.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.913455149501658
120.0,3.0,"{19,[]}",19.0
120.0,3.0,"{18,[{9,1,1}, {12,1,1}]}",19.27665562913907
120.0,3.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.830132450331128
120.0,3.0,"{20,[]}",20.0
120.0,3.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.21037965865552
120.0,3.0,"{20,[{11,1,1}]}",20.47962382445141
120.0,3.0,"{21,[]}",21.0
120.0,3.0,"{20,[{11,1,1}, {14,1,1}]}",21.28591549295775
120.0,3.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.841725352112675
120.0,3.0,"{22,[]}",22.0
120.0,3.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.232545149878977
120.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.258797244460993
120.0,3.0,"{22,[{13,1,1}]}",22.485943027369203
120.0,3.0,"{23,[]}",23.0
120.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.274696545284783
120.0,3.0,"{22,[{13,1,1}, {16,1,1}]}",23.301027077497668
120.0,3.0,"{24,[]}",24.0
120.0,3.0,"{24,[{15,1,1}]}",
120.0,3.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,4.0,"{8,[]}",8.0
120.0,4.0,"{10,[]}",10.0
120.0,4.0,"{11,[]}",11.0
120.0,4.0,"{12,[]}",12.0
120.0,4.0,"{13,[]}",13.0
120.0,4.0,"{14,[]}",14.0
120.0,4.0,"{14,[{9,1,1}]}",14.694568690095846
120.0,4.0,"{15,[]}",15.0
120.0,4.0,"{15,[{10,1,1}]}",15.698667221990837
120.0,4.0,"{16,[]}",16.0
120.0,4.0,"{16,[{9,1,1}]}",16.573566610455313
120.0,4.0,"{17,[]}",17.0
120.0,4.0,"{17,[{10,1,1}]}",17.578134912243605
120.0,4.0,"{18,[]}",18.0
120.0,4.0,"{18,[{9,-1,1}]}",18.33667290542772
120.0,4.0,"{18,[{9,1,1}]}",18.5082021358582
120.0,4.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.92656611251789
120.0,4.0,"{19,[]}",19.0
120.0,4.0,"{18,[{9,1,1}, {12,1,1}]}",19.310776667032847
120.0,4.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.874986268263214
120.0,4.0,"{20,[]}",20.0
120.0,4.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.257944792391555
120.0,4.0,"{20,[{11,1,1}]}",20.500115982370684
120.0,4.0,"{21,[]}",21.0
120.0,4.0,"{20,[{11,1,1}, {14,1,1}]}",21.321512447158288
120.0,4.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.892437764208545
120.0,4.0,"{22,[]}",22.0
120.0,4.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.28337061894109
120.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.328610489684312
120.0,4.0,"{22,[{13,1,1}]}",22.50907283122048
120.0,4.0,"{23,[]}",23.0
120.0,4.0,"{22,[{13,1,1}, {16,1,1}]}",23.34829219645973
120.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.35377711293941
120.0,4.0,"{24,[]}",24.0
120.0,4.0,"{24,[{15,1,1}]}",
120.0,4.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,5.0,"{8,[]}",8.0
120.0,5.0,"{10,[]}",10.0
120.0,5.0,"{11,[]}",11.0
120.0,5.0,"{12,[]}",12.0
120.0,5.0,"{13,[]}",13.0
120.0,5.0,"{14,[]}",14.0
120.0,5.0,"{14,[{9,1,1}]}",14.70557582073997
120.0,5.0,"{15,[]}",15.0
120.0,5.0,"{15,[{10,1,1}]}",15.712378017462763
120.0,5.0,"{16,[]}",16.0
120.0,5.0,"{16,[{9,1,1}]}",16.5811163275952
120.0,5.0,"{17,[]}",17.0
120.0,5.0,"{17,[{10,1,1}]}",17.591004734350342
120.0,5.0,"{18,[]}",18.0
120.0,5.0,"{18,[{9,-1,1}]}",18.34500755390743
120.0,5.0,"{18,[{9,1,1}]}",18.522730394176623
120.0,5.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.938332646614477
120.0,5.0,"{19,[]}",19.0
120.0,5.0,"{18,[{9,1,1}, {12,1,1}]}",19.33835410105436
120.0,5.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.910447761194032
120.0,5.0,"{20,[]}",20.0
120.0,5.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.295942028985507
120.0,5.0,"{20,[{11,1,1}]}",20.5168115942029
120.0,5.0,"{21,[]}",21.0
120.0,5.0,"{20,[{11,1,1}, {14,1,1}]}",21.348516015280634
120.0,5.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.932412577137818
120.0,5.0,"{22,[]}",22.0
120.0,5.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.322229140722293
120.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.383872976338726
120.0,5.0,"{22,[{13,1,1}]}",22.525217932752177
120.0,5.0,"{23,[]}",23.0
120.0,5.0,"{22,[{13,1,1}, {16,1,1}]}",23.38571874025569
120.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.4022450888681
120.0,5.0,"{24,[]}",24.0
120.0,5.0,"{24,[{15,1,1}]}",
120.0,5.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,6.0,"{8,[]}",8.0
120.0,6.0,"{10,[]}",10.0
120.0,6.0,"{11,[]}",11.0
120.0,6.0,"{12,[]}",12.0
120.0,6.0,"{13,[]}",13.0
120.0,6.0,"{14,[]}",14.0
120.0,6.0,"{14,[{9,1,1}]}",14.716358024691356
120.0,6.0,"{15,[]}",15.0
120.0,6.0,"{15,[{10,1,1}]}",15.722460220318236
120.0,6.0,"{16,[]}",16.0
120.0,6.0,"{16,[{9,1,1}]}",16.59931506849315
120.0,6.0,"{17,[]}",17.0
120.0,6.0,"{17,[{10,1,1}]}",17.604468219005664
120.0,6.0,"{18,[]}",18.0
120.0,6.0,"{18,[{9,-1,1}]}",18.352863726135613
120.0,6.0,"{18,[{9,1,1}]}",18.5358788676761
120.0,6.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.947004608294932
120.0,6.0,"{19,[]}",19.0
120.0,6.0,"{18,[{9,1,1}, {12,1,1}]}",19.358130348913758
120.0,6.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.941737985516788
120.0,6.0,"{20,[]}",20.0
120.0,6.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.329968673860076
120.0,6.0,"{20,[{11,1,1}]}",20.529063696484506
120.0,6.0,"{21,[]}",21.0
120.0,6.0,"{20,[{11,1,1}, {14,1,1}]}",21.371478873239436
120.0,6.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.9637323943662
120.0,6.0,"{22,[]}",22.0
120.0,6.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.355588897224308
120.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.42498124531133
120.0,6.0,"{22,[{13,1,1}]}",22.539384846211554
120.0,6.0,"{23,[]}",23.0
120.0,6.0,"{22,[{13,1,1}, {16,1,1}]}",23.39092953523238
120.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.474512743628186
120.0,6.0,"{24,[]}",24.0
120.0,6.0,"{24,[{15,1,1}]}",
120.0,6.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,7.0,"{8,[]}",8.0
120.0,7.0,"{10,[]}",10.0
120.0,7.0,"{11,[]}",11.0
120.0,7.0,"{12,[]}",12.0
120.0,7.0,"{13,[]}",13.0
120.0,7.0,"{14,[]}",14.0
120.0,7.0,"{14,[{9,1,1}]}",14.724679029957201
120.0,7.0,"{15,[]}",15.0
120.0,7.0,"{15,[{10,1,1}]}",15.73217452997517
120.0,7.0,"{16,[]}",16.0
120.0,7.0,"{16,[{9,1,1}]}",16.608049311094998
120.0,7.0,"{17,[]}",17.0
120.0,7.0,"{17,[{10,1,1}]}",17.61271465107782
120.0,7.0,"{18,[]}",18.0
120.0,7.0,"{18,[{9,-1,1}]}",18.354795310397847
120.0,7.0,"{18,[{9,1,1}]}",18.54353257735922
120.0,7.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.951758600807228
120.0,7.0,"{19,[]}",19.0
120.0,7.0,"{18,[{9,1,1}, {12,1,1}]}",19.376803231390653
120.0,7.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.966532025389498
120.0,7.0,"{20,[]}",20.0
120.0,7.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.357899022801302
120.0,7.0,"{20,[{11,1,1}]}",20.54030944625407
120.0,7.0,"{21,[]}",21.0
120.0,7.0,"{20,[{11,1,1}, {14,1,1}]}",21.390464447184545
120.0,7.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.98972461981093
120.0,7.0,"{22,[]}",22.0
120.0,7.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.384413309982484
120.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.46234676007005
120.0,7.0,"{22,[{13,1,1}]}",22.548598949211904
120.0,7.0,"{23,[]}",23.0
120.0,7.0,"{22,[{13,1,1}, {16,1,1}]}",23.410267661254938
120.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.51689337428697
120.0,7.0,"{24,[]}",24.0
120.0,7.0,"{24,[{15,1,1}]}",
120.0,7.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,8.0,"{8,[]}",8.0
120.0,8.0,"{10,[]}",10.0
120.0,8.0,"{11,[]}",11.0
120.0,8.0,"{12,[]}",12.0
120.0,8.0,"{13,[]}",13.0
120.0,8.0,"{14,[]}",14.0
120.0,8.0,"{14,[{9,1,1}]}",14.731470230862698
120.0,8.0,"{15,[]}",15.0
120.0,8.0,"{15,[{10,1,1}]}",15.739271255060729
120.0,8.0,"{16,[]}",16.0
120.0,8.0,"{16,[{9,1,1}]}",16.618279569892476
120.0,8.0,"{17,[]}",17.0
120.0,8.0,"{17,[{10,1,1}]}",17.623376623376622
120.0,8.0,"{18,[]}",18.0
120.0,8.0,"{18,[{9,-1,1}]}",18.361324270993205
120.0,8.0,"{18,[{9,1,1}]}",18.556895417671562
120.0,8.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.959877219907916
120.0,8.0,"{19,[]}",19.0
120.0,8.0,"{18,[{9,1,1}, {12,1,1}]}",19.36166767860757
120.0,8.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.908925318761383
120.0,8.0,"{20,[]}",20.0
120.0,8.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.318438623523367
120.0,8.0,"{20,[{11,1,1}]}",20.50693374422188
120.0,8.0,"{21,[]}",21.0
120.0,8.0,"{20,[{11,1,1}, {14,1,1}]}",21.40791333019312
120.0,8.0,"{22,[]}",22.0
120.0,8.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.014536340852132
120.0,8.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.409022556390976
120.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.49824561403509
120.0,8.0,"{22,[{13,1,1}]}",22.559899749373432
120.0,8.0,"{23,[]}",23.0
120.0,8.0,"{22,[{13,1,1}, {16,1,1}]}",23.41907090464548
120.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.55061124694377
120.0,8.0,"{24,[]}",24.0
120.0,8.0,"{24,[{15,1,1}]}",
120.0,8.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,9.0,"{8,[]}",8.0
120.0,9.0,"{10,[]}",10.0
120.0,9.0,"{11,[]}",11.0
120.0,9.0,"{12,[]}",12.0
120.0,9.0,"{13,[]}",13.0
120.0,9.0,"{14,[]}",14.0
120.0,9.0,"{14,[{9,1,1}]}",14.741347905282334
120.0,9.0,"{15,[]}",15.0
120.0,9.0,"{15,[{10,1,1}]}",15.74571686203787
120.0,9.0,"{16,[]}",16.0
120.0,9.0,"{16,[{9,1,1}]}",16.621797857475546
120.0,9.0,"{17,[]}",17.0
120.0,9.0,"{17,[{10,1,1}]}",17.626704278326283
120.0,9.0,"{18,[]}",18.0
120.0,9.0,"{18,[{9,-1,1}]}",18.366113450582112
120.0,9.0,"{18,[{9,1,1}]}",18.56180331929651
120.0,9.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.964082239286597
120.0,9.0,"{19,[]}",19.0
120.0,9.0,"{18,[{9,1,1}, {12,1,1}]}",19.403604048383112
120.0,9.0,"{20,[]}",20.0
120.0,9.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.00210415570752
120.0,9.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.395055234087323
120.0,9.0,"{20,[{11,1,1}]}",20.55760126249342
120.0,9.0,"{21,[]}",21.0
120.0,9.0,"{20,[{11,1,1}, {14,1,1}]}",21.417372881355934
120.0,9.0,"{22,[]}",22.0
120.0,9.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.031596452328163
120.0,9.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.4179600886918
120.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.51385809312639
120.0,9.0,"{22,[{13,1,1}]}",22.55709534368071
120.0,9.0,"{23,[]}",23.0
120.0,9.0,"{22,[{13,1,1}, {16,1,1}]}",23.42916884474647
120.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.58389963408259
120.0,9.0,"{24,[]}",24.0
120.0,9.0,"{24,[{15,1,1}]}",
120.0,9.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
120.0,10.0,"{8,[]}",8.0
120.0,10.0,"{10,[]}",10.0
120.0,10.0,"{11,[]}",11.0
120.0,10.0,"{12,[]}",12.0
120.0,10.0,"{13,[]}",13.0
120.0,10.0,"{14,[]}",14.0
120.0,10.0,"{14,[{9,1,1}]}",14.74698189134809
120.0,10.0,"{15,[]}",15.0
120.0,10.0,"{15,[{10,1,1}]}",15.753272910372608
120.0,10.0,"{16,[]}",16.0
120.0,10.0,"{16,[{9,1,1}]}",16.629514963880286
120.0,10.0,"{17,[]}",17.0
120.0,10.0,"{17,[{10,1,1}]}",17.63392857142857
120.0,10.0,"{18,[]}",18.0
120.0,10.0,"{18,[{9,-1,1}]}",18.371530640285794
120.0,10.0,"{18,[{9,1,1}]}",18.571035998900797
120.0,10.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.972245122286342
120.0,10.0,"{19,[]}",19.0
120.0,10.0,"{18,[{9,1,1}, {12,1,1}]}",19.418521571860403
120.0,10.0,"{20,[]}",20.0
120.0,10.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.02220923436587
120.0,10.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.41437755698422
120.0,10.0,"{20,[{11,1,1}]}",20.561659848042076
120.0,10.0,"{21,[]}",21.0
120.0,10.0,"{20,[{11,1,1}, {14,1,1}]}",21.42466550319953
120.0,10.0,"{22,[]}",22.0
120.0,10.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.053592461719674
120.0,10.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.43934040047114
120.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.545936395759718
120.0,10.0,"{22,[{13,1,1}]}",22.568315665488807
120.0,10.0,"{23,[]}",23.0
120.0,10.0,"{22,[{13,1,1}, {16,1,1}]}",23.442714126807562
120.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.614571746384872
120.0,10.0,"{24,[]}",24.0
120.0,10.0,"{24,[{15,1,1}]}",
120.0,10.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,1.0,"{8,[]}",8.0
130.0,1.0,"{10,[]}",10.0
130.0,1.0,"{11,[]}",11.0
130.0,1.0,"{12,[]}",12.0
130.0,1.0,"{13,[]}",13.0
130.0,1.0,"{14,[]}",14.0
130.0,1.0,"{14,[{9,1,1}]}",14.646627433227705
130.0,1.0,"{15,[]}",15.0
130.0,1.0,"{15,[{10,1,1}]}",15.645065815094634
130.0,1.0,"{16,[]}",16.0
130.0,1.0,"{16,[{9,1,1}]}",16.512110481586404
130.0,1.0,"{17,[]}",17.0
130.0,1.0,"{17,[{10,1,1}]}",17.510042525351654
130.0,1.0,"{18,[]}",18.0
130.0,1.0,"{18,[{9,-1,1}]}",18.29075534079349
130.0,1.0,"{18,[{9,1,1}]}",18.428280773143438
130.0,1.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.867115971515766
130.0,1.0,"{19,[]}",19.0
130.0,1.0,"{18,[{9,1,1}, {12,1,1}]}",19.178062067699088
130.0,1.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.691987513007284
130.0,1.0,"{20,[]}",20.0
130.0,1.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.065707017435006
130.0,1.0,"{20,[{11,1,1}]}",20.412980083142024
130.0,1.0,"{21,[]}",21.0
130.0,1.0,"{20,[{11,1,1}, {14,1,1}]}",21.17150055302937
130.0,1.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.675187415509402
130.0,1.0,"{22,[]}",22.0
130.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.047819971870606
130.0,1.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.05996675616929
130.0,1.0,"{22,[{13,1,1}]}",22.411392405063292
130.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",22.99667561692878
130.0,1.0,"{23,[]}",23.0
130.0,1.0,"{22,[{13,1,1}, {16,1,1}]}",23.176362600493764
130.0,1.0,"{24,[]}",24.0
130.0,1.0,"{24,[{15,1,1}]}",
130.0,1.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,2.0,"{8,[]}",8.0
130.0,2.0,"{10,[]}",10.0
130.0,2.0,"{11,[]}",11.0
130.0,2.0,"{12,[]}",12.0
130.0,2.0,"{13,[]}",13.0
130.0,2.0,"{14,[]}",14.0
130.0,2.0,"{14,[{9,1,1}]}",14.664264930026327
130.0,2.0,"{15,[]}",15.0
130.0,2.0,"{15,[{10,1,1}]}",15.672169504744573
130.0,2.0,"{16,[]}",16.0
130.0,2.0,"{16,[{9,1,1}]}",16.546586884845524
130.0,2.0,"{17,[]}",17.0
130.0,2.0,"{17,[{10,1,1}]}",17.54748998350224
130.0,2.0,"{18,[]}",18.0
130.0,2.0,"{18,[{9,-1,1}]}",18.315198771339123
130.0,2.0,"{18,[{9,1,1}]}",18.46949022387619
130.0,2.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.900584795321638
130.0,2.0,"{19,[]}",19.0
130.0,2.0,"{18,[{9,1,1}, {12,1,1}]}",19.247288125761354
130.0,2.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.78861882939846
130.0,2.0,"{20,[]}",20.0
130.0,2.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.164933667981355
130.0,2.0,"{20,[{11,1,1}]}",20.457750687223616
130.0,2.0,"{21,[]}",21.0
130.0,2.0,"{20,[{11,1,1}, {14,1,1}]}",21.246781374082538
130.0,2.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.785946336180967
130.0,2.0,"{22,[]}",22.0
130.0,2.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.176713873919038
130.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.184108284246147
130.0,2.0,"{22,[{13,1,1}]}",22.46096002005264
130.0,2.0,"{23,[]}",23.0
130.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.174181360201512
130.0,2.0,"{22,[{13,1,1}, {16,1,1}]}",23.256675062972292
130.0,2.0,"{24,[]}",24.0
130.0,2.0,"{24,[{15,1,1}]}",
130.0,2.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,3.0,"{8,[]}",8.0
130.0,3.0,"{10,[]}",10.0
130.0,3.0,"{11,[]}",11.0
130.0,3.0,"{12,[]}",12.0
130.0,3.0,"{13,[]}",13.0
130.0,3.0,"{14,[]}",14.0
130.0,3.0,"{14,[{9,1,1}]}",14.692541856925418
130.0,3.0,"{15,[]}",15.0
130.0,3.0,"{15,[{10,1,1}]}",15.697823760256867
130.0,3.0,"{16,[]}",16.0
130.0,3.0,"{16,[{9,1,1}]}",16.568603642671288
130.0,3.0,"{17,[]}",17.0
130.0,3.0,"{17,[{10,1,1}]}",17.569170632222978
130.0,3.0,"{18,[]}",18.0
130.0,3.0,"{18,[{9,-1,1}]}",18.330367170626353
130.0,3.0,"{18,[{9,1,1}]}",18.494859611231103
130.0,3.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.918704103671708
130.0,3.0,"{19,[]}",19.0
130.0,3.0,"{18,[{9,1,1}, {12,1,1}]}",19.28990339403266
130.0,3.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.84748226040865
130.0,3.0,"{20,[]}",20.0
130.0,3.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.22752261039191
130.0,3.0,"{20,[{11,1,1}]}",20.487320446887747
130.0,3.0,"{21,[]}",21.0
130.0,3.0,"{20,[{11,1,1}, {14,1,1}]}",21.294642857142858
130.0,3.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.852678571428573
130.0,3.0,"{22,[]}",22.0
130.0,3.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.241826381059752
130.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.27189026681699
130.0,3.0,"{22,[{13,1,1}]}",22.491920330702744
130.0,3.0,"{23,[]}",23.0
130.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.287813147485405
130.0,3.0,"{22,[{13,1,1}, {16,1,1}]}",23.30608400828781
130.0,3.0,"{24,[]}",24.0
130.0,3.0,"{24,[{15,1,1}]}",
130.0,3.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
130.0,4.0,"{8,[]}",8.0
130.0,4.0,"{10,[]}",10.0
130.0,4.0,"{11,[]}",11.0
130.0,4.0,"{12,[]}",12.0
130.0,4.0,"{13,[]}",13.0
130.0,4.0,"{14,[]}",14.0
130.0,4.0,"{14,[{9,1,1}]}",14.707017120810224
130.0,4.0,"{15,[]}",15.0
130.0,4.0,"{15,[{10,1,1}]}",15.712622688883817
130.0,4.0,"{16,[]}",16.0
130.0,4.0,"{16,[{9,1,1}]}",16.583014192385672
130.0,4.0,"{17,[]}",17.0
130.0,4.0,"{17,[{10,1,1}]}",17.58677319130049
130.0,4.0,"{18,[]}",18.0
130.0,4.0,"{18,[{9,-1,1}]}",18.341958281089706
130.0,4.0,"{18,[{9,1,1}]}",18.513165393821957
130.0,4.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.934913940499257
130.0,4.0,"{19,[]}",19.0
130.0,4.0,"{18,[{9,1,1}, {12,1,1}]}",19.32205301748449
