OnsetTemperature,TemperatureStep,FattyAcid,EquivalentChainLength
140.0,7.0,"{18,[{9,1,1}, {12,1,1}]}",19.401498279003846
140.0,7.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.99838023891476
140.0,7.0,"{20,[]}",20.0
140.0,7.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.38914598233067
140.0,7.0,"{20,[{11,1,1}]}",20.55279764408919
140.0,7.0,"{21,[]}",21.0
140.0,7.0,"{20,[{11,1,1}, {14,1,1}]}",21.405748098055795
140.0,7.0,"{22,[]}",22.0
140.0,7.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.012877442273535
140.0,7.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.403197158081706
140.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.491119005328596
140.0,7.0,"{22,[{13,1,1}]}",22.556838365896983
140.0,7.0,"{23,[]}",23.0
140.0,7.0,"{22,[{13,1,1}, {16,1,1}]}",23.41729490022173
140.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.540576496674056
140.0,7.0,"{24,[]}",24.0
140.0,7.0,"{24,[{15,1,1}]}",
140.0,7.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,8.0,"{8,[]}",8.0
140.0,8.0,"{10,[]}",10.0
140.0,8.0,"{11,[]}",11.0
140.0,8.0,"{12,[]}",12.0
140.0,8.0,"{13,[]}",13.0
140.0,8.0,"{14,[]}",14.0
140.0,8.0,"{14,[{9,1,1}]}",14.760180995475112
140.0,8.0,"{15,[]}",15.0
140.0,8.0,"{15,[{10,1,1}]}",15.768019093078758
140.0,8.0,"{16,[]}",16.0
140.0,8.0,"{16,[{9,1,1}]}",16.64009324009324
140.0,8.0,"{17,[]}",17.0
140.0,8.0,"{17,[{10,1,1}]}",17.641743119266053
140.0,8.0,"{18,[]}",18.0
140.0,8.0,"{18,[{9,-1,1}]}",18.46015647638366
140.0,8.0,"{18,[{9,1,1}]}",18.705302810779486
140.0,8.0,"{19,[]}",19.0
140.0,8.0,"{18,[{9,-1,1}, {12,-1,1}]}",19.140027189745584
140.0,8.0,"{18,[{9,1,1}, {12,1,1}]}",19.510973004466887
140.0,8.0,"{20,[]}",20.0
140.0,8.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.02209414024976
140.0,8.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.41162343900096
140.0,8.0,"{20,[{11,1,1}]}",20.56388088376561
140.0,8.0,"{21,[]}",21.0
140.0,8.0,"{20,[{11,1,1}, {14,1,1}]}",21.421407907425266
140.0,8.0,"{22,[]}",22.0
140.0,8.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.036678553234847
140.0,8.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.42791645440652
140.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.520122261844115
140.0,8.0,"{22,[{13,1,1}]}",22.56597045338767
140.0,8.0,"{23,[]}",23.0
140.0,8.0,"{22,[{13,1,1}, {16,1,1}]}",23.42702169625246
140.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.572978303747536
140.0,8.0,"{24,[]}",24.0
140.0,8.0,"{24,[{15,1,1}]}",
140.0,8.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,9.0,"{8,[]}",8.0
140.0,9.0,"{10,[]}",10.0
140.0,9.0,"{11,[]}",11.0
140.0,9.0,"{12,[]}",12.0
140.0,9.0,"{13,[]}",13.0
140.0,9.0,"{14,[]}",14.0
140.0,9.0,"{14,[{9,1,1}]}",14.764377442769405
140.0,9.0,"{15,[]}",15.0
140.0,9.0,"{15,[{10,1,1}]}",15.77062267163385
140.0,9.0,"{16,[]}",16.0
140.0,9.0,"{16,[{9,1,1}]}",16.646322378716746
140.0,9.0,"{17,[]}",17.0
140.0,9.0,"{17,[{10,1,1}]}",17.649484536082475
140.0,9.0,"{18,[]}",18.0
140.0,9.0,"{18,[{9,-1,1}]}",18.377100840336137
140.0,9.0,"{18,[{9,1,1}]}",18.57825630252101
140.0,9.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.981617647058822
140.0,9.0,"{19,[]}",19.0
140.0,9.0,"{18,[{9,1,1}, {12,1,1}]}",19.43028095733611
140.0,9.0,"{20,[]}",20.0
140.0,9.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.045283018867924
140.0,9.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.430188679245287
140.0,9.0,"{20,[{11,1,1}]}",20.571428571428577
140.0,9.0,"{21,[]}",21.0
140.0,9.0,"{20,[{11,1,1}, {14,1,1}]}",21.434806328423353
140.0,9.0,"{22,[]}",22.0
140.0,9.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.058659217877096
140.0,9.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.445251396648047
140.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.549162011173184
140.0,9.0,"{22,[{13,1,1}]}",22.568156424581005
140.0,9.0,"{23,[]}",23.0
140.0,9.0,"{22,[{13,1,1}, {16,1,1}]}",23.44162704701532
140.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.60908610670893
140.0,9.0,"{24,[]}",24.0
140.0,9.0,"{24,[{15,1,1}]}",
140.0,9.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
140.0,10.0,"{8,[]}",8.0
140.0,10.0,"{10,[]}",10.0
140.0,10.0,"{11,[]}",11.0
140.0,10.0,"{12,[]}",12.0
140.0,10.0,"{13,[]}",13.0
140.0,10.0,"{14,[]}",14.0
140.0,10.0,"{14,[{9,1,1}]}",14.771779141104293
140.0,10.0,"{15,[]}",15.0
140.0,10.0,"{15,[{10,1,1}]}",15.778625954198473
140.0,10.0,"{16,[]}",16.0
140.0,10.0,"{16,[{9,1,1}]}",16.653379549393414
140.0,10.0,"{17,[]}",17.0
140.0,10.0,"{17,[{10,1,1}]}",17.653386454183266
140.0,10.0,"{18,[]}",18.0
140.0,10.0,"{18,[{9,-1,1}]}",18.378663540445487
140.0,10.0,"{18,[{9,1,1}]}",18.586752637749118
140.0,10.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.98593200468933
140.0,10.0,"{19,[]}",19.0
140.0,10.0,"{18,[{9,1,1}, {12,1,1}]}",19.442972350230413
140.0,10.0,"{20,[]}",20.0
140.0,10.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.060515278609948
140.0,10.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.447573397243858
140.0,10.0,"{20,[{11,1,1}]}",20.574595566207307
140.0,10.0,"{21,[]}",21.0
140.0,10.0,"{20,[{11,1,1}, {14,1,1}]}",21.438575667655787
140.0,10.0,"{22,[]}",22.0
140.0,10.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.077565632458235
140.0,10.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.458233890214796
140.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.56384248210024
140.0,10.0,"{22,[{13,1,1}]}",22.573985680190933
140.0,10.0,"{23,[]}",23.0
140.0,10.0,"{22,[{13,1,1}, {16,1,1}]}",23.451377178189993
140.0,10.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.638560989319842
140.0,10.0,"{24,[]}",24.0
140.0,10.0,"{24,[{15,1,1}]}",
140.0,10.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,1.0,"{8,[]}",8.0
150.0,1.0,"{10,[]}",10.0
150.0,1.0,"{11,[]}",11.0
150.0,1.0,"{12,[]}",12.0
150.0,1.0,"{13,[]}",13.0
150.0,1.0,"{14,[]}",14.0
150.0,1.0,"{14,[{9,1,1}]}",14.695568736915563
150.0,1.0,"{15,[]}",15.0
150.0,1.0,"{15,[{10,1,1}]}",15.690526315789473
150.0,1.0,"{16,[]}",16.0
150.0,1.0,"{16,[{9,1,1}]}",16.552250991369256
150.0,1.0,"{17,[]}",17.0
150.0,1.0,"{17,[{10,1,1}]}",17.547628537265844
150.0,1.0,"{18,[]}",18.0
150.0,1.0,"{18,[{9,-1,1}]}",18.311899548684035
150.0,1.0,"{18,[{9,1,1}]}",18.465436346574915
150.0,1.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.90441932168551
150.0,1.0,"{19,[]}",19.0
150.0,1.0,"{18,[{9,1,1}, {12,1,1}]}",19.242764698876496
150.0,1.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.773948945968478
150.0,1.0,"{20,[]}",20.0
150.0,1.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.145349719314215
150.0,1.0,"{20,[{11,1,1}]}",20.442118039751175
150.0,1.0,"{21,[]}",21.0
150.0,1.0,"{20,[{11,1,1}, {14,1,1}]}",21.220540773147818
150.0,1.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.74015635085706
150.0,1.0,"{22,[]}",22.0
150.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.123974020412533
150.0,1.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.124901862822067
150.0,1.0,"{22,[{13,1,1}]}",22.437013774891156
150.0,1.0,"{23,[]}",23.0
150.0,1.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.07504819608923
150.0,1.0,"{22,[{13,1,1}, {16,1,1}]}",23.211167722390528
150.0,1.0,"{24,[]}",24.0
150.0,1.0,"{24,[{15,1,1}]}",
150.0,1.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,2.0,"{8,[]}",8.0
150.0,2.0,"{10,[]}",10.0
150.0,2.0,"{11,[]}",11.0
150.0,2.0,"{12,[]}",12.0
150.0,2.0,"{13,[]}",13.0
150.0,2.0,"{14,[]}",14.0
150.0,2.0,"{14,[{9,1,1}]}",14.71448565430371
150.0,2.0,"{15,[]}",15.0
150.0,2.0,"{15,[{10,1,1}]}",15.714850701997232
150.0,2.0,"{16,[]}",16.0
150.0,2.0,"{16,[{9,1,1}]}",16.581540596807773
150.0,2.0,"{17,[]}",17.0
150.0,2.0,"{17,[{10,1,1}]}",17.579259722005308
150.0,2.0,"{18,[]}",18.0
150.0,2.0,"{18,[{9,-1,1}]}",18.332940483205658
150.0,2.0,"{18,[{9,1,1}]}",18.49852681202121
150.0,2.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.92899233942251
150.0,2.0,"{19,[]}",19.0
150.0,2.0,"{18,[{9,1,1}, {12,1,1}]}",19.296392813057192
150.0,2.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.852009326567
150.0,2.0,"{20,[]}",20.0
150.0,2.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.225950480313895
150.0,2.0,"{20,[{11,1,1}]}",20.482749289676633
150.0,2.0,"{21,[]}",21.0
150.0,2.0,"{20,[{11,1,1}, {14,1,1}]}",21.28444972915841
150.0,2.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.836305984938566
150.0,2.0,"{22,[]}",22.0
150.0,2.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.220013431833443
150.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.24204163868368
150.0,2.0,"{22,[{13,1,1}]}",22.479650772330423
150.0,2.0,"{23,[]}",23.0
150.0,2.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.233584357246663
150.0,2.0,"{22,[{13,1,1}, {16,1,1}]}",23.284053375611045
150.0,2.0,"{24,[]}",24.0
150.0,2.0,"{24,[{15,1,1}]}",
150.0,2.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,3.0,"{8,[]}",8.0
150.0,3.0,"{10,[]}",10.0
150.0,3.0,"{11,[]}",11.0
150.0,3.0,"{12,[]}",12.0
150.0,3.0,"{13,[]}",13.0
150.0,3.0,"{14,[]}",14.0
150.0,3.0,"{14,[{9,1,1}]}",14.731928592332457
150.0,3.0,"{15,[]}",15.0
150.0,3.0,"{15,[{10,1,1}]}",15.7302313755403
150.0,3.0,"{16,[]}",16.0
150.0,3.0,"{16,[{9,1,1}]}",16.602682701202593
150.0,3.0,"{17,[]}",17.0
150.0,3.0,"{17,[{10,1,1}]}",17.602345415778252
150.0,3.0,"{18,[]}",18.0
150.0,3.0,"{18,[{9,-1,1}]}",18.347852760736195
150.0,3.0,"{18,[{9,1,1}]}",18.522290388548058
150.0,3.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.943762781186095
150.0,3.0,"{19,[]}",19.0
150.0,3.0,"{18,[{9,1,1}, {12,1,1}]}",19.334764786258052
150.0,3.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.90767128635565
150.0,3.0,"{20,[]}",20.0
150.0,3.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.282930631332814
150.0,3.0,"{20,[{11,1,1}]}",20.50779423226812
150.0,3.0,"{21,[]}",21.0
150.0,3.0,"{20,[{11,1,1}, {14,1,1}]}",21.327430221366697
150.0,3.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.898941289701632
150.0,3.0,"{22,[]}",22.0
150.0,3.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.2855733175449
150.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.326623248470494
150.0,3.0,"{22,[{13,1,1}]}",22.507400828892834
150.0,3.0,"{23,[]}",23.0
150.0,3.0,"{22,[{13,1,1}, {16,1,1}]}",23.33111806098514
150.0,3.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.334440969507426
150.0,3.0,"{24,[]}",24.0
150.0,3.0,"{24,[{15,1,1}]}",
150.0,3.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,4.0,"{8,[]}",8.0
150.0,4.0,"{10,[]}",10.0
150.0,4.0,"{11,[]}",11.0
150.0,4.0,"{12,[]}",12.0
150.0,4.0,"{13,[]}",13.0
150.0,4.0,"{14,[]}",14.0
150.0,4.0,"{14,[{9,1,1}]}",14.74287724234963
150.0,4.0,"{15,[]}",15.0
150.0,4.0,"{15,[{10,1,1}]}",15.744780305391089
150.0,4.0,"{16,[]}",16.0
150.0,4.0,"{16,[{9,1,1}]}",16.615937859608746
150.0,4.0,"{17,[]}",17.0
150.0,4.0,"{17,[{10,1,1}]}",17.61565452091768
150.0,4.0,"{18,[]}",18.0
150.0,4.0,"{18,[{9,-1,1}]}",18.354749704375244
150.0,4.0,"{18,[{9,1,1}]}",18.538168440415188
150.0,4.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.957824201813164
150.0,4.0,"{19,[]}",19.0
150.0,4.0,"{18,[{9,1,1}, {12,1,1}]}",19.362201742204267
150.0,4.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.94445145814922
150.0,4.0,"{20,[]}",20.0
150.0,4.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.32415902140673
150.0,4.0,"{20,[{11,1,1}]}",20.52548419979613
150.0,4.0,"{21,[]}",21.0
150.0,4.0,"{20,[{11,1,1}, {14,1,1}]}",21.35723302196415
150.0,4.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.943448624084827
150.0,4.0,"{22,[]}",22.0
150.0,4.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.33089770354906
150.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.386743215031316
150.0,4.0,"{22,[{13,1,1}]}",22.524791231732777
150.0,4.0,"{23,[]}",23.0
150.0,4.0,"{22,[{13,1,1}, {16,1,1}]}",23.363236814891415
150.0,4.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.41028955532575
150.0,4.0,"{24,[]}",24.0
150.0,4.0,"{24,[{15,1,1}]}",
150.0,4.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,5.0,"{8,[]}",8.0
150.0,5.0,"{10,[]}",10.0
150.0,5.0,"{11,[]}",11.0
150.0,5.0,"{12,[]}",12.0
150.0,5.0,"{13,[]}",13.0
150.0,5.0,"{14,[]}",14.0
150.0,5.0,"{14,[{9,1,1}]}",14.75339087546239
150.0,5.0,"{15,[]}",15.0
150.0,5.0,"{15,[{10,1,1}]}",15.756646971935009
150.0,5.0,"{16,[]}",16.0
150.0,5.0,"{16,[{9,1,1}]}",16.62823610631688
150.0,5.0,"{17,[]}",17.0
150.0,5.0,"{17,[{10,1,1}]}",17.627649168568635
150.0,5.0,"{18,[]}",18.0
150.0,5.0,"{18,[{9,-1,1}]}",18.362024500322374
150.0,5.0,"{18,[{9,1,1}]}",18.552869116698904
150.0,5.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.969052224371374
150.0,5.0,"{19,[]}",19.0
150.0,5.0,"{18,[{9,1,1}, {12,1,1}]}",19.387577639751555
150.0,5.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",19.981677018633544
150.0,5.0,"{20,[]}",20.0
150.0,5.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.360201511335013
150.0,5.0,"{20,[{11,1,1}]}",20.542506297229217
150.0,5.0,"{21,[]}",21.0
150.0,5.0,"{20,[{11,1,1}, {14,1,1}]}",21.384783969943644
150.0,5.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",21.97964934251722
150.0,5.0,"{22,[]}",22.0
150.0,5.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.367446393762183
150.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.438596491228072
150.0,5.0,"{22,[{13,1,1}]}",22.542884990253413
150.0,5.0,"{23,[]}",23.0
150.0,5.0,"{22,[{13,1,1}, {16,1,1}]}",23.389710610932475
150.0,5.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.47009646302251
150.0,5.0,"{24,[]}",24.0
150.0,5.0,"{24,[{15,1,1}]}",
150.0,5.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,6.0,"{8,[]}",8.0
150.0,6.0,"{10,[]}",10.0
150.0,6.0,"{11,[]}",11.0
150.0,6.0,"{12,[]}",12.0
150.0,6.0,"{13,[]}",13.0
150.0,6.0,"{14,[]}",14.0
150.0,6.0,"{14,[{9,1,1}]}",14.759416195856872
150.0,6.0,"{15,[]}",15.0
150.0,6.0,"{15,[{10,1,1}]}",15.767123287671232
150.0,6.0,"{16,[]}",16.0
150.0,6.0,"{16,[{9,1,1}]}",16.63490148773623
150.0,6.0,"{17,[]}",17.0
150.0,6.0,"{17,[{10,1,1}]}",17.639337952270978
150.0,6.0,"{18,[]}",18.0
150.0,6.0,"{18,[{9,-1,1}]}",18.369763899466868
150.0,6.0,"{18,[{9,1,1}]}",18.566260472201066
150.0,6.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.977913175932976
150.0,6.0,"{19,[]}",19.0
150.0,6.0,"{18,[{9,1,1}, {12,1,1}]}",19.40765268579838
150.0,6.0,"{20,[]}",20.0
150.0,6.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.007518796992482
150.0,6.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.388721804511277
150.0,6.0,"{20,[{11,1,1}]}",20.551879699248122
150.0,6.0,"{21,[]}",21.0
150.0,6.0,"{20,[{11,1,1}, {14,1,1}]}",21.406519295616338
150.0,6.0,"{22,[]}",22.0
150.0,6.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.011257763975156
150.0,6.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.399844720496894
150.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.481754658385093
150.0,6.0,"{22,[{13,1,1}]}",22.553959627329192
150.0,6.0,"{23,[]}",23.0
150.0,6.0,"{22,[{13,1,1}, {16,1,1}]}",23.4100580270793
150.0,6.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.524177949709866
150.0,6.0,"{24,[]}",24.0
150.0,6.0,"{24,[{15,1,1}]}",
150.0,6.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,7.0,"{8,[]}",8.0
150.0,7.0,"{10,[]}",10.0
150.0,7.0,"{11,[]}",11.0
150.0,7.0,"{12,[]}",12.0
150.0,7.0,"{13,[]}",13.0
150.0,7.0,"{14,[]}",14.0
150.0,7.0,"{14,[{9,1,1}]}",14.772993088782561
150.0,7.0,"{15,[]}",15.0
150.0,7.0,"{15,[{10,1,1}]}",15.775341130604287
150.0,7.0,"{16,[]}",16.0
150.0,7.0,"{16,[{9,1,1}]}",16.64719411223551
150.0,7.0,"{17,[]}",17.0
150.0,7.0,"{17,[{10,1,1}]}",17.64911504424779
150.0,7.0,"{18,[]}",18.0
150.0,7.0,"{18,[{9,-1,1}]}",18.375714914210295
150.0,7.0,"{18,[{9,1,1}]}",18.576330840299164
150.0,7.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.98328200615926
150.0,7.0,"{19,[]}",19.0
150.0,7.0,"{18,[{9,1,1}, {12,1,1}]}",19.427047781569964
150.0,7.0,"{20,[]}",20.0
150.0,7.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.032693984306885
150.0,7.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.41238012205754
150.0,7.0,"{20,[{11,1,1}]}",20.565387968613773
150.0,7.0,"{21,[]}",21.0
150.0,7.0,"{20,[{11,1,1}, {14,1,1}]}",21.424651567944252
150.0,7.0,"{22,[]}",22.0
150.0,7.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.038164470695136
150.0,7.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.426169922762384
150.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.518400726942296
150.0,7.0,"{22,[{13,1,1}]}",22.566106315311224
150.0,7.0,"{23,[]}",23.0
150.0,7.0,"{22,[{13,1,1}, {16,1,1}]}",23.42934293429343
150.0,7.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.56840684068407
150.0,7.0,"{24,[]}",24.0
150.0,7.0,"{24,[{15,1,1}]}",
150.0,7.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,8.0,"{8,[]}",8.0
150.0,8.0,"{10,[]}",10.0
150.0,8.0,"{11,[]}",11.0
150.0,8.0,"{12,[]}",12.0
150.0,8.0,"{13,[]}",13.0
150.0,8.0,"{14,[]}",14.0
150.0,8.0,"{14,[{9,1,1}]}",14.784697508896796
150.0,8.0,"{15,[]}",15.0
150.0,8.0,"{15,[{10,1,1}]}",15.784623773173394
150.0,8.0,"{16,[]}",16.0
150.0,8.0,"{16,[{9,1,1}]}",16.65766233766234
150.0,8.0,"{17,[]}",17.0
150.0,8.0,"{17,[{10,1,1}]}",17.65782891445723
150.0,8.0,"{18,[]}",18.0
150.0,8.0,"{18,[{9,-1,1}]}",18.37697628458498
150.0,8.0,"{18,[{9,1,1}]}",18.576581027667984
150.0,8.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.98171936758893
150.0,8.0,"{19,[]}",19.0
150.0,8.0,"{18,[{9,1,1}, {12,1,1}]}",19.44045275590551
150.0,8.0,"{20,[]}",20.0
150.0,8.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.057157057654077
150.0,8.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.442842942345926
150.0,8.0,"{20,[{11,1,1}]}",20.573558648111334
150.0,8.0,"{21,[]}",21.0
150.0,8.0,"{20,[{11,1,1}, {14,1,1}]}",21.44344793223717
150.0,8.0,"{22,[]}",22.0
150.0,8.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.070466321243522
150.0,8.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.454922279792743
150.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.55129533678756
150.0,8.0,"{22,[{13,1,1}]}",22.574611398963732
150.0,8.0,"{23,[]}",23.0
150.0,8.0,"{22,[{13,1,1}, {16,1,1}]}",23.44472361809045
150.0,8.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.60653266331658
150.0,8.0,"{24,[]}",24.0
150.0,8.0,"{24,[{15,1,1}]}",
150.0,8.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,9.0,"{8,[]}",8.0
150.0,9.0,"{10,[]}",10.0
150.0,9.0,"{11,[]}",11.0
150.0,9.0,"{12,[]}",12.0
150.0,9.0,"{13,[]}",13.0
150.0,9.0,"{14,[]}",14.0
150.0,9.0,"{14,[{9,1,1}]}",14.786324786324785
150.0,9.0,"{15,[]}",15.0
150.0,9.0,"{15,[{10,1,1}]}",15.788774894387446
150.0,9.0,"{16,[]}",16.0
150.0,9.0,"{16,[{9,1,1}]}",16.663194444444443
150.0,9.0,"{17,[]}",17.0
150.0,9.0,"{17,[{10,1,1}]}",17.661830357142858
150.0,9.0,"{18,[]}",18.0
150.0,9.0,"{18,[{9,-1,1}]}",18.378453038674035
150.0,9.0,"{18,[{9,1,1}]}",18.583425414364637
150.0,9.0,"{18,[{9,-1,1}, {12,-1,1}]}",18.98397790055249
150.0,9.0,"{19,[]}",19.0
150.0,9.0,"{18,[{9,1,1}, {12,1,1}]}",19.448618784530385
150.0,9.0,"{20,[]}",20.0
150.0,9.0,"{18,[{6,1,1}, {9,1,1}, {12,1,1}]}",20.073061907417735
150.0,9.0,"{18,[{9,1,1}, {12,1,1}, {15,1,1}]}",20.457334076965978
150.0,9.0,"{20,[{11,1,1}]}",20.578918014500832
150.0,9.0,"{21,[]}",21.0
150.0,9.0,"{20,[{11,1,1}, {14,1,1}]}",21.456179775280898
150.0,9.0,"{22,[]}",22.0
150.0,9.0,"{20,[{8,1,1}, {11,1,1}, {14,1,1}]}",22.08673469387755
150.0,9.0,"{20,[{11,1,1}, {14,1,1}, {17,1,1}]}",22.46485260770975
150.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {14,1,1}]}",22.570294784580497
150.0,9.0,"{22,[{13,1,1}]}",22.578798185941043
150.0,9.0,"{23,[]}",23.0
150.0,9.0,"{22,[{13,1,1}, {16,1,1}]}",23.454838709677418
150.0,9.0,"{20,[{5,1,1}, {8,1,1}, … {17,1,1}]}",23.642473118279565
150.0,9.0,"{24,[]}",24.0
150.0,9.0,"{24,[{15,1,1}]}",
150.0,9.0,"{22,[{4,1,1}, {7,1,1}, … {19,1,1}]}",
150.0,10.0,"{8,[]}",8.0
150.0,10.0,"{10,[]}",10.0
150.0,10.0,"{11,[]}",11.0
150.0,10.0,"{12,[]}",12.0
150.0,10.0,"{13,[]}",13.0
150.0,10.0,"{14,[]}",14.0
150.0,10.0,"{14,[{9,1,1}]}",14.795815295815297
150.0,10.0,"{15,[]}",15.0
150.0,10.0,"{15,[{10,1,1}]}",15.79683377308707
150.0,10.0,"{16,[]}",16.0
150.0,10.0,"{16,[{9,1,1}]}",16.669841269841267
150.0,10.0,"{17,[]}",17.0
150.0,10.0,"{17,[{10,1,1}]}",17.672659640421575
150.0,10.0,"{18,[]}",18.0
150.0,10.0,"{18,[{9,-1,1}]}",18.38532110091743
150.0,10.0,"{18,[{9,1,1}]}",18.589602446483177
