#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.183;6.183;758276;3544661;Positive;74.1;;0.286;;1;;0;;;;;
True;Cpd 2: 7.850;7.85;1399228;5505566;Positive;74.1;;0.289;;2;;0;;;;;
True;Cpd 3: 9.905;9.905;2114891;6837386;Positive;74.1;;0.243;;3;;0;;;;;
True;Cpd 4: 10.972;10.972;1198054;3681963;Positive;74.1;;0.208;;4;;0;;;;;
True;Cpd 5: 12.020;12.02;2816901;8151926;Positive;74.1;;0.21;;5;;0;;;;;
True;Cpd 6: 13.038;13.038;1562052;4426832;Positive;74.1;;0.202;;6;;0;;;;;
True;Cpd 7: 14.019;14.019;3473065;9802605;Positive;74.1;;0.21;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.691";14.691;1595659;4543813;Positive;55.1;C15 H28 O2;0.189;73.01;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;13.442;
True;Cpd 9: 14.961;14.961;1848716;5034285;Positive;74.1;;0.184;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.610";15.61;1757349;4830963;Positive;55.1;C16 H30 O2;0.205;77.13;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;14.173;
True;Cpd 11: 15.866;15.866;5910789;16193040;Positive;74.1;;0.189;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.382";16.382;1833509;5112996;Positive;55.1;C17 H32 O2;0.209;73.18;12;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;15.051;
True;Cpd 13: 16.719;16.719;2059011;5603285;Positive;74.1;;0.206;;13;;0;;;;;
True;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 17.226";17.226;1966503;5380953;Positive;55.1;C18 H34 O2;0.206;73.33;14;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;15.874;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.554";17.554;4349920;11961087;Positive;74.1;C37 H77 N O2;0.194;71.54;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.828";17.828;2033324;5556559;Positive;55.1;C19 H36 O2;0.14;73.71;16;13-Octadecenoic acid, methyl ester;7;56554-47-3;296.272;34.75;16.922;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.976";17.976;4183595;11561716;Positive;55.1;C19 H36 O2;0.181;73.55;17;13-Octadecenoic acid, methyl ester;7;56554-47-3;296.272;34.75;16.774;
True;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.293";18.293;1901345;3624725;Positive;67.1;C19 H34 O2;0.061;88.31;18;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 19: 18.339;18.339;4431634;13121980;Positive;74.1;;0.185;;19;;0;;;;;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.624";18.624;1777904;5016065;Positive;67.1;C19 H34 O2;0.206;89.35;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 19.097;19.097;5144280;16690773;Positive;74.1;;0.221;;21;;0;;;;;
True;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.365";19.365;1546971;4234151;Positive;79.1;C19 H34 O2;0.136;76.57;22;Methyl 8,9-octadecadienoate;10;1000336-45-0;294.256;;;
True;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 19.496";19.496;1996804;5678063;Positive;55.1;C21 H40 O2;0.177;73.46;23;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;18.57;
True;Cpd 24: 19.823;19.823;2011065;5562267;Positive;74.1;;0.197;;24;;0;;;;;
True;"Cpd 25: Methyl 10,11-octadecadienoate; C19 H34 O2; 20.110";20.11;1720722;4896286;Positive;67.1;C19 H34 O2;0.181;80.05;25;Methyl 10,11-octadecadienoate;10;1000336-45-3;294.256;;;
True;Cpd 26: 20.536;20.536;5440017;15834783;Positive;74.1;;0.214;;26;;0;;;;;
True;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.804";20.804;1554762;3750407;Positive;79.1;C19 H34 O2;0.078;75.48;27;Methyl 8,9-octadecadienoate;10;1000336-45-0;294.256;;;
True;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 20.861";20.861;1658981;3638549;Positive;79.1;C19 H34 O2;0.045;73.43;28;Methyl 7,8-octadecadienoate;2;1010336-44-6;294.256;;;
True;Cpd 29: 20.903;20.903;2074817;6768916;Positive;55.1;;0.202;;29;;0;;;;;
True;Cpd 30: 21.199;21.199;1764166;5282860;Positive;74.1;;0.205;;30;;0;;;;;
True;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 21.484";21.484;1482183;4084816;Positive;67.1;C19 H34 O2;0.099;77.33;31;Methyl 9,10-octadecadienoate;9;1010336-45-7;294.256;;;
True;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 21.577";21.577;1340786;4417984;Positive;79.1;C13 H20 N2;0.194;74.47;32;1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-;2;1000221-85-9;204.163;;;
True;Cpd 33: 21.880;21.88;3197734;10269505;Positive;74.1;;0.209;;33;;0;;;;;
True;Cpd 34: 22.263;22.263;1366704;4856461;Positive;55.1;;0.231;;34;;0;;;;;
True;Cpd 35: 22.700;22.7;82958;264212;Positive;149;;0.134;;35;;0;;;;;
True;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 23.413";23.413;726020;3056829;Positive;79.1;C13 H18 O;0.272;73.58;36;Oxacyclotetradeca-4,11-diyne;3;6568-32-7;190.136;;;

