#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.370;6.37;64236;325473;Positive;84;;0.153;;1;;0;;;;;
True;Cpd 2: 7.351;7.351;34744;364155;Positive;84;;0.396;;2;;0;;;;;
True;Cpd 3: 8.382;8.382;580453;4539077;Positive;74.1;;0.445;;3;;0;;;;;
True;Cpd 4: 12.669;12.669;737760;5265885;Positive;74.1;;0.462;;4;;0;;;;;
True;Cpd 5: 18.192;18.192;966991;6627585;Positive;74.1;;0.444;;5;;0;;;;;
True;Cpd 6: 21.073;21.073;514178;3516128;Positive;74.1;;0.437;;6;;0;;;;;
True;Cpd 7: 23.905;23.905;1188032;7872170;Positive;74.1;;0.441;;7;;0;;;;;
True;Cpd 8: 26.646;26.646;626913;4107432;Positive;74.1;;0.445;;8;;0;;;;;
True;Cpd 9: 29.297;29.297;1438268;9118994;Positive;74.1;;0.433;;9;;0;;;;;
True;"Cpd 10: Methyl myristoleate; C15 H28 O2; 30.954";30.954;635688;4117560;Positive;55.1;C15 H28 O2;0.431;71.95;10;Methyl myristoleate;3;56219-06-8;240.209;28.133;-2.82;
True;Cpd 11: 31.828;31.828;751442;4704090;Positive;74.1;;0.425;;11;;0;;;;;
True;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 33.443";33.443;678141;4356281;Positive;55.1;C16 H30 O2;0.425;76.97;12;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-3.66;
True;Cpd 13: 34.264;34.264;2444996;15337371;Positive;74.1;;0.408;;13;;0;;;;;
True;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 35.513";35.513;703202;4511315;Positive;55.1;C17 H32 O2;0.403;73.87;14;11-Hexadecenoic acid, methyl ester;5;55000-42-5;268.24;31.433;-4.079;
True;Cpd 15: 36.572;36.572;799593;4991853;Positive;74.1;;0.42;;15;;0;;;;;
True;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 37.792";37.792;744615;4816190;Positive;55.1;C18 H34 O2;0.435;73.26;16;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;-4.692;
True;"Cpd 17: Methyl stearate; C19 H38 O2; 38.810";38.81;1765332;11055954;Positive;74.1;C19 H38 O2;0.412;70.71;17;Methyl stearate;1;112-61-8;298.287;34.617;-4.193;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.474";39.474;762820;4619720;Positive;55.1;C19 H36 O2;0.301;72.68;18;13-Octadecenoic acid, methyl ester;2;56554-47-3;296.272;34.75;-4.724;
True;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 39.804";39.804;1602807;9889486;Positive;55.1;C19 H36 O2;0.379;73.93;19;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;-5.054;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 40.706";40.706;681060;4015003;Positive;67.1;C19 H34 O2;0.231;87.45;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 40.934;40.934;1721826;11165732;Positive;74.1;;0.404;;21;;0;;;;;
True;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 41.452";41.452;652995;4214771;Positive;67.1;C19 H34 O2;0.411;88.57;22;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 23: Methyl 7,8-octadecadienoate; C19 H34 O2; 42.594";42.594;553998;3512503;Positive;79.1;C19 H34 O2;0.367;72.54;23;Methyl 7,8-octadecadienoate;6;1010336-44-6;294.256;;;
True;Cpd 24: 42.987;42.987;1800402;11037781;Positive;74.1;;0.37;;24;;0;;;;;
True;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 43.361";43.361;527079;3219126;Positive;79.1;C19 H34 O2;0.309;74.23;25;Methyl 8,9-octadecadienoate;7;1000336-45-0;294.256;;;
True;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 43.909";43.909;786792;5221028;Positive;55.1;C21 H40 O2;0.425;73.31;26;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;-5.842;
True;Cpd 27: 44.935;44.935;860619;5568004;Positive;74.1;;0.429;;27;;0;;;;;
