#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 6.278";6.278;392486;2115270;Positive;91.1;C8 H10;0.263;73.02;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 7.861;7.861;146941;567367;Positive;74.09;;0.199;;2;;0;;;;;
True;Cpd 3: 9.922;9.922;813959;2577637;Positive;74.1;;0.243;;3;;0;;;;;
True;Cpd 4: 10.989;10.989;544139;1588879;Positive;74.1;;0.214;;4;;0;;;;;
True;Cpd 5: 12.041;12.04;1322484;3627238;Positive;74.1;;0.19;;5;;0;;;;;
True;Cpd 6: 13.059;13.059;734380;1944901;Positive;74.1;;0.183;;6;;0;;;;;
True;Cpd 7: 14.040;14.04;1640721;4291397;Positive;74.1;;0.21;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.707";14.707;761724;2012287;Positive;55.1;C15 H28 O2;0.183;72.14;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;13.426;
True;"Cpd 9: Methyl 13-methyltetradecanoate; C16 H32 O2; 14.979";14.979;856417;2162715;Positive;74.1;C16 H32 O2;0.177;70.01;9;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;13.604;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.631";15.631;826821;2123612;Positive;55.1;C16 H30 O2;0.207;77.62;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;14.153;
True;Cpd 11: 15.890;15.89;2692050;6962972;Positive;74.1;;0.185;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.402";16.402;841961;2198698;Positive;55.1;C17 H32 O2;0.173;73.48;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;15.032;
True;Cpd 13: 16.744;16.744;938301;2370785;Positive;74.09;;0.181;;13;;0;;;;;
