#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 5.702;5.702;534148;2823272;Positive;74.09;;0.232;;1;;0;;;;;
True;Cpd 2: 7.050;7.05;1045339;4817924;Positive;74.1;;0.295;;2;;0;;;;;
True;Cpd 3: 8.863;8.863;1676875;6036284;Positive;74.1;;0.239;;3;;0;;;;;
True;Cpd 4: 9.853;9.853;999108;3215431;Positive;74.1;;0.218;;4;;0;;;;;
True;Cpd 5: 10.851;10.851;2308419;6798848;Positive;74.1;;0.204;;5;;0;;;;;
True;Cpd 6: 11.836;11.836;1249189;3566519;Positive;74.1;;0.206;;6;;0;;;;;
True;Cpd 7: 12.800;12.8;2779563;7658142;Positive;74.1;;0.19;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 13.462";13.462;1282934;3622913;Positive;55.1;C15 H28 O2;0.21;72.27;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;14.672;
True;Cpd 9: 13.724;13.724;1470228;3940316;Positive;74.1;;0.202;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.375";14.375;1363920;3763534;Positive;55.1;C16 H30 O2;0.206;77.27;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;15.408;
True;Cpd 11: 14.622;14.622;4683540;12679794;Positive;74.1;;0.189;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.137";15.137;1435792;3987949;Positive;55.1;C17 H32 O2;0.21;72.93;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;16.296;
True;Cpd 13: 15.475;15.475;1658525;4394532;Positive;74.1;;0.185;;13;;0;;;;;
True;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 15.982";15.982;1537656;4218018;Positive;55.1;C18 H34 O2;0.189;73.38;14;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;17.118;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.304";16.304;3528949;9494518;Positive;74.1;C37 H77 N O2;0.19;71.06;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.580";16.58;1638486;4461519;Positive;55.1;C19 H36 O2;0.144;73.5;16;13-Octadecenoic acid, methyl ester;5;56554-47-3;296.272;34.75;18.17;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.724";16.724;3328985;9288453;Positive;55.1;C19 H36 O2;0.206;73.76;17;13-Octadecenoic acid, methyl ester;7;56554-47-3;296.272;34.75;18.026;
True;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.046";17.046;1553210;2799030;Positive;67.1;C19 H34 O2;0.063;88.61;18;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 19: 17.087;17.087;3686837;10815642;Positive;74.1;;0.185;;19;;0;;;;;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.372";17.372;1449200;3923934;Positive;67.1;C19 H34 O2;0.2;89.2;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 17.846;17.846;4598085;14137076;Positive;74.1;;0.216;;21;;0;;;;;
True;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.113";18.113;1257841;3463616;Positive;79.1;C19 H34 O2;0.132;76.13;22;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 18.245";18.245;1744261;4961516;Positive;55.1;C21 H40 O2;0.177;73.19;23;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;19.822;
True;Cpd 24: 18.571;18.571;1881829;5205755;Positive;74.09;;0.201;;24;;0;;;;;
True;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.860";18.86;1507044;4251845;Positive;67.1;C15 H26 O2;0.181;81.06;25;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;Cpd 26: 19.284;19.284;5112911;14831283;Positive;74.1;;0.211;;26;;0;;;;;
True;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.552";19.552;1339329;3195308;Positive;79.1;C19 H34 O2;0.071;75;27;Methyl 8,9-octadecadienoate;10;1000336-45-0;294.256;;;
True;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 19.610";19.61;1386061;3050067;Positive;79.1;C19 H34 O2;0.045;73.32;28;Methyl 7,8-octadecadienoate;2;1010336-44-6;294.256;;;
True;Cpd 29: 19.651;19.651;1961859;6240068;Positive;55.1;;0.202;;29;;0;;;;;
True;Cpd 30: 19.952;19.952;1818113;5326098;Positive;74.1;;0.184;;30;;0;;;;;
True;"Cpd 31: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.236";20.236;1479833;3972371;Positive;67.1;C15 H26 O2;0.097;77.87;31;Methyl 12,13-tetradecadienoate;9;1000336-33-7;238.193;;;
True;"Cpd 32: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 20.327";20.327;1162147;3777999;Positive;79.1;C13 H20 N2;0.19;73.01;32;1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-;2;1000221-85-9;204.163;;;
True;Cpd 33: 20.632;20.632;3411876;10811974;Positive;74.09;;0.212;;33;;0;;;;;
True;Cpd 34: 21.011;21.011;1470407;5120875;Positive;55.1;;0.235;;34;;0;;;;;
True;Cpd 35: 21.448;21.448;65517;196072;Positive;149;;0.125;;35;;0;;;;;
True;"Cpd 36: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 22.161";22.161;727729;2931996;Positive;79.1;C13 H18 O;0.25;72.45;36;Oxacyclotetradeca-4,11-diyne;2;6568-32-7;190.136;;;

