#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 5.940;5.94;843434;4005696;Positive;74.09;;0.289;;1;;0;;;;;
True;Cpd 2: 7.317;7.317;1549960;5520000;Positive;74.1;;0.25;;2;;0;;;;;
True;Cpd 3: 8.986;8.986;2280195;6482463;Positive;74.1;;0.186;;3;;0;;;;;
True;Cpd 4: 9.839;9.839;1224217;3187737;Positive;74.1;;0.193;;4;;0;;;;;
True;Cpd 5: 10.680;10.68;2657755;6487104;Positive;74.1;;0.178;;5;;0;;;;;
True;Cpd 6: 11.495;11.495;1356538;3289297;Positive;74.09;;0.152;;6;;0;;;;;
True;Cpd 7: 12.275;12.275;3033170;7106967;Positive;74.1;;0.173;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 12.820";12.82;1376648;3281307;Positive;55.1;C15 H28 O2;0.181;72.44;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;15.314;
True;"Cpd 9: Methyl 13-methyltetradecanoate; C16 H32 O2; 13.026";13.026;1590517;3605926;Positive;74.09;C16 H32 O2;0.169;70.01;9;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;15.558;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.553";13.553;1449213;3383118;Positive;55.1;C16 H30 O2;0.165;76.94;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;16.23;
True;Cpd 11: 13.747;13.747;5037519;11745480;Positive;74.1;;0.155;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 14.167";14.167;1523951;3612196;Positive;55.1;C17 H32 O2;0.173;72.33;12;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;17.266;
True;Cpd 13: 14.427;14.427;1767483;4117948;Positive;74.1;;0.177;;13;;0;;;;;
True;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 14.839";14.839;1675008;3925640;Positive;55.1;C18 H34 O2;0.168;73.37;14;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;18.261;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 15.091";15.091;3939891;9205715;Positive;74.1;C37 H77 N O2;0.18;71.37;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.317";15.317;1772107;4126434;Positive;55.1;C19 H36 O2;0.121;73.34;16;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;19.433;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.437";15.437;3667508;8698583;Positive;55.1;C19 H36 O2;0.173;73.01;17;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;19.313;
True;Cpd 18: 15.717;15.717;4102532;12698354;Positive;74.1;;0.205;;18;;0;;;;;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 15.956";15.956;1489295;3398862;Positive;67.1;C19 H34 O2;0.126;89.76;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 16.323;16.323;5624557;13482111;Positive;74.1;;0.177;;20;;0;;;;;
True;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 16.558";16.558;1319079;2995789;Positive;79.1;C19 H34 O2;0.094;75.58;21;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 16.645";16.645;1910149;4769438;Positive;55.1;C21 H40 O2;0.165;72.8;22;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;21.422;
True;Cpd 23: 16.900;16.9;2111095;5115799;Positive;74.1;;0.173;;23;;0;;;;;
True;"Cpd 24: Methyl 10,11-octadecadienoate; C19 H34 O2; 17.144";17.144;1567669;3942961;Positive;67.1;C19 H34 O2;0.171;79.96;24;Methyl 10,11-octadecadienoate;10;1000336-45-3;294.256;;;
True;Cpd 25: 17.477;17.477;4299945;14276578;Positive;74.1;;0.239;;25;;0;;;;;
True;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.721";17.721;1318278;2943850;Positive;79.1;C19 H34 O2;0.074;75.02;26;Methyl 8,9-octadecadienoate;9;1000336-45-0;294.256;;;
True;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.791";17.791;2699324;8880265;Positive;55.1;C19 H34 O2;0.194;71.29;27;Methyl 8,9-octadecadienoate;3;1000336-45-0;294.256;;;
True;Cpd 28: 18.042;18.042;1701714;4923582;Positive;74.09;;0.198;;28;;0;;;;;
True;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.306";18.306;1330113;3699025;Positive;67.1;C15 H26 O2;0.109;78.07;29;Methyl 12,13-tetradecadienoate;8;1000336-33-7;238.193;;;
True;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 18.409";18.409;1043855;3231653;Positive;79.1;C13 H20 N2;0.173;73.78;30;1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-;2;1000221-85-9;204.163;;;
True;Cpd 31: 18.636;18.636;3062623;9781929;Positive;74.1;;0.23;;31;;0;;;;;
True;Cpd 32: 18.990;18.99;1270754;4550612;Positive;55.1;;0.212;;32;;0;;;;;
True;Cpd 33: 19.472;19.472;60205;188820;Positive;149;;0.12;;33;;0;;;;;
True;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 20.070";20.07;583965;2467989;Positive;79.1;C13 H18 O;0.267;73.51;34;Oxacyclotetradeca-4,11-diyne;1;6568-32-7;190.136;;;

