#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 6.169";6.169;439731;2753699;Positive;91.1;C8 H10;0.37;71.71;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 7.946;7.946;134966;690438;Positive;74.09;;0.264;;2;;0;;;;;
True;Cpd 3: 10.654;10.654;711635;3066193;Positive;74.1;;0.297;;3;;0;;;;;
True;Cpd 4: 12.187;12.187;462598;1839038;Positive;74.1;;0.272;;4;;0;;;;;
True;Cpd 5: 13.754;13.754;1123796;4279648;Positive;74.1;;0.272;;5;;0;;;;;
True;Cpd 6: 15.316;15.316;632645;2322114;Positive;74.1;;0.276;;6;;0;;;;;
True;Cpd 7: 16.853;16.853;1412301;5071060;Positive;74.1;;0.256;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 17.867";17.867;652818;2368900;Positive;55.1;C15 H28 O2;0.267;71.93;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;10.266;
True;Cpd 9: 18.337;18.337;718067;2581063;Positive;74.1;;0.251;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 19.335";19.335;691180;2493170;Positive;55.1;C16 H30 O2;0.251;78.44;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;10.449;
True;Cpd 11: 19.784;19.784;2268145;8183612;Positive;74.1;;0.235;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 20.563";20.563;697542;2526806;Positive;55.1;C17 H32 O2;0.247;72.94;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;10.87;
True;Cpd 13: 21.148;21.148;785174;2768476;Positive;74.1;;0.251;;13;;0;;;;;
True;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 21.919";21.919;749564;2757336;Positive;55.1;C18 H34 O2;0.247;73.47;14;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;11.181;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 22.488";22.488;1629497;5987458;Positive;74.1;C37 H77 N O2;0.251;71.36;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 22.908";22.908;772100;2813989;Positive;55.1;C19 H36 O2;0.213;73.3;16;13-Octadecenoic acid, methyl ester;1;56554-47-3;296.272;34.75;11.842;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 23.123";23.123;1551724;5676184;Positive;55.1;C19 H36 O2;0.256;74.38;17;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;11.627;
True;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 23.646";23.646;724588;2613800;Positive;67.1;C19 H34 O2;0.251;88.4;18;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 24.133";24.133;686091;2462307;Positive;67.1;C19 H34 O2;0.239;89.09;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 20: Methyl 7,8-octadecadienoate; C19 H34 O2; 24.842";24.842;607652;2182767;Positive;79.1;C19 H34 O2;0.148;72.1;20;Methyl 7,8-octadecadienoate;7;1010336-44-6;294.256;;;
True;Cpd 21: 24.982;24.982;1725175;6444844;Positive;74.1;;0.247;;21;;0;;;;;
True;"Cpd 22: Cyclododecyne; C12 H20; 25.299";25.299;589190;2082585;Positive;79.1;C12 H20;0.228;75.54;22;Cyclododecyne;10;1129-90-4;164.157;;;
True;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 25.571";25.571;797288;2872274;Positive;55.1;C21 H40 O2;0.25;74.1;23;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;12.495;
True;Cpd 24: 26.144;26.144;886115;3174276;Positive;74.1;;0.251;;24;;0;;;;;
True;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 26.532";26.532;690977;2551617;Positive;67.1;C15 H26 O2;0.247;79.27;25;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 27.195";27.195;634608;2101230;Positive;79.1;C19 H34 O2;0.115;75.69;26;Methyl 7,8-octadecadienoate;10;1010336-44-6;294.256;;;
True;Cpd 27: 27.298;27.298;1758176;6863973;Positive;74.1;;0.239;;27;;0;;;;;
True;"Cpd 28: Methyl 8,9-octadecadienoate; C19 H34 O2; 27.624";27.624;629875;1929988;Positive;79.1;C19 H34 O2;0.091;75.68;28;Methyl 8,9-octadecadienoate;10;1000336-45-0;294.256;;;
