#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 5.916;5.916;83902;1199420;Positive;84;;0.449;;1;;0;;;;;
True;Cpd 2: 6.633;6.633;450201;3628962;Positive;74.1;;0.376;;2;;0;;;;;
True;Cpd 3: 9.671;9.671;632134;5327180;Positive;74.1;;0.564;;3;;0;;;;;
True;Cpd 4: 14.873;14.873;766529;6561838;Positive;74.1;;0.581;;4;;0;;;;;
True;Cpd 5: 18.162;18.162;393817;3374417;Positive;74.1;;0.552;;5;;0;;;;;
True;Cpd 6: 21.715;21.715;857243;7485692;Positive;74.1;;0.564;;6;;0;;;;;
True;Cpd 7: 25.388;25.388;442277;3825006;Positive;74.1;;0.54;;7;;0;;;;;
True;Cpd 8: 29.081;29.081;993837;8615023;Positive;74.1;;0.552;;8;;0;;;;;
True;"Cpd 9: n-Propyl 9-tetradecenoate; C17 H32 O2; 31.389";31.389;424820;3830710;Positive;55.1;C17 H32 O2;0.581;76.77;9;n-Propyl 9-tetradecenoate;5;1010336-61-7;268.24;31.433;0.044;
True;Cpd 10: 32.704;32.704;511655;4405200;Positive;74.1;;0.577;;10;;0;;;;;
True;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 34.992";34.992;449774;4030492;Positive;55.1;C16 H30 O2;0.598;77.37;11;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-5.209;
True;Cpd 12: 36.262;36.262;1712889;15109886;Positive;74.1;;0.585;;12;;0;;;;;
True;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 38.026";38.026;479673;4296686;Positive;55.1;C17 H32 O2;0.594;73.23;13;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;-6.592;
True;Cpd 14: 39.666;39.666;572846;4831453;Positive;74.1;;0.584;;14;;0;;;;;
True;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 41.406";41.406;518528;4593445;Positive;55.1;C18 H34 O2;0.585;73.56;15;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;-8.306;
True;Cpd 16: 42.997;42.997;1282292;11184111;Positive;74.1;;0.572;;16;;0;;;;;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 43.949";43.949;547278;4574687;Positive;55.1;C19 H36 O2;0.395;73.41;17;13-Octadecenoic acid, methyl ester;1;56554-47-3;296.272;34.75;-9.199;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 44.394";44.394;1142373;10120622;Positive;55.1;C19 H36 O2;0.565;72.66;18;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;-9.644;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 45.763";45.763;458368;3689623;Positive;67.1;C19 H34 O2;0.358;87.12;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 46.175;46.175;1228706;10441619;Positive;74.1;;0.525;;20;;0;;;;;
True;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 46.797";46.797;457040;4127654;Positive;67.1;C19 H34 O2;0.581;88.95;21;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 22: Methyl 7,8-octadecadienoate; C19 H34 O2; 48.459";48.458;384331;3540307;Positive;79.1;C19 H34 O2;0.572;71.64;22;Methyl 7,8-octadecadienoate;7;1010336-44-6;294.256;;;
True;Cpd 23: 49.250;49.25;1366782;11709087;Positive;74.1;;0.408;;23;;0;;;;;
True;"Cpd 24: Methyl 8,9-octadecadienoate; C19 H34 O2; 49.596";49.596;357902;2964088;Positive;79.1;C19 H34 O2;0.37;71.7;24;Methyl 8,9-octadecadienoate;4;1000336-45-0;294.256;;;
True;"Cpd 25: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 50.540";50.54;586646;5361456;Positive;55.1;C21 H40 O2;0.581;74.09;25;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;-12.473;
True;Cpd 26: 52.168;52.168;660714;5827675;Positive;74.1;;0.588;;26;;0;;;;;
True;"Cpd 27: Methyl 12,13-tetradecadienoate; C15 H26 O2; 52.832";52.832;474034;4390202;Positive;67.1;C15 H26 O2;0.568;80.44;27;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 54.353";54.353;402462;3772559;Positive;79.1;C19 H34 O2;0.577;76.89;28;Methyl 7,8-octadecadienoate;10;1010336-44-6;294.256;;;
True;"Cpd 29: Methyl 20-methyl-heneicosanoate; C23 H46 O2; 55.045";55.045;1374951;11460151;Positive;74.1;C23 H46 O2;0.425;70.64;29;Methyl 20-methyl-heneicosanoate;1;1000336-47-4;354.35;40.183;-14.862;
True;"Cpd 30: Methyl 7,8-octadecadienoate; C19 H34 O2; 55.466";55.466;778202;6542032;Positive;79.1;C19 H34 O2;0.35;74.5;30;Methyl 7,8-octadecadienoate;2;1010336-44-6;294.256;;;
True;"Cpd 31: Methyl 11-docosenoate; C23 H44 O2; 56.274";56.274;601767;5694402;Positive;55.1;C23 H44 O2;0.6;70.4;31;Methyl 11-docosenoate;1;1000336-23-0;352.334;41.383;-14.89;
True;Cpd 32: 57.762;57.762;643259;5693940;Positive;74.1;;0.42;;32;;0;;;;;
True;"Cpd 33: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 58.153";58.153;261549;1844880;Positive;79.1;C13 H20 N2;0.223;73.4;33;1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-;2;1000221-85-9;204.163;;;
True;"Cpd 34: Methyl 9,10-octadecadienoate; C19 H34 O2; 58.425";58.425;473813;4119703;Positive;67.1;C19 H34 O2;0.458;79.45;34;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 35: 60.445;60.445;1287876;11759564;Positive;74.1;;0.565;;35;;0;;;;;
True;Cpd 36: 61.616;61.616;567647;5570934;Positive;55.1;;0.631;;36;;0;;;;;
True;"Cpd 37: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 64.699";64.699;250266;2572713;Positive;79.1;C13 H18 O;0.668;76.25;37;Oxacyclotetradeca-4,11-diyne;6;6568-32-7;190.136;;;

