#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.748;6.748;260243;2155017;Positive;84;;0.346;;1;;0;;;;;
True;Cpd 2: 7.453;7.453;57933;378129;Positive;84;;0.26;;2;;0;;;;;
True;Cpd 3: 9.131;9.13;15525;266565;Positive;84;;0.552;;3;;0;;;;;
True;Cpd 4: 10.833;10.833;327396;3428082;Positive;74.1;;0.589;;4;;0;;;;;
True;Cpd 5: 14.477;14.477;5356;126996;Positive;83.99;;0.763;;5;;0;;;;;
True;Cpd 6: 17.939;17.939;413523;3981557;Positive;74.1;;0.622;;6;;0;;;;;
True;Cpd 7: 26.690;26.69;511822;4993635;Positive;74.1;;0.618;;7;;0;;;;;
True;Cpd 8: 31.138;31.138;271236;2557161;Positive;74.1;;0.606;;8;;0;;;;;
True;Cpd 9: 35.470;35.47;629550;5833595;Positive;74.1;;0.589;;9;;0;;;;;
True;Cpd 10: 39.637;39.637;327101;2945598;Positive;74.1;;0.597;;10;;0;;;;;
True;Cpd 11: 43.636;43.636;766463;6815430;Positive;74.1;;0.581;;11;;0;;;;;
True;"Cpd 12: Methyl myristoleate; C15 H28 O2; 46.047";46.047;318088;2935621;Positive;55.1;C15 H28 O2;0.556;71.14;12;Methyl myristoleate;3;56219-06-8;240.209;28.133;-17.914;
True;"Cpd 13: Methyl 13-methyltetradecanoate; C16 H32 O2; 47.452";47.452;390932;3425582;Positive;74.1;C16 H32 O2;0.542;70.23;13;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;-18.869;
True;"Cpd 14: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 49.790";49.79;347620;3134396;Positive;55.1;C16 H30 O2;0.585;77.38;14;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-20.006;
True;Cpd 15: 51.109;51.109;1334580;11865428;Positive;74.1;;0.577;;15;;0;;;;;
True;"Cpd 16: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 52.893";52.893;364706;3289622;Positive;55.1;C17 H32 O2;0.606;72.19;16;11-Hexadecenoic acid, methyl ester;1;55000-42-5;268.24;31.433;-21.46;
True;Cpd 17: 54.592;54.592;427681;3624171;Positive;74.1;;0.516;;17;;0;;;;;
True;"Cpd 18: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 56.331";56.331;391440;3531366;Positive;55.1;C18 H34 O2;0.571;72.34;18;Methyl 9-heptadecenoate or 9-17:1;2;1000336-38-0;282.256;33.1;-23.231;
True;"Cpd 19: Methyl stearate; C19 H38 O2; 57.947";57.947;984174;8737964;Positive;74.1;C19 H38 O2;0.552;71.14;19;Methyl stearate;1;112-61-8;298.287;34.617;-23.33;
True;"Cpd 20: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 58.903";58.903;415568;3555363;Positive;55.1;C19 H36 O2;0.419;71.81;20;13-Octadecenoic acid, methyl ester;1;56554-47-3;296.272;34.75;-24.153;
True;"Cpd 21: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 59.344";59.344;904438;8103952;Positive;55.1;C19 H36 O2;0.591;73.58;21;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;-24.594;
