#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.052;6.052;724926;3764577;Positive;74.1;;0.301;;1;;0;;;;;
True;Cpd 2: 7.560;7.56;1448484;5719661;Positive;74.1;;0.289;;2;;0;;;;;
True;Cpd 3: 9.403;9.403;2315514;7174429;Positive;74.1;;0.206;;3;;0;;;;;
True;Cpd 4: 10.351;10.351;1321402;3860149;Positive;74.1;;0.209;;4;;0;;;;;
True;Cpd 5: 11.287;11.286;2950016;8246840;Positive;74.1;;0.214;;5;;0;;;;;
True;Cpd 6: 12.189;12.189;1585759;4318862;Positive;74.1;;0.206;;6;;0;;;;;
True;Cpd 7: 13.063;13.063;3492189;9200398;Positive;74.1;;0.185;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 13.661";13.661;1580022;4291710;Positive;55.1;C15 H28 O2;0.177;72.82;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;14.473;
True;Cpd 9: 13.896;13.896;1820404;4709538;Positive;74.1;;0.179;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.477";14.477;1687576;4466114;Positive;55.1;C16 H30 O2;0.201;76.61;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;15.306;
True;Cpd 11: 14.695;14.695;5822704;15221993;Positive;74.1;;0.206;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.161";15.161;1774448;4751074;Positive;55.1;C17 H32 O2;0.179;73.23;12;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;16.272;
True;Cpd 13: 15.458;15.458;2077068;5338025;Positive;74.1;;0.181;;13;;0;;;;;
True;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 15.911";15.911;1935360;5104612;Positive;55.1;C18 H34 O2;0.173;73.29;14;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;17.189;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.196";16.196;4508273;11808970;Positive;74.1;C37 H77 N O2;0.19;71.52;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.443";16.443;2084874;5370238;Positive;55.1;C19 H36 O2;0.129;73.69;16;13-Octadecenoic acid, methyl ester;7;56554-47-3;296.272;34.75;18.307;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.575";16.575;4244688;11176426;Positive;55.1;C19 H36 O2;0.181;73.94;17;13-Octadecenoic acid, methyl ester;7;56554-47-3;296.272;34.75;18.175;
True;Cpd 18: 16.892;16.892;4897206;16895990;Positive;74.1;;0.213;;18;;0;;;;;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.152";17.152;1773107;4531885;Positive;67.1;C19 H34 O2;0.178;89.4;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 17.568;17.568;6493332;17609705;Positive;74.1;;0.186;;20;;0;;;;;
True;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.816";17.816;1429450;3366383;Positive;79.1;C19 H34 O2;0.096;75.86;21;Methyl 8,9-octadecadienoate;5;1000336-45-0;294.256;;;
True;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.923";17.923;2252745;5798773;Positive;55.1;C21 H40 O2;0.173;73.73;22;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;20.144;
True;Cpd 23: 18.207;18.207;2575319;6845328;Positive;74.1;;0.198;;23;;0;;;;;
True;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.471";18.471;1952652;5323176;Positive;67.1;C15 H26 O2;0.181;80.32;24;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;Cpd 25: 18.842;18.842;6412613;19185338;Positive;74.1;;0.235;;25;;0;;;;;
True;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.094";19.094;1662232;3752227;Positive;79.1;C19 H34 O2;0.068;74.36;26;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;"Cpd 27: Methyl 12,13-tetradecadienoate; C15 H26 O2; 19.176";19.176;2958080;11715943;Positive;55.1;C15 H26 O2;0.205;71.08;27;Methyl 12,13-tetradecadienoate;2;1000336-33-7;238.193;;;
True;Cpd 28: 19.444;19.444;2437007;7133599;Positive;74.1;;0.203;;28;;0;;;;;
True;"Cpd 29: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.720";19.72;1856714;5147205;Positive;67.1;C19 H34 O2;0.105;77.74;29;Methyl 9,10-octadecadienoate;8;1010336-45-7;294.256;;;
True;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 19.818";19.818;1323062;4528345;Positive;79.1;C13 H20 N2;0.198;73.43;30;1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-;2;1000221-85-9;204.163;;;
True;Cpd 31: 20.083;20.083;4452960;14449764;Positive;74.1;;0.218;;31;;0;;;;;
True;Cpd 32: 20.444;20.444;1891917;6623806;Positive;55.1;;0.21;;32;;0;;;;;
True;Cpd 33: 20.907;20.907;69518;232666;Positive;149;;0.122;;33;;0;;;;;
True;"Cpd 34: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 21.554";21.554;827451;3584409;Positive;79.1;C13 H18 O;0.262;73.86;34;Oxacyclotetradeca-4,11-diyne;4;6568-32-7;190.136;;;

