#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.869;6.869;81784;413193;Positive;84;;0.171;;1;;0;;;;;
True;Cpd 2: 8.015;8.015;31506;322560;Positive;84;;0.407;;2;;0;;;;;
True;Cpd 3: 9.148;9.148;587574;3896524;Positive;74.1;;0.462;;3;;0;;;;;
True;Cpd 4: 13.324;13.324;726775;4407405;Positive;74.1;;0.433;;4;;0;;;;;
True;Cpd 5: 17.986;17.986;978490;5530479;Positive;74.1;;0.374;;5;;0;;;;;
True;"Cpd 6: Methyl 8-methyl-nonanoate; C11 H22 O2; 20.265";20.265;532584;2926427;Positive;74.1;C11 H22 O2;0.358;70.21;6;Methyl 8-methyl-nonanoate;1;1000452-00-9;186.162;20.3;0.035;
True;Cpd 7: 22.462;22.462;1225944;6339045;Positive;74.1;;0.346;;7;;0;;;;;
True;Cpd 8: 24.564;24.564;647951;3362000;Positive;74.1;;0.35;;8;;0;;;;;
True;Cpd 9: 26.566;26.566;1472442;7402398;Positive;74.1;;0.317;;9;;0;;;;;
True;"Cpd 10: Methyl myristoleate; C15 H28 O2; 27.845";27.845;644998;3332239;Positive;55.1;C15 H28 O2;0.334;72.67;10;Methyl myristoleate;3;56219-06-8;240.209;28.133;0.288;
True;"Cpd 11: Methyl 13-methyltetradecanoate; C16 H32 O2; 28.472";28.472;767262;3812877;Positive;74.1;C16 H32 O2;0.334;71.26;11;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;0.111;
True;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 29.721";29.721;698722;3564340;Positive;55.1;C16 H30 O2;0.338;86.14;12;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;0.062;
True;Cpd 13: 30.306;30.306;2555222;12481099;Positive;74.1;;0.322;;13;;0;;;;;
True;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 31.271";31.271;727471;3737954;Positive;55.1;C17 H32 O2;0.341;73;14;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;0.163;
True;Cpd 15: 32.037;32.037;848819;4220817;Positive;74.1;;0.334;;15;;0;;;;;
True;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 32.981";32.981;790442;4067985;Positive;55.1;C18 H34 O2;0.359;75.03;16;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;0.119;
True;"Cpd 17: Methyl stearate; C19 H38 O2; 33.715";33.715;1910191;9444838;Positive;74.1;C19 H38 O2;0.322;70.58;17;Methyl stearate;2;112-61-8;298.287;34.617;0.902;
