#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.589;6.589;25004;127482;Positive;84;;0.157;;1;;0;;;;;
True;Cpd 2: 7.244;7.244;439941;3132029;Positive;74.1;;0.347;;2;;0;;;;;
True;Cpd 3: 9.783;9.783;774488;3531964;Positive;74.1;;0.301;;3;;0;;;;;
True;Cpd 4: 12.739;12.739;1039439;4205396;Positive;74.1;;0.279;;4;;0;;;;;
True;Cpd 5: 14.223;14.223;536251;2097316;Positive;74.1;;0.273;;5;;0;;;;;
True;Cpd 6: 15.661;15.661;1128611;4254074;Positive;74.1;;0.267;;6;;0;;;;;
True;Cpd 7: 17.046;17.046;563210;2075634;Positive;74.1;;0.243;;7;;0;;;;;
True;Cpd 8: 18.373;18.373;1225261;4403759;Positive;74.1;;0.256;;8;;0;;;;;
True;"Cpd 9: Methyl myristoleate; C15 H28 O2; 19.251";19.251;539272;1977971;Positive;55.1;C15 H28 O2;0.247;72.28;9;Methyl myristoleate;3;56219-06-8;240.209;28.133;8.882;
True;Cpd 10: 19.635;19.635;631336;2230168;Positive;74.1;;0.243;;10;;0;;;;;
True;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 20.492";20.492;575092;2057455;Positive;55.1;C16 H30 O2;0.243;77.11;11;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;9.291;
True;Cpd 12: 20.847;20.847;2125906;7464905;Positive;74.1;;0.247;;12;;0;;;;;
True;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 21.523";21.523;599840;2150329;Positive;55.1;C17 H32 O2;0.235;73.08;13;11-Hexadecenoic acid, methyl ester;5;55000-42-5;268.24;31.433;9.911;
True;Cpd 14: 21.997;21.997;732672;2596248;Positive;74.1;;0.256;;14;;0;;;;;
