#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.601;6.601;696949;2851893;Positive;74.1;;0.215;;1;;0;;;;;
True;Cpd 2: 8.395;8.395;1312414;4510186;Positive;74.1;;0.235;;2;;0;;;;;
True;Cpd 3: 10.406;10.406;1903664;5498446;Positive;74.1;;0.21;;3;;0;;;;;
True;Cpd 4: 11.399;11.399;1070355;2929821;Positive;74.1;;0.175;;4;;0;;;;;
True;Cpd 5: 12.360;12.36;2438546;6449178;Positive;74.1;;0.177;;5;;0;;;;;
True;Cpd 6: 13.279;13.279;1311383;3399976;Positive;74.1;;0.202;;6;;0;;;;;
True;Cpd 7: 14.161;14.161;2905371;7359099;Positive;74.1;;0.181;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.763";14.763;1306119;3382512;Positive;55.1;C15 H28 O2;0.181;72.52;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;13.371;
True;Cpd 9: 15.002;15.002;1483456;3737981;Positive;74.1;;0.178;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.587";15.587;1397851;3525310;Positive;55.1;C16 H30 O2;0.185;76.94;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;14.196;
True;Cpd 11: 15.806;15.806;4765369;11840060;Positive;74.1;;0.185;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.271";16.271;1399743;3629291;Positive;55.1;C17 H32 O2;0.175;73.65;12;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;15.162;
True;Cpd 13: 16.568;16.568;1551986;3856623;Positive;74.1;;0.176;;13;;0;;;;;
True;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 17.021";17.021;1440071;3741876;Positive;55.1;C18 H34 O2;0.194;73.1;14;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;16.079;
