#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 6.694";6.694;388600;1802920;Positive;91.1;C8 H10;0.233;73.7;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 8.413;8.413;143648;468091;Positive;74.09;;0.167;;2;;0;;;;;
True;Cpd 3: 10.425;10.425;762581;2119034;Positive;74.09;;0.214;;3;;0;;;;;
True;Cpd 4: 11.418;11.418;487371;1286118;Positive;74.09;;0.181;;4;;0;;;;;
True;Cpd 5: 12.379;12.379;1146439;2930014;Positive;74.1;;0.198;;5;;0;;;;;
True;Cpd 6: 13.302;13.302;636852;1574365;Positive;74.1;;0.185;;6;;0;;;;;
True;Cpd 7: 14.184;14.184;1442200;3457419;Positive;74.1;;0.181;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.782";14.782;648869;1590586;Positive;55.1;C15 H28 O2;0.176;71.61;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;13.352;
True;Cpd 9: 15.021;15.021;738502;1751709;Positive;74.1;;0.173;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.606";15.606;704143;1692848;Positive;55.1;C16 H30 O2;0.172;77.46;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;14.177;
True;Cpd 11: 15.833;15.833;2451246;5756367;Positive;74.1;;0.161;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.290";16.29;724872;1808075;Positive;55.1;C17 H32 O2;0.197;73.32;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;15.143;
True;Cpd 13: 16.591;16.591;853792;2013242;Positive;74.1;;0.18;;13;;0;;;;;
True;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 17.045";17.045;810277;1926077;Positive;55.1;C18 H34 O2;0.177;73.4;14;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;16.055;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.333";17.333;1931339;4592124;Positive;74.1;C37 H77 N O2;0.186;71.72;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;3;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.581";17.58;873076;2116865;Positive;55.1;C19 H36 O2;0.128;73.03;16;13-Octadecenoic acid, methyl ester;3;56554-47-3;296.272;34.75;17.17;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.712";17.712;1736794;4253004;Positive;55.1;C19 H36 O2;0.181;74;17;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;17.038;
True;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.989";17.989;812892;1925842;Positive;67.1;C19 H34 O2;0.173;88.43;18;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.289";18.289;749902;1794769;Positive;67.1;C19 H34 O2;0.173;89.49;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 18.710;18.71;2639918;6892265;Positive;74.1;;0.179;;20;;0;;;;;
True;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 18.949";18.949;627131;1421854;Positive;79.1;C19 H34 O2;0.107;74.56;21;Methyl 8,9-octadecadienoate;10;1000336-45-0;294.256;;;
True;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 19.060";19.06;972681;2235603;Positive;55.1;C21 H40 O2;0.123;73.88;22;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;19.006;
True;Cpd 23: 19.349;19.349;1158572;2750601;Positive;74.1;;0.172;;23;;0;;;;;
True;"Cpd 24: Methyl 10,11-octadecadienoate; C19 H34 O2; 19.609";19.608;848415;2040908;Positive;67.1;C19 H34 O2;0.171;79.61;24;Methyl 10,11-octadecadienoate;10;1000336-45-3;294.256;;;
True;Cpd 25: 19.988;19.988;3057712;7804973;Positive;74.1;;0.186;;25;;0;;;;;
True;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 20.231";20.231;714463;1570536;Positive;79.1;C19 H34 O2;0.066;74.36;26;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;Cpd 27: 20.317;20.317;1176264;4400177;Positive;55.1;;0.206;;27;;0;;;;;
True;Cpd 28: 20.590;20.59;1126552;2918295;Positive;74.1;;0.179;;28;;0;;;;;
True;"Cpd 29: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.862";20.862;838133;2150968;Positive;67.1;C15 H26 O2;0.103;76.11;29;Methyl 12,13-tetradecadienoate;8;1000336-33-7;238.193;;;
True;"Cpd 30: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 20.956";20.956;550482;1623915;Positive;79.1;C13 H20 N2;0.191;74.45;30;1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-;2;1000221-85-9;204.163;;;
True;"Cpd 31: Tetracosanoic acid, methyl ester; C25 H50 O2; 21.233";21.233;2036511;6066834;Positive;74.1;C25 H50 O2;0.21;71.24;31;Tetracosanoic acid, methyl ester;1;2442-49-1;382.381;44.567;23.334;
True;Cpd 32: 21.591;21.591;915301;2773911;Positive;55.1;;0.204;;32;;0;;;;;
True;"Cpd 33: Oxacyclotetradeca-4,11-diyne; C13 H18 O; 22.696";22.696;403330;1467334;Positive;79.1;C13 H18 O;0.249;73.48;33;Oxacyclotetradeca-4,11-diyne;2;6568-32-7;190.136;;;

