#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.841;6.841;1202353;5371639;Positive;74.1;;0.304;;1;;0;;;;;
True;Cpd 2: 8.471;8.471;1964598;6761827;Positive;74.1;;0.239;;2;;0;;;;;
True;Cpd 3: 9.352;9.352;1161355;3594932;Positive;74.1;;0.21;;3;;0;;;;;
True;Cpd 4: 10.243;10.243;2714201;7681233;Positive;74.1;;0.21;;4;;0;;;;;
True;Cpd 5: 11.120;11.12;1471273;4012967;Positive;74.1;;0.185;;5;;0;;;;;
True;Cpd 6: 11.973;11.973;3239481;8639279;Positive;74.1;;0.21;;6;;0;;;;;
True;"Cpd 7: Methyl myristoleate; C15 H28 O2; 12.568";12.568;1479109;4013301;Positive;55.1;C15 H28 O2;0.209;72.9;7;Methyl myristoleate;3;56219-06-8;240.209;28.133;15.565;
True;Cpd 8: 12.798;12.798;1704028;4391492;Positive;74.1;;0.172;;8;;0;;;;;
True;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 13.379";13.379;1598132;4161855;Positive;55.1;C16 H30 O2;0.181;76.75;9;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;16.404;
True;Cpd 10: 13.593;13.593;5520028;14117127;Positive;74.1;;0.184;;10;;0;;;;;
True;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 14.055";14.055;1655822;4408449;Positive;55.1;C17 H32 O2;0.181;73.19;11;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;17.378;
True;Cpd 12: 14.348;14.348;1935977;4961937;Positive;74.1;;0.181;;12;;0;;;;;
True;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 14.801";14.801;1801634;4783460;Positive;55.1;C18 H34 O2;0.206;73.73;13;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;18.299;
True;"Cpd 14: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 15.085";15.085;4238561;11057476;Positive;74.1;C37 H77 N O2;0.19;71.56;14;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 15: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 15.333";15.333;1905629;4974846;Positive;55.1;C19 H36 O2;0.13;73.52;15;13-Octadecenoic acid, methyl ester;5;56554-47-3;296.272;34.75;19.417;
