#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 6.538";6.538;425179;1973087;Positive;91.1;C8 H10;0.267;73.57;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 8.096;8.096;158630;507917;Positive;74.09;;0.196;;2;;0;;;;;
True;Cpd 3: 9.909;9.909;848724;2227884;Positive;74.1;;0.177;;3;;0;;;;;
True;Cpd 4: 10.804;10.804;556049;1374141;Positive;74.09;;0.18;;4;;0;;;;;
True;Cpd 5: 11.670;11.67;1355953;3189970;Positive;74.1;;0.157;;5;;0;;;;;
True;Cpd 6: 12.494;12.494;768651;1759326;Positive;74.1;;0.173;;6;;0;;;;;
True;Cpd 7: 13.285;13.285;1755519;3944158;Positive;74.1;;0.177;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 13.829";13.829;808167;1835893;Positive;55.1;C15 H28 O2;0.167;72.66;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;14.304;
True;Cpd 9: 14.040;14.04;933823;2062137;Positive;74.09;;0.169;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.567";14.567;877862;1967094;Positive;55.1;C16 H30 O2;0.161;77.74;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;15.216;
True;Cpd 11: 14.765;14.765;2988838;6597735;Positive;74.1;;0.169;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.186";15.186;921478;2082858;Positive;55.1;C17 H32 O2;0.175;73.71;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;16.248;
True;Cpd 13: 15.449;15.449;1048989;2261081;Positive;74.1;;0.144;;13;;0;;;;;
True;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 15.862";15.862;985690;2200357;Positive;55.1;C18 H34 O2;0.154;74.27;14;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;17.238;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.117";16.117;2228873;4960145;Positive;74.1;C37 H77 N O2;0.157;71.75;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;3;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.340";16.34;1036557;2302347;Positive;55.1;C19 H36 O2;0.117;73.27;16;13-Octadecenoic acid, methyl ester;1;56554-47-3;296.272;34.75;18.41;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.459";16.459;2049939;4639144;Positive;55.1;C19 H36 O2;0.177;73.41;17;13-Octadecenoic acid, methyl ester;4;56554-47-3;296.272;34.75;18.291;
True;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.707";16.707;970910;2110457;Positive;67.1;C19 H34 O2;0.167;88.47;18;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 16.979";16.979;882825;1979417;Positive;67.1;C19 H34 O2;0.16;89.03;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 17.350;17.35;3136088;6982921;Positive;74.1;;0.173;;20;;0;;;;;
True;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.576";17.576;770869;1700720;Positive;79.1;C19 H34 O2;0.099;75.3;21;Methyl 8,9-octadecadienoate;10;1000336-45-0;294.256;;;
True;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.667";17.667;1045160;2381067;Positive;55.1;C21 H40 O2;0.163;74.17;22;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;20.4;
True;Cpd 23: 17.923;17.923;1129714;2510946;Positive;74.09;;0.169;;23;;0;;;;;
