#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 7.123";7.123;554015;2432347;Positive;91.1;C8 H10;0.259;74.46;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 8.924;8.924;209171;626822;Positive;74.1;;0.202;;2;;0;;;;;
True;Cpd 3: 10.850;10.85;1058869;2700618;Positive;74.1;;0.177;;3;;0;;;;;
True;Cpd 4: 11.768;11.768;658532;1647270;Positive;74.09;;0.181;;4;;0;;;;;
True;Cpd 5: 12.646;12.646;1528490;3689639;Positive;74.1;;0.198;;5;;0;;;;;
True;Cpd 6: 13.483;13.483;863901;1970989;Positive;74.1;;0.176;;6;;0;;;;;
True;Cpd 7: 14.282;14.282;1891996;4288172;Positive;74.1;;0.156;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.827";14.827;866952;1995138;Positive;55.1;C15 H28 O2;0.148;72.4;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;13.307;
True;"Cpd 9: Methyl 13-methyltetradecanoate; C16 H32 O2; 15.037";15.037;992098;2165474;Positive;74.1;C16 H32 O2;0.173;70.06;9;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;13.547;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.569";15.569;922755;2077967;Positive;55.1;C16 H30 O2;0.144;77.19;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;14.215;
True;Cpd 11: 15.766;15.766;3086126;6890540;Positive;74.1;;0.155;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.183";16.183;941033;2121923;Positive;55.1;C17 H32 O2;0.12;73.97;12;11-Hexadecenoic acid, methyl ester;5;55000-42-5;268.24;31.433;15.251;
True;Cpd 13: 16.290;16.29;24927;84330;Positive;87.05;;0.11;;13;;0;;;;;
True;Cpd 14: 16.447;16.446;1068433;2389806;Positive;74.1;;0.177;;14;;0;;;;;
True;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 16.859";16.859;1016146;2303841;Positive;55.1;C18 H34 O2;0.172;73.86;15;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;16.241;
True;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.114";17.114;2363925;5245205;Positive;74.1;C37 H77 N O2;0.173;71.76;16;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;3;124-23-2;567.595;;;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.337";17.337;1067772;2381575;Positive;55.1;C19 H36 O2;0.114;73.75;17;13-Octadecenoic acid, methyl ester;2;56554-47-3;296.272;34.75;17.413;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 17.456";17.456;2136328;4839861;Positive;55.1;C19 H36 O2;0.173;73.86;18;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;17.294;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.708";17.708;979574;2165525;Positive;67.1;C19 H34 O2;0.137;88.85;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.980";17.98;927780;2094012;Positive;67.1;C19 H34 O2;0.172;89.18;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 18.351;18.351;3395309;7615462;Positive;74.1;;0.156;;21;;0;;;;;
