#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 7.593";7.593;724507;3230509;Positive;91.1;C8 H10;0.296;74.49;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 9.819;9.819;252121;850238;Positive;74.1;;0.264;;2;;0;;;;;
True;Cpd 3: 12.222;12.222;1238087;3727171;Positive;74.1;;0.222;;3;;0;;;;;
True;Cpd 4: 13.372;13.372;782940;2282237;Positive;74.1;;0.218;;4;;0;;;;;
True;Cpd 5: 14.472;14.472;1904590;5227035;Positive;74.1;;0.214;;5;;0;;;;;
True;Cpd 6: 15.519;15.519;1047230;2817131;Positive;74.1;;0.203;;6;;0;;;;;
True;Cpd 7: 16.521;16.521;2339147;6161036;Positive;74.1;;0.206;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 17.193";17.193;1058494;2825523;Positive;55.1;C15 H28 O2;0.181;71.96;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;10.941;
True;Cpd 9: 17.469;17.469;1198721;3118028;Positive;74.1;;0.184;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 18.124";18.124;1144309;3016994;Positive;55.1;C16 H30 O2;0.189;77.42;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;11.659;
True;Cpd 11: 18.388;18.388;3773207;9938167;Positive;74.1;;0.194;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 18.899";18.899;1176906;3149705;Positive;55.1;C17 H32 O2;0.185;73.24;12;11-Hexadecenoic acid, methyl ester;5;55000-42-5;268.24;31.433;12.534;
True;Cpd 13: 19.241;19.241;1323533;3415937;Positive;74.1;;0.205;;13;;0;;;;;
True;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 19.748";19.748;1272170;3287242;Positive;55.1;C18 H34 O2;0.185;73.77;14;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;13.352;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 20.086";20.086;2736270;7266494;Positive;74.1;C37 H77 N O2;0.198;71.61;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;3;124-23-2;567.595;;;
