#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 7.881";7.881;512451;2537606;Positive;91.1;C8 H10;0.354;74.82;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 10.416;10.416;177622;655796;Positive;74.09;;0.235;;2;;0;;;;;
True;Cpd 3: 13.145;13.145;875808;2910891;Positive;74.1;;0.239;;3;;0;;;;;
True;Cpd 4: 14.460;14.46;562976;1774842;Positive;74.09;;0.233;;4;;0;;;;;
True;Cpd 5: 15.721;15.721;1372035;4120018;Positive;74.1;;0.218;;5;;0;;;;;
True;Cpd 6: 16.916;16.916;753571;2258426;Positive;74.1;;0.235;;6;;0;;;;;
True;Cpd 7: 18.066;18.066;1716481;4986228;Positive;74.1;;0.198;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 18.821";18.821;786936;2313838;Positive;55.1;C15 H28 O2;0.225;72.27;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;9.313;
True;Cpd 9: 19.151;19.151;908770;2562345;Positive;74.1;;0.21;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 19.893";19.893;858966;2472063;Positive;55.1;C16 H30 O2;0.197;77.65;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;9.891;
True;Cpd 11: 20.198;20.198;2829612;8186983;Positive;74.1;;0.218;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 20.779";20.779;891531;2577357;Positive;55.1;C17 H32 O2;0.189;73.21;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;10.655;
True;Cpd 13: 21.179;21.179;992524;2791001;Positive;74.1;;0.214;;13;;0;;;;;
True;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 21.752";21.752;934065;2650130;Positive;55.1;C18 H34 O2;0.185;73.28;14;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;11.348;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 22.143";22.143;2123866;6065665;Positive;74.1;C37 H77 N O2;0.201;71.62;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 22.448";22.448;968647;2837354;Positive;55.1;C19 H36 O2;0.161;73.61;16;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;12.302;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 22.613";22.613;1920992;5725408;Positive;55.1;C19 H36 O2;0.218;73.64;17;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;12.137;
