#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: p-Xylene; C8 H10; 6.439";6.439;308063;1758876;Positive;91.1;C8 H10;0.322;71.68;1;p-Xylene;10;106-42-3;106.078;15.117;8.678;
True;Cpd 2: 8.203;8.203;108112;446647;Positive;74.07;;0.213;;2;;0;;;;;
True;Cpd 3: 10.532;10.532;587771;1999785;Positive;74.1;;0.246;;3;;0;;;;;
True;Cpd 4: 11.744;11.744;383256;1226468;Positive;74.1;;0.239;;4;;0;;;;;
True;Cpd 5: 12.943;12.943;931106;2812462;Positive;74.1;;0.214;;5;;0;;;;;
True;Cpd 6: 14.106;14.106;508760;1502690;Positive;74.1;;0.21;;6;;0;;;;;
True;Cpd 7: 15.231;15.231;1136544;3278056;Positive;74.1;;0.206;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 15.985";15.985;516148;1519674;Positive;55.1;C15 H28 O2;0.21;71.55;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;12.148;
True;Cpd 9: 16.303;16.303;587149;1664500;Positive;74.09;;0.21;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 17.045";17.045;553804;1594923;Positive;55.1;C16 H30 O2;0.202;77.84;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;12.739;
True;Cpd 11: 17.341;17.341;1897815;5343172;Positive;74.1;;0.21;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 17.923";17.923;585235;1674315;Positive;55.1;C17 H32 O2;0.209;72.49;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;13.511;
True;Cpd 13: 18.322;18.322;649679;1816101;Positive;74.1;;0.206;;13;;0;;;;;
True;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 18.891";18.891;611964;1747057;Positive;55.1;C18 H34 O2;0.202;73.64;14;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;14.209;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 19.275";19.275;1398622;3978928;Positive;74.1;C37 H77 N O2;0.206;71.67;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 19.588";19.588;645933;1841829;Positive;55.1;C19 H36 O2;0.16;73.34;16;13-Octadecenoic acid, methyl ester;1;56554-47-3;296.272;34.75;15.162;
