#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 5.952;5.952;139404;787428;Positive;84;;0.173;;1;;0;;;;;
True;Cpd 2: 6.736;6.736;57569;591975;Positive;83.99;;0.391;;2;;0;;;;;
True;Cpd 3: 7.618;7.618;685532;5094472;Positive;74.1;;0.437;;3;;0;;;;;
True;Cpd 4: 11.818;11.818;978487;7983137;Positive;74.1;;0.532;;4;;0;;;;;
True;Cpd 5: 18.351;18.351;1168502;9939057;Positive;74.1;;0.565;;5;;0;;;;;
True;Cpd 6: 22.156;22.156;609923;5312830;Positive;74.1;;0.565;;6;;0;;;;;
True;Cpd 7: 26.088;26.088;1325634;11429227;Positive;74.1;;0.528;;7;;0;;;;;
True;Cpd 8: 30.004;30.004;699445;5913831;Positive;74.1;;0.556;;8;;0;;;;;
True;Cpd 9: 33.862;33.862;1527248;12839678;Positive;74.1;;0.54;;9;;0;;;;;
True;"Cpd 10: Methyl myristoleate; C15 H28 O2; 36.220";36.22;682087;5939351;Positive;55.1;C15 H28 O2;0.561;71.65;10;Methyl myristoleate;3;56219-06-8;240.209;28.133;-8.087;
True;"Cpd 11: Methyl 13-methyltetradecanoate; C16 H32 O2; 37.584";37.584;788922;6578089;Positive;74.09;C16 H32 O2;0.561;70.65;11;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;-9.001;
True;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 39.909";39.909;722012;6158796;Positive;55.1;C16 H30 O2;0.535;77.88;12;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-10.126;
True;Cpd 13: 41.220;41.22;2462182;20821743;Positive;74.1;;0.523;;13;;0;;;;;
True;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 42.976";42.976;727487;6225371;Positive;55.1;C17 H32 O2;0.569;73.32;14;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;-11.543;
True;Cpd 15: 44.658;44.658;831433;6758713;Positive;74.09;;0.528;;15;;0;;;;;
True;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 46.389";46.389;778527;6627056;Positive;55.1;C18 H34 O2;0.561;72.66;16;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;-13.289;
True;"Cpd 17: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 48.009";48.009;1784525;15006361;Positive;74.1;C37 H77 N O2;0.552;70.63;17;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 48.949";48.949;796494;6518140;Positive;55.1;C19 H36 O2;0.428;72.52;18;13-Octadecenoic acid, methyl ester;3;56554-47-3;296.272;34.75;-14.199;
True;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 49.406";49.406;1638390;13608789;Positive;55.1;C19 H36 O2;0.525;72.95;19;13-Octadecenoic acid, methyl ester;4;56554-47-3;296.272;34.75;-14.656;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 50.771";50.771;710055;5613685;Positive;67.1;C19 H34 O2;0.387;87.07;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 51.195;51.195;1687866;13694371;Positive;74.1;;0.508;;21;;0;;;;;
