#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.414;6.414;543775;4188352;Positive;74.1;;0.377;;1;;0;;;;;
True;Cpd 2: 8.929;8.929;826356;6103150;Positive;74.1;;0.499;;2;;0;;;;;
True;Cpd 3: 12.902;12.902;1114347;7514442;Positive;74.1;;0.465;;3;;0;;;;;
True;Cpd 4: 15.281;15.281;603376;3929656;Positive;74.1;;0.425;;4;;0;;;;;
True;Cpd 5: 17.779;17.779;1318045;8429552;Positive;74.1;;0.428;;5;;0;;;;;
True;"Cpd 6: Methyl 8-methyl-nonanoate; C11 H22 O2; 20.310";20.31;694114;4387522;Positive;74.1;C11 H22 O2;0.42;71.85;6;Methyl 8-methyl-nonanoate;1;1000452-00-9;186.162;20.3;-0.01;
True;Cpd 7: 22.824;22.824;1540516;9618682;Positive;74.1;;0.408;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 24.440";24.44;680932;4377776;Positive;55.1;C15 H28 O2;0.431;72.33;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;3.694;
True;Cpd 9: 25.272;25.272;795857;4944169;Positive;74.1;;0.429;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 26.868";26.868;722069;4613794;Positive;55.1;C16 H30 O2;0.437;76.96;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;2.916;
True;Cpd 11: 27.663;27.663;2579149;16088552;Positive;74.1;;0.416;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 28.900";28.9;756276;4792207;Positive;55.1;C17 H32 O2;0.429;72.93;12;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;2.534;
True;Cpd 13: 29.947;29.947;863528;5339086;Positive;74.1;;0.411;;13;;0;;;;;
True;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 31.159";31.159;804028;5128208;Positive;55.1;C18 H34 O2;0.429;73.57;14;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;1.941;
