#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: 1-Cycloocten-5-yne, (Z)-; C8 H10; 7.333";7.333;558635;3782327;Positive;91.1;C8 H10;0.401;73.23;1;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 2: 10.619;10.618;155671;920104;Positive;74.09;;0.305;;2;;0;;;;;
True;Cpd 3: 15.429;15.429;701527;4107071;Positive;74.1;;0.412;;3;;0;;;;;
True;Cpd 4: 18.100;18.1;431487;2465179;Positive;74.1;;0.404;;4;;0;;;;;
True;Cpd 5: 20.812;20.812;1014941;5629630;Positive;74.1;;0.383;;5;;0;;;;;
True;Cpd 6: 23.475;23.475;547497;2995846;Positive;74.1;;0.396;;6;;0;;;;;
True;Cpd 7: 26.088;26.088;1221207;6555455;Positive;74.1;;0.359;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 27.721";27.721;552364;3027233;Positive;55.1;C15 H28 O2;0.375;71.74;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;0.413;
True;"Cpd 9: Methyl 13-methyltetradecanoate; C16 H32 O2; 28.590";28.59;618758;3312820;Positive;74.1;C16 H32 O2;0.359;88;9;Methyl 13-methyltetradecanoate;6;1000424-50-7;256.24;28.583;-0.007;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 30.194";30.194;590601;3187480;Positive;55.1;C16 H30 O2;0.379;78.26;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-0.41;
True;Cpd 11: 31.031;31.03;1909177;10651599;Positive;74.1;;0.379;;11;;0;;;;;
