#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 5.810;5.81;562026;3046001;Positive;74.09;;0.262;;1;;0;;;;;
True;Cpd 2: 7.298;7.298;1050373;5057206;Positive;74.1;;0.329;;2;;0;;;;;
True;Cpd 3: 9.334;9.334;1673325;6383255;Positive;74.1;;0.275;;3;;0;;;;;
True;Cpd 4: 10.455;10.455;976762;3379564;Positive;74.09;;0.243;;4;;0;;;;;
True;Cpd 5: 11.593;11.593;2236377;7234428;Positive;74.1;;0.243;;5;;0;;;;;
True;Cpd 6: 12.714;12.714;1197016;3744847;Positive;74.1;;0.239;;6;;0;;;;;
True;Cpd 7: 13.814;13.814;2595110;7870777;Positive;74.1;;0.214;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 14.565";14.565;1198890;3710249;Positive;55.1;C15 H28 O2;0.218;72.42;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;13.568;
True;Cpd 9: 14.876;14.876;1342496;4003704;Positive;74.1;;0.188;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 15.607";15.607;1265775;3836109;Positive;55.1;C16 H30 O2;0.235;77.52;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;14.176;
True;Cpd 11: 15.900;15.9;4319573;12871150;Positive;74.1;;0.21;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 16.481";16.481;1324219;4038211;Positive;55.1;C17 H32 O2;0.23;73.72;12;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;14.952;
True;Cpd 13: 16.879;16.879;1477847;4407431;Positive;74.1;;0.181;;13;;0;;;;;
True;"Cpd 14: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 17.450";17.45;1425828;4194930;Positive;55.1;C18 H34 O2;0.211;73.55;14;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;15.65;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 17.825";17.825;3323962;9777557;Positive;74.1;C37 H77 N O2;0.214;71.4;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 18.140";18.14;1515926;4486227;Positive;55.1;C19 H36 O2;0.154;73.16;16;13-Octadecenoic acid, methyl ester;2;56554-47-3;296.272;34.75;16.61;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 18.303";18.303;3083668;9441677;Positive;55.1;C19 H36 O2;0.214;73.59;17;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;16.447;
True;"Cpd 18: Methyl 9,10-octadecadienoate; C19 H34 O2; 18.666";18.666;1400908;3171144;Positive;67.1;C19 H34 O2;0.082;88.53;18;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 19: 18.728;18.728;3413295;10883935;Positive;74.1;;0.169;;19;;0;;;;;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.038";19.038;1335181;3925218;Positive;67.1;C19 H34 O2;0.194;89.3;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 19.598;19.598;3898604;14769765;Positive;74.1;;0.251;;21;;0;;;;;
True;"Cpd 22: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.882";19.882;1147995;3419205;Positive;79.1;C19 H34 O2;0.155;76.14;22;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;"Cpd 23: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 20.043";20.043;1649966;5084137;Positive;55.1;C21 H40 O2;0.21;74.25;23;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;18.024;
True;Cpd 24: 20.426;20.426;1854336;5657405;Positive;74.1;;0.213;;24;;0;;;;;
True;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 20.739";20.739;1434246;4412479;Positive;67.1;C15 H26 O2;0.205;80.68;25;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;Cpd 26: 21.238;21.238;4928484;15976830;Positive;74.1;;0.218;;26;;0;;;;;
True;"Cpd 27: Methyl 8,9-octadecadienoate; C19 H34 O2; 21.531";21.531;1313391;3426847;Positive;79.1;C19 H34 O2;0.084;75.16;27;Methyl 8,9-octadecadienoate;9;1000336-45-0;294.256;;;
True;"Cpd 28: Methyl 7,8-octadecadienoate; C19 H34 O2; 21.588";21.588;1333987;3748496;Positive;79.1;C19 H34 O2;0.062;72.95;28;Methyl 7,8-octadecadienoate;2;1010336-44-6;294.256;;;
True;Cpd 29: 21.659;21.658;1848017;6347492;Positive;55.1;;0.19;;29;;0;;;;;
True;Cpd 30: 22.005;22.005;1841988;5850210;Positive;74.1;;0.21;;30;;0;;;;;
True;"Cpd 31: Methyl 9,10-octadecadienoate; C19 H34 O2; 22.314";22.314;1483788;4108240;Positive;67.1;C19 H34 O2;0.091;77.96;31;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
