#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.654;6.654;110608;583840;Positive;84;;0.201;;1;;0;;;;;
True;Cpd 2: 7.644;7.644;34816;176898;Positive;71.1;;0.169;;2;;0;;;;;
True;Cpd 3: 8.608;8.608;753062;4469357;Positive;74.1;;0.419;;3;;0;;;;;
True;Cpd 4: 10.735;10.735;10154;134655;Positive;84;;0.441;;4;;0;;;;;
True;Cpd 5: 12.062;12.062;979834;4995482;Positive;74.1;;0.363;;5;;0;;;;;
True;Cpd 6: 15.838;15.838;1206891;5682798;Positive;74.1;;0.317;;6;;0;;;;;
True;Cpd 7: 17.672;17.672;615435;2807458;Positive;74.1;;0.3;;7;;0;;;;;
True;Cpd 8: 19.432;19.432;1322393;5794732;Positive;74.1;;0.28;;8;;0;;;;;
True;Cpd 9: 21.110;21.11;678337;2937553;Positive;74.1;;0.296;;9;;0;;;;;
True;Cpd 10: 22.715;22.715;1535184;6361032;Positive;74.1;;0.284;;10;;0;;;;;
True;"Cpd 11: Methyl myristoleate; C15 H28 O2; 23.752";23.752;665976;2877120;Positive;55.1;C15 H28 O2;0.322;72.14;11;Methyl myristoleate;3;56219-06-8;240.209;28.133;4.381;
True;Cpd 12: 24.239;24.239;785436;3278017;Positive;74.1;;0.301;;12;;0;;;;;
True;"Cpd 13: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 25.253";25.253;725150;3060085;Positive;55.1;C16 H30 O2;0.297;76.66;13;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;4.531;
True;Cpd 14: 25.702;25.702;2583798;10651259;Positive;74.1;;0.284;;14;;0;;;;;
True;"Cpd 15: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 26.493";26.493;745089;3196743;Positive;55.1;C17 H32 O2;0.305;73.56;15;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;4.94;
True;Cpd 16: 27.087;27.087;869734;3604086;Positive;74.1;;0.272;;16;;0;;;;;
True;"Cpd 17: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 27.862";27.862;795780;3503875;Positive;55.1;C18 H34 O2;0.296;73.81;17;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;5.238;
True;"Cpd 18: Methyl stearate; C19 H38 O2; 28.422";28.422;1969761;8075906;Positive;74.1;C19 H38 O2;0.268;71.19;18;Methyl stearate;1;112-61-8;298.287;34.617;6.194;
True;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 28.851";28.851;861787;3623309;Positive;55.1;C19 H36 O2;0.214;73.42;19;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;5.899;
True;"Cpd 20: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 29.065";29.065;1831834;7811703;Positive;55.1;C19 H36 O2;0.272;74.47;20;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;5.685;
True;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 29.593";29.593;747591;2669339;Positive;67.1;C19 H34 O2;0.124;87.94;21;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 22: 29.692;29.692;2028804;8898734;Positive;74.1;;0.276;;22;;0;;;;;
True;"Cpd 23: Methyl 9,10-octadecadienoate; C19 H34 O2; 30.084";30.084;719605;3022759;Positive;67.1;C19 H34 O2;0.261;88.63;23;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 24: Methyl .gamma.-linolenate; C19 H32 O2; 30.793";30.793;613839;2398623;Positive;79.1;C19 H32 O2;0.14;72.65;24;Methyl .gamma.-linolenate;6;16326-32-2;292.24;35.017;4.224;
True;Cpd 25: 30.920;30.92;2245063;9594710;Positive;74.1;;0.268;;25;;0;;;;;
True;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 31.254";31.254;606703;2498073;Positive;79.1;C19 H34 O2;0.214;75.05;26;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
