#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.134;6.134;38840;362910;Positive;84;;0.313;;1;;0;;;;;
True;Cpd 2: 6.703;6.703;559039;3563942;Positive;74.1;;0.341;;2;;0;;;;;
True;Cpd 3: 9.094;9.094;962253;5220656;Positive;74.1;;0.392;;3;;0;;;;;
True;Cpd 4: 12.235;12.235;1389286;6455647;Positive;74.1;;0.313;;4;;0;;;;;
True;Cpd 5: 13.904;13.904;772885;3447108;Positive;74.1;;0.301;;5;;0;;;;;
True;Cpd 6: 15.567;15.567;1708392;7438030;Positive;74.1;;0.304;;6;;0;;;;;
True;Cpd 7: 17.189;17.189;919057;3870719;Positive;74.1;;0.284;;7;;0;;;;;
True;Cpd 8: 18.759;18.759;2029883;8326740;Positive;74.1;;0.276;;8;;0;;;;;
True;"Cpd 9: Methyl myristoleate; C15 H28 O2; 19.790";19.79;906778;3809968;Positive;55.1;C15 H28 O2;0.303;72.86;9;Methyl myristoleate;3;56219-06-8;240.209;28.133;8.343;
True;Cpd 10: 20.264;20.264;1053836;4340209;Positive;74.1;;0.28;;10;;0;;;;;
True;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 21.274";21.274;970021;4074128;Positive;55.1;C16 H30 O2;0.272;77.06;11;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;8.509;
True;Cpd 12: 21.715;21.715;3491460;14240792;Positive;74.1;;0.28;;12;;0;;;;;
True;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 22.507";22.507;1024041;4344678;Positive;55.1;C17 H32 O2;0.308;73.37;13;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;8.927;
True;Cpd 14: 23.096;23.096;1228211;4998599;Positive;74.1;;0.276;;14;;0;;;;;
True;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 23.871";23.871;1144240;4847903;Positive;55.1;C18 H34 O2;0.28;73.99;15;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;9.229;
True;"Cpd 16: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 24.435";24.435;2756645;11268851;Positive;74.1;C37 H77 N O2;0.264;71.49;16;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 24.861";24.861;1223591;5096318;Positive;55.1;C19 H36 O2;0.214;74.02;17;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;9.889;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 25.075";25.075;2561654;10849531;Positive;55.1;C19 H36 O2;0.28;73.59;18;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;9.675;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 25.600";25.6;1111076;3834569;Positive;67.1;C19 H34 O2;0.12;88.87;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 25.703;25.703;2905944;12420331;Positive;74.1;;0.26;;20;;0;;;;;
True;"Cpd 21: Methyl 9,10-octadecadienoate; C19 H34 O2; 26.089";26.089;1025721;4199946;Positive;67.1;C19 H34 O2;0.264;88.94;21;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 22: Aureonitol; C13 H18 O2; 26.798";26.798;895261;3538557;Positive;79.1;C13 H18 O2;0.14;73.99;22;Aureonitol;7;71774-51-1;206.131;26.817;0.019;
True;Cpd 23: 26.930;26.93;3237247;13539456;Positive;74.1;;0.268;;23;;0;;;;;
