#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 5.940;5.94;203697;1610022;Positive;84;;0.289;;1;;0;;;;;
True;Cpd 2: 6.757;6.757;24907;346684;Positive;84;;0.383;;2;;0;;;;;
True;Cpd 3: 7.606;7.606;431878;3541632;Positive;74.1;;0.436;;3;;0;;;;;
True;Cpd 4: 11.785;11.785;605606;5171786;Positive;74.1;;0.601;;4;;0;;;;;
True;Cpd 5: 18.323;18.323;716319;6394608;Positive;74.1;;0.577;;5;;0;;;;;
True;Cpd 6: 22.119;22.119;372798;3319587;Positive;74.1;;0.581;;6;;0;;;;;
True;Cpd 7: 26.047;26.047;819342;7444367;Positive;74.1;;0.594;;7;;0;;;;;
True;Cpd 8: 29.976;29.976;423884;3697851;Positive;74.1;;0.542;;8;;0;;;;;
True;Cpd 9: 33.821;33.821;954792;8388874;Positive;74.1;;0.581;;9;;0;;;;;
True;"Cpd 10: Methyl myristoleate; C15 H28 O2; 36.196";36.196;391878;3241854;Positive;55.1;C15 H28 O2;0.365;71.95;10;Methyl myristoleate;3;56219-06-8;240.209;28.133;-8.062;
True;Cpd 11: 37.560;37.56;487703;4289511;Positive;74.1;;0.548;;11;;0;;;;;
True;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 39.877";39.877;434385;3933464;Positive;55.1;C16 H30 O2;0.585;77.34;12;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-10.093;
True;Cpd 13: 41.171;41.171;1639521;14467883;Positive;74.1;;0.577;;13;;0;;;;;
True;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 42.947";42.947;454796;4123171;Positive;55.1;C17 H32 O2;0.602;73.07;14;11-Hexadecenoic acid, methyl ester;4;55000-42-5;268.24;31.433;-11.514;
True;Cpd 15: 44.613;44.613;536309;4539652;Positive;74.1;;0.517;;15;;0;;;;;
True;"Cpd 16: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 46.365";46.365;472781;3741784;Positive;55.1;C18 H34 O2;0.335;73.16;16;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;-13.265;
True;Cpd 17: 47.968;47.968;1229837;10872255;Positive;74.1;;0.585;;17;;0;;;;;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 48.924";48.924;521689;4470684;Positive;55.1;C19 H36 O2;0.415;72.38;18;13-Octadecenoic acid, methyl ester;1;56554-47-3;296.272;34.75;-14.174;
True;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 49.370";49.37;1109511;9910353;Positive;55.1;C19 H36 O2;0.585;73.16;19;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;-14.62;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 50.742";50.742;448411;3636521;Positive;67.1;C19 H34 O2;0.385;87.06;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 51.150;51.15;1191792;9690303;Positive;74.1;;0.393;;21;;0;;;;;
True;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 51.773";51.773;433193;3806054;Positive;67.1;C19 H34 O2;0.472;88.3;22;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 23: Methyl .gamma.-linolenate; C19 H32 O2; 53.430";53.43;371342;3469514;Positive;79.1;C19 H32 O2;0.639;72.13;23;Methyl .gamma.-linolenate;8;16326-32-2;292.24;35.017;-18.413;
True;Cpd 24: 54.238;54.238;1369307;11623045;Positive;74.1;;0.398;;24;;0;;;;;
True;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 54.588";54.588;334866;2646155;Positive;79.1;C19 H34 O2;0.343;72.52;25;Methyl 8,9-octadecadienoate;5;1000336-45-0;294.256;;;
True;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 55.532";55.532;589830;5371994;Positive;55.1;C21 H40 O2;0.577;73.84;26;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;-17.465;
True;Cpd 27: 57.160;57.16;661822;5897355;Positive;74.1;;0.615;;27;;0;;;;;
True;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 57.820";57.82;465122;4129828;Positive;67.1;C15 H26 O2;0.467;81.13;28;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
