#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.197;6.197;69292;351192;Positive;84;;0.181;;1;;0;;;;;
True;Cpd 2: 7.050;7.05;27772;273971;Positive;84;;0.338;;2;;0;;;;;
True;Cpd 3: 7.912;7.912;458663;3642027;Positive;74.1;;0.407;;3;;0;;;;;
True;Cpd 4: 11.403;11.403;704267;4236765;Positive;74.1;;0.4;;4;;0;;;;;
True;Cpd 5: 15.690;15.69;955209;5341339;Positive;74.1;;0.379;;5;;0;;;;;
True;Cpd 6: 17.883;17.883;526768;2844850;Positive;74.1;;0.363;;6;;0;;;;;
True;Cpd 7: 20.026;20.026;1186354;6182077;Positive;74.1;;0.363;;7;;0;;;;;
True;Cpd 8: 22.100;22.1;637665;3264951;Positive;74.1;;0.334;;8;;0;;;;;
True;Cpd 9: 24.086;24.086;1459211;7217168;Positive;74.1;;0.313;;9;;0;;;;;
True;"Cpd 10: Methyl myristoleate; C15 H28 O2; 25.356";25.356;637803;3282929;Positive;55.1;C15 H28 O2;0.354;71.65;10;Methyl myristoleate;3;56219-06-8;240.209;28.133;2.777;
True;Cpd 11: 25.983;25.983;766590;3766515;Positive;74.1;;0.329;;11;;0;;;;;
True;"Cpd 12: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 27.223";27.223;692744;3543696;Positive;55.1;C16 H30 O2;0.363;76.93;12;Methyl (Z)-10-pentadecenoate;2;1000426-92-2;254.225;29.783;2.56;
True;Cpd 13: 27.809;27.809;2532515;12479571;Positive;74.1;;0.346;;13;;0;;;;;
True;"Cpd 14: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 28.773";28.773;740604;3718204;Positive;55.1;C17 H32 O2;0.334;74;14;11-Hexadecenoic acid, methyl ester;5;55000-42-5;268.24;31.433;2.66;
True;Cpd 15: 29.536;29.536;850083;4233870;Positive;74.1;;0.354;;15;;0;;;;;
True;"Cpd 16: Methyl 8-heptadecenoate; C18 H34 O2; 30.484";30.484;801875;4046476;Positive;55.1;C18 H34 O2;0.35;72.61;16;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;2.616;
True;"Cpd 17: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 31.213";31.213;1911092;9507680;Positive;74.1;C37 H77 N O2;0.346;71.3;17;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 31.733";31.733;848089;4252545;Positive;55.1;C19 H36 O2;0.256;72.92;18;13-Octadecenoic acid, methyl ester;3;56554-47-3;296.272;34.75;3.017;
True;"Cpd 19: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 31.993";31.993;1796505;9237929;Positive;55.1;C19 H36 O2;0.346;74.05;19;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;2.757;
True;"Cpd 20: Methyl 9,10-octadecadienoate; C19 H34 O2; 32.660";32.66;740609;3363458;Positive;67.1;C19 H34 O2;0.165;87.96;20;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 21: 32.804;32.804;1964987;10022855;Positive;74.1;;0.322;;21;;0;;;;;
True;"Cpd 22: Methyl 9,10-octadecadienoate; C19 H34 O2; 33.250";33.25;706102;3468873;Positive;67.1;C19 H34 O2;0.292;88.72;22;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;"Cpd 23: Methyl 8,9-octadecadienoate; C19 H34 O2; 34.119";34.119;585710;2722854;Positive;79.1;C19 H34 O2;0.207;73.06;23;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;Cpd 24: 34.338;34.338;2097685;9980257;Positive;74.1;;0.309;;24;;0;;;;;
True;"Cpd 25: Methyl 8,9-octadecadienoate; C19 H34 O2; 34.696";34.696;596449;2955866;Positive;79.1;C19 H34 O2;0.294;75.53;25;Methyl 8,9-octadecadienoate;9;1000336-45-0;294.256;;;
True;"Cpd 26: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 35.063";35.063;908559;4725799;Positive;55.1;C21 H40 O2;0.35;73.51;26;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;3.003;
True;Cpd 27: 35.801;35.801;1009456;5203996;Positive;74.1;;0.338;;27;;0;;;;;
True;"Cpd 28: Methyl 12,13-tetradecadienoate; C15 H26 O2; 36.255";36.254;736317;3866815;Positive;67.1;C15 H26 O2;0.342;80.94;28;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;"Cpd 29: Methyl 7,8-octadecadienoate; C19 H34 O2; 37.071";37.071;633342;3031518;Positive;79.1;C19 H34 O2;0.169;77.54;29;Methyl 7,8-octadecadienoate;10;1010336-44-6;294.256;;;
