#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 6.055;6.055;564423;2688002;Positive;74.1;;0.274;;1;;0;;;;;
True;Cpd 2: 7.568;7.568;1099092;4293165;Positive;74.1;;0.268;;2;;0;;;;;
True;Cpd 3: 9.407;9.407;1759011;5392774;Positive;74.1;;0.234;;3;;0;;;;;
True;Cpd 4: 10.355;10.355;1008034;2853268;Positive;74.1;;0.206;;4;;0;;;;;
True;Cpd 5: 11.290;11.29;2251640;6067369;Positive;74.1;;0.186;;5;;0;;;;;
True;Cpd 6: 12.193;12.193;1229596;3180518;Positive;74.1;;0.18;;6;;0;;;;;
True;Cpd 7: 13.063;13.063;2702879;6930727;Positive;74.1;;0.202;;7;;0;;;;;
True;"Cpd 8: Methyl myristoleate; C15 H28 O2; 13.664";13.664;1210586;3225080;Positive;55.1;C15 H28 O2;0.185;71.93;8;Methyl myristoleate;3;56219-06-8;240.209;28.133;14.47;
True;Cpd 9: 13.895;13.895;1427035;3565676;Positive;74.1;;0.198;;9;;0;;;;;
True;"Cpd 10: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.484";14.484;1331255;3393158;Positive;55.1;C16 H30 O2;0.18;76.95;10;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;15.3;
True;Cpd 11: 14.699;14.699;4737272;11645517;Positive;74.1;;0.177;;11;;0;;;;;
True;"Cpd 12: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.165";15.165;1399831;3642667;Positive;55.1;C17 H32 O2;0.175;73.08;12;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;16.268;
True;Cpd 13: 15.458;15.458;1657807;4092815;Positive;74.1;;0.176;;13;;0;;;;;
True;"Cpd 14: Methyl 8-heptadecenoate; C18 H34 O2; 15.915";15.915;1552436;3928778;Positive;55.1;C18 H34 O2;0.181;73.18;14;Methyl 8-heptadecenoate;3;1000336-36-4;282.256;33.1;17.185;
True;"Cpd 15: 1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate; C37 H77 N O2; 16.195";16.195;3703748;9172210;Positive;74.1;C37 H77 N O2;0.185;71.54;15;1-Hexadecanaminium, N,N,N-trimethyl-, octadecanoate;2;124-23-2;567.595;;;
True;"Cpd 16: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.443";16.443;1676440;4201929;Positive;55.1;C19 H36 O2;0.132;73.26;16;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;18.307;
True;"Cpd 17: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 16.575";16.575;3451691;8789949;Positive;55.1;C19 H36 O2;0.177;73.68;17;13-Octadecenoic acid, methyl ester;6;56554-47-3;296.272;34.75;18.175;
True;Cpd 18: 16.892;16.892;3916852;13071221;Positive;74.1;;0.208;;18;;0;;;;;
True;"Cpd 19: Methyl 9,10-octadecadienoate; C19 H34 O2; 17.156";17.156;1462937;3805870;Positive;67.1;C19 H34 O2;0.181;89.25;19;Methyl 9,10-octadecadienoate;10;1010336-45-7;294.256;;;
True;Cpd 20: 17.568;17.568;5246127;13479901;Positive;74.1;;0.18;;20;;0;;;;;
True;"Cpd 21: Methyl 8,9-octadecadienoate; C19 H34 O2; 17.818";17.818;1247504;3078713;Positive;79.1;C19 H34 O2;0.12;76.38;21;Methyl 8,9-octadecadienoate;8;1000336-45-0;294.256;;;
True;"Cpd 22: cis-13-Eicosenoic acid, methyl ester; C21 H40 O2; 17.925";17.925;1807279;4703206;Positive;55.1;C21 H40 O2;0.173;73.63;22;cis-13-Eicosenoic acid, methyl ester;2;69120-02-1;324.303;38.067;20.142;
True;Cpd 23: 18.211;18.211;1984704;5148564;Positive;74.1;;0.172;;23;;0;;;;;
True;"Cpd 24: Methyl 12,13-tetradecadienoate; C15 H26 O2; 18.471";18.471;1567320;4137659;Positive;67.1;C15 H26 O2;0.198;80.33;24;Methyl 12,13-tetradecadienoate;10;1000336-33-7;238.193;;;
True;Cpd 25: 18.846;18.846;4883186;14698610;Positive;74.1;;0.211;;25;;0;;;;;
True;"Cpd 26: Methyl 8,9-octadecadienoate; C19 H34 O2; 19.093";19.093;1343229;3162211;Positive;79.1;C19 H34 O2;0.078;74.99;26;Methyl 8,9-octadecadienoate;9;1000336-45-0;294.256;;;
True;Cpd 27: 19.176;19.176;2305887;9201784;Positive;55.1;;0.206;;27;;0;;;;;
True;Cpd 28: 19.444;19.444;1791662;5253382;Positive;74.1;;0.197;;28;;0;;;;;
True;"Cpd 29: Methyl 9,10-octadecadienoate; C19 H34 O2; 19.720";19.72;1444930;3924292;Positive;67.1;C19 H34 O2;0.107;77.94;29;Methyl 9,10-octadecadienoate;9;1010336-45-7;294.256;;;
