#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;Cpd 1: 7.053;7.053;1037193;5080138;Positive;74.1;;0.328;;1;;0;;;;;
True;Cpd 2: 8.857;8.857;1743741;6456460;Positive;74.1;;0.272;;2;;0;;;;;
True;Cpd 3: 9.846;9.846;1032533;3460409;Positive;74.1;;0.231;;3;;0;;;;;
True;Cpd 4: 10.848;10.848;2404461;7444654;Positive;74.1;;0.214;;4;;0;;;;;
True;Cpd 5: 11.834;11.834;1332742;3945888;Positive;74.1;;0.213;;5;;0;;;;;
True;Cpd 6: 12.794;12.794;2972153;8528585;Positive;74.1;;0.21;;6;;0;;;;;
True;"Cpd 7: Methyl myristoleate; C15 H28 O2; 13.458";13.458;1342228;3968429;Positive;55.1;C15 H28 O2;0.21;73.13;7;Methyl myristoleate;3;56219-06-8;240.209;28.133;14.675;
True;Cpd 8: 13.721;13.721;1551305;4404085;Positive;74.1;;0.21;;8;;0;;;;;
True;"Cpd 9: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 14.372";14.372;1432413;4133950;Positive;55.1;C16 H30 O2;0.206;77.17;9;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;15.411;
True;Cpd 10: 14.619;14.619;5036486;13941307;Positive;74.1;;0.185;;10;;0;;;;;
True;"Cpd 11: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 15.135";15.135;1520929;4365875;Positive;55.1;C17 H32 O2;0.184;73.14;11;11-Hexadecenoic acid, methyl ester;6;55000-42-5;268.24;31.433;16.298;
True;Cpd 12: 15.469;15.469;1737963;4882995;Positive;74.1;;0.209;;12;;0;;;;;
True;"Cpd 13: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 15.978";15.978;1593197;4644121;Positive;55.1;C18 H34 O2;0.189;73.88;13;Methyl 9-heptadecenoate or 9-17:1;3;1000336-38-0;282.256;33.1;17.122;
