#Compound List: 4326 found
#
Show/Hide;Label;RT;Height;Area;Ion Polarity;Base Peak;Formula;Width;Score;Cpd;Name;Hit Count;CAS ID;Reference mass;Reference Retention Time;RT Diff
True;"Cpd 1: Methane-d, trichloro-; C D Cl3; 6.307";6.307;59333;748429;Positive;84;C D Cl3;0.519;75.03;1;Methane-d, trichloro-;2;865-49-6;118.921;;;
True;"Cpd 2: 1-Cycloocten-5-yne, (Z)-; C8 H10; 9.815";9.815;196561;2064509;Positive;91.1;C8 H10;0.63;73.48;2;1-Cycloocten-5-yne, (Z)-;10;66633-23-6;106.078;;;
True;Cpd 3: 17.914;17.914;41864;464812;Positive;74.06;;0.503;;3;;0;;;;;
True;Cpd 4: 31.002;31.002;168254;2212947;Positive;74.08;;0.744;;4;;0;;;;;
True;Cpd 5: 38.693;38.693;96078;1269346;Positive;74.08;;0.836;;5;;0;;;;;
True;Cpd 6: 46.636;46.636;229648;3112882;Positive;74.09;;0.886;;6;;0;;;;;
True;Cpd 7: 54.555;54.555;121741;1614370;Positive;74.08;;0.793;;7;;0;;;;;
True;Cpd 8: 62.300;62.3;283355;3728986;Positive;74.09;;0.861;;8;;0;;;;;
True;Cpd 9: 66.760;66.76;122026;1609559;Positive;55.1;;0.698;;9;;0;;;;;
True;"Cpd 10: Methyl 13-methyltetradecanoate; C16 H32 O2; 69.798";69.798;142455;1621613;Positive;74.09;C16 H32 O2;0.47;70.4;10;Methyl 13-methyltetradecanoate;1;1000424-50-7;256.24;28.583;-41.214;
True;"Cpd 11: Methyl (Z)-10-pentadecenoate; C16 H30 O2; 74.146";74.146;138430;1796757;Positive;55.1;C16 H30 O2;0.871;77.2;11;Methyl (Z)-10-pentadecenoate;1;1000426-92-2;254.225;29.783;-44.363;
True;Cpd 12: 77.065;77.065;494033;6628898;Positive;74.1;;0.853;;12;;0;;;;;
True;"Cpd 13: 11-Hexadecenoic acid, methyl ester; C17 H32 O2; 80.313";80.313;142086;1800178;Positive;55.09;C17 H32 O2;0.646;71.19;13;11-Hexadecenoic acid, methyl ester;1;55000-42-5;268.24;31.433;-48.88;
True;Cpd 14: 83.957;83.957;174362;2185413;Positive;74.09;;0.808;;14;;0;;;;;
True;"Cpd 15: Methyl 9-heptadecenoate or 9-17:1; C18 H34 O2; 87.118";87.118;159678;2034729;Positive;55.1;C18 H34 O2;0.721;71.89;15;Methyl 9-heptadecenoate or 9-17:1;1;1000336-38-0;282.256;33.1;-54.018;
True;Cpd 16: 90.684;90.684;387124;5128801;Positive;74.09;;0.837;;16;;0;;;;;
True;Cpd 17: 92.386;92.386;172300;2204771;Positive;55.1;;0.663;;17;;0;;;;;
True;"Cpd 18: 13-Octadecenoic acid, methyl ester; C19 H36 O2; 93.165";93.165;340459;4205289;Positive;55.1;C19 H36 O2;0.554;70.05;18;13-Octadecenoic acid, methyl ester;1;56554-47-3;296.272;34.75;-58.415;
True;"Cpd 19: Methyl 11,12-octadecadienoate; C19 H34 O2; 95.993";95.993;156184;1996837;Positive;67.1;C19 H34 O2;0.804;86.02;19;Methyl 11,12-octadecadienoate;10;1000336-45-8;294.256;;;
True;"Cpd 20: Methyl 11,12-octadecadienoate; C19 H34 O2; 97.782";97.782;151364;1859300;Positive;67.1;C19 H34 O2;0.634;87.39;20;Methyl 11,12-octadecadienoate;10;1000336-45-8;294.256;;;
True;"Cpd 21: Cyclododecyne; C12 H20; 100.923";100.923;126305;1648746;Positive;79.09;C12 H20;0.826;71.01;21;Cyclododecyne;2;1129-90-4;164.157;;;
True;Cpd 22: 103.252;103.252;541381;7331463;Positive;74.1;;0.779;;22;;0;;;;;
True;Cpd 23: 105.511;105.51;192387;2492732;Positive;55.1;;0.807;;23;;0;;;;;
True;Cpd 24: 109.109;109.109;222493;2821701;Positive;74.09;;0.75;;24;;0;;;;;
True;"Cpd 25: Methyl 12,13-tetradecadienoate; C15 H26 O2; 109.896";109.896;156592;2083323;Positive;67.09;C15 H26 O2;0.868;79.31;25;Methyl 12,13-tetradecadienoate;9;1000336-33-7;238.193;;;
True;"Cpd 26: Methyl 7,8-octadecadienoate; C19 H34 O2; 112.765";112.765;138348;1819262;Positive;79.09;C19 H34 O2;0.82;73.41;26;Methyl 7,8-octadecadienoate;6;1010336-44-6;294.256;;;
True;Cpd 27: 114.921;114.921;613082;10343233;Positive;74.1;;1.001;;27;;0;;;;;
True;Cpd 28: 117.044;117.044;205178;2663577;Positive;55.1;;0.711;;28;;0;;;;;
True;"Cpd 29: 1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-; C13 H20 N2; 120.049";120.049;104428;1169401;Positive;79.09;C13 H20 N2;0.323;76.56;29;1,4-Methanocycloocta[d]pyridazine, 1,4,4a,5,6,9,10,10a-octahydro-11,11-dimethyl-, (1.alpha.,4.alpha.,4a.alpha.,10a.alpha.)-;3;1000221-85-9;204.163;;;
